,2017ppp_poor_215,2017ppp_poor_365,2017ppp_poor_685,2021ppp_poor_300,2021ppp_poor_420,2021ppp_poor_830,year,level,area,dem,SourceSheet,sector,sector2,state,age_cat1,age_cat2,age_cat3,age_cat4,edu_cat1,edu_cat2,edu_cat3,edu_cat4,edu_cat5,edu_cat6,gender_cat1,gender_cat2,hhsize_cat1,hhsize_cat2,hhsize_cat3,hhsize_cat4,owns_dwelling,inc_selfemp,inc_casual,inc_salaried
1999,0.038617503,0.368232378,0.852935645,0.07924504,0.325036653,0.853351746,2011,State,All,Owns Dwelling,state,NA,99,Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2000,0.099104612,0.435194591,0.824881334,0.176994934,0.430886468,0.824881334,2011,State,All,Owns Dwelling,state,NA,99,Chandigarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2001,0.042090872,0.256106477,0.775465858,0.094731826,0.243499862,0.775465858,2011,State,All,Owns Dwelling,state,NA,99,Chandigarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2002,0.116290288,0.374879159,0.781027461,0.158722052,0.340062861,0.784977915,2011,State,All,Owns Dwelling,state,NA,99,Uttarakhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2003,0.031886828,0.490992024,0.928571468,0.071349209,0.450784731,0.929136787,2011,State,All,Owns Dwelling,state,NA,99,Uttarakhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2004,0.072410818,0.366347743,0.688954033,0.104820554,0.309539857,0.689336695,2011,State,All,Owns Dwelling,state,NA,99,Haryana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2005,0.06030016,0.379075039,0.86163392,0.108055324,0.334533559,0.86163392,2011,State,All,Owns Dwelling,state,NA,99,Haryana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2006,0.067743003,0.369208291,0.873080464,0.175891826,0.325288197,0.880901648,2011,State,All,Owns Dwelling,state,NA,99,Delhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2007,0.0330273,0.315054652,0.728928105,0.071412542,0.277292931,0.728928105,2011,State,All,Owns Dwelling,state,NA,99,Delhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2008,0.066943838,0.392942519,0.800676302,0.121997463,0.358500178,0.801768467,2011,State,All,Owns Dwelling,state,NA,99,Rajasthan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2009,0.108364508,0.594069406,0.944590928,0.209121024,0.547420517,0.945246854,2011,State,All,Owns Dwelling,state,NA,99,Rajasthan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2010,0.180500214,0.580039927,0.80444412,0.307248304,0.53132964,0.804482377,2011,State,All,Owns Dwelling,state,NA,99,Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2011,0.27983158,0.777601174,0.968194124,0.426986096,0.748043546,0.968274056,2011,State,All,Owns Dwelling,state,NA,99,Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2012,0.206757781,0.641654238,0.930079588,0.302841647,0.564913132,0.930249241,2011,State,All,Owns Dwelling,state,NA,99,Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2013,0.239947596,0.822887414,0.99048776,0.409085342,0.78546382,0.990519313,2011,State,All,Owns Dwelling,state,NA,99,Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2014,0.059696961,0.603238838,0.968746884,0.141485649,0.545372049,0.968746884,2011,State,All,Owns Dwelling,state,NA,99,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2015,0.02053161,0.645682006,0.971274197,0.10107985,0.580338553,0.971274197,2011,State,All,Owns Dwelling,state,NA,99,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2016,0.205036344,0.474680021,0.790317394,0.30857346,0.458419609,0.791156344,2011,State,All,Owns Dwelling,state,NA,99,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2017,0.292727595,0.639461632,0.889460807,0.382106568,0.622271029,0.889710593,2011,State,All,Owns Dwelling,state,NA,99,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2018,0.27509546,0.4532678,0.988215902,0.27509546,0.435394784,0.988215902,2011,State,All,Owns Dwelling,state,NA,99,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2019,0.06488347,0.541028677,0.946228338,0.157975619,0.486839088,0.946455026,2011,State,All,Owns Dwelling,state,NA,99,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2020,0.346907631,0.64083512,0.979241492,0.542508761,0.605814396,0.979241492,2011,State,All,Owns Dwelling,state,NA,99,Manipur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2021,0.36043349,0.845551306,0.99043254,0.53410846,0.818682774,0.990746213,2011,State,All,Owns Dwelling,state,NA,99,Manipur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2022,0.047635531,0.366860747,0.900837441,0.122592478,0.29378778,0.900837441,2011,State,All,Owns Dwelling,state,NA,99,Mizoram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2023,0.05688701,0.467497371,0.905059614,0.127336836,0.415960931,0.905435912,2011,State,All,Owns Dwelling,state,NA,99,Mizoram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2024,0.111755966,0.461623953,0.924845231,0.211664603,0.441795074,0.924845231,2011,State,All,Owns Dwelling,state,NA,99,Tripura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2025,0.072200696,0.617031745,0.952465026,0.166277813,0.555100469,0.952845984,2011,State,All,Owns Dwelling,state,NA,99,Tripura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2026,0.058623299,0.411905581,0.90234663,0.090934039,0.341022246,0.90234663,2011,State,All,Owns Dwelling,state,NA,99,Meghalaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2027,0.083711126,0.664364341,0.973340094,0.189035313,0.631558866,0.974069476,2011,State,All,Owns Dwelling,state,NA,99,Meghalaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2028,0.24955472,0.698419016,0.919973486,0.427854365,0.692861954,0.919973486,2011,State,All,Owns Dwelling,state,NA,99,Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2029,0.221521282,0.760214141,0.976373615,0.366550349,0.720863335,0.977040625,2011,State,All,Owns Dwelling,state,NA,99,Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2030,0.13332652,0.456860516,0.833081626,0.205849437,0.417443823,0.833081626,2011,State,All,Owns Dwelling,state,NA,99,West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2031,0.184088911,0.689120865,0.933887923,0.311962667,0.649084991,0.933979327,2011,State,All,Owns Dwelling,state,NA,99,West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2032,0.153913484,0.47203842,0.87649106,0.215208297,0.428768467,0.87649106,2011,State,All,Owns Dwelling,state,NA,99,Jharkhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2033,0.291684635,0.835476809,0.982714183,0.482678263,0.808802143,0.982837396,2011,State,All,Owns Dwelling,state,NA,99,Jharkhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2034,0.127441081,0.402237816,0.823518696,0.189468731,0.365936934,0.823518696,2011,State,All,Owns Dwelling,state,NA,99,Odisha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2035,0.277309076,0.817863641,0.981901335,0.455261309,0.783375113,0.981915306,2011,State,All,Owns Dwelling,state,NA,99,Odisha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2036,0.109363004,0.535636315,0.864934432,0.227457052,0.498306715,0.865627392,2011,State,All,Owns Dwelling,state,NA,99,Chhattisgarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2037,0.257166412,0.794617841,0.968250158,0.386926263,0.761196588,0.96966445,2011,State,All,Owns Dwelling,state,NA,99,Chhattisgarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2038,0.238159374,0.520524235,0.806516228,0.330048613,0.493400475,0.806516228,2011,State,All,Owns Dwelling,state,NA,99,Madhya Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2039,0.296314229,0.767912349,0.963221549,0.440086105,0.734401438,0.963511945,2011,State,All,Owns Dwelling,state,NA,99,Madhya Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2040,0.119107128,0.482700362,0.933565649,0.220857247,0.453962219,0.933565649,2011,State,All,Owns Dwelling,state,NA,99,Gujarat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2041,0.170903728,0.626638821,0.953388086,0.287821565,0.594667119,0.953389589,2011,State,All,Owns Dwelling,state,NA,99,Gujarat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2042,0.113732014,0.494917014,0.867726192,0.128673642,0.367412472,0.867726192,2011,State,All,Owns Dwelling,state,NA,99,Dadra and Nagar Haveli and Daman and Diu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2043,0.285659505,0.690145141,0.928106095,0.356367877,0.651305454,0.928106095,2011,State,All,Owns Dwelling,state,NA,99,Dadra and Nagar Haveli and Daman and Diu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2044,0.080058716,0.421154629,0.832148223,0.137231072,0.38468212,0.832705875,2011,State,All,Owns Dwelling,state,NA,99,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2045,0.096326888,0.575394878,0.915208233,0.18326816,0.525073249,0.915497333,2011,State,All,Owns Dwelling,state,NA,99,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2046,0.037861189,0.33517918,0.833357476,0.091416078,0.275920185,0.833357476,2011,State,All,Owns Dwelling,state,NA,99,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2047,0.053606105,0.499452067,0.928083955,0.137039832,0.431554762,0.930132135,2011,State,All,Owns Dwelling,state,NA,99,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2048,0.044551045,0.332122488,0.778867804,0.093563095,0.313176379,0.782480078,2011,State,All,Owns Dwelling,state,NA,99,Karnataka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2049,0.05995744,0.545096861,0.911783754,0.140793108,0.48881709,0.912874444,2011,State,All,Owns Dwelling,state,NA,99,Karnataka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2050,0.12843169,0.346543769,0.862718551,0.147547766,0.340942898,0.862718551,2011,State,All,Owns Dwelling,state,NA,99,Goa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2051,0.01256377,0.263026196,0.811117816,0.023064489,0.237596929,0.81355117,2011,State,All,Owns Dwelling,state,NA,99,Goa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2052,0,0.044177174,0.452312229,0,0.044177174,0.452312229,2011,State,All,Owns Dwelling,state,NA,99,Lakshadweep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2053,0,0.11045356,0.718758113,0,0.081662443,0.718758113,2011,State,All,Owns Dwelling,state,NA,99,Lakshadweep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2054,0.019511428,0.205650082,0.666775501,0.046748008,0.153064388,0.666775501,2011,State,All,Owns Dwelling,state,NA,99,Kerala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2055,0.028990319,0.30389876,0.802907029,0.063462584,0.26441649,0.803752309,2011,State,All,Owns Dwelling,state,NA,99,Kerala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2056,0.02268809,0.305275718,0.832775807,0.054247167,0.259546525,0.834100252,2011,State,All,Owns Dwelling,state,NA,99,Tamil Nadu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2057,0.059191213,0.418506262,0.876495222,0.118282531,0.371234768,0.878294823,2011,State,All,Owns Dwelling,state,NA,99,Tamil Nadu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2058,0.010899417,0.129439167,0.736920181,0.060656047,0.115447406,0.736920181,2011,State,All,Owns Dwelling,state,NA,99,Puducherry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2059,0.002405811,0.242185633,0.814094402,0.012695202,0.168403556,0.814094402,2011,State,All,Owns Dwelling,state,NA,99,Puducherry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2060,0,0.052078239,0.543346792,0.00810257,0.044689066,0.546824438,2011,State,All,Owns Dwelling,state,NA,99,Andaman and Nicobar Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2061,0,0.069024271,0.681657778,0,0.02858976,0.681657778,2011,State,All,Owns Dwelling,state,NA,99,Andaman and Nicobar Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2062,0.057080209,0.301075909,0.813239484,0.0828057,0.27050195,0.816432272,2011,State,All,Owns Dwelling,state,NA,99,Telangana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2063,0.029168806,0.465482689,0.913982579,0.083753609,0.400406331,0.91467183,2011,State,All,Owns Dwelling,state,NA,99,Telangana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2064,0,0,0.441052774,0,0,0.441052774,2011,State,All,Owns Dwelling,state,NA,99,Ladakh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2065,0,0.300409562,0.909340894,0.002956392,0.177952419,0.909340894,2011,State,All,Owns Dwelling,state,NA,99,Ladakh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2066,0,0.308672788,0.637094221,0,0.297238759,0.637094221,2011,State,urban/rural,Owns Dwelling,sector_state,0,0,Jammu and Kashmir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2067,0.035342002,0.387033165,0.926313833,0.073389655,0.320569329,0.926570258,2011,State,urban/rural,Owns Dwelling,sector_state,0,0,Jammu and Kashmir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2068,0,0.102866268,0.733840153,0.012574999,0.082708724,0.733840153,2011,State,urban/rural,Owns Dwelling,sector_state,0,0,Himachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2069,0.029943668,0.355505606,0.891934252,0.053458516,0.314114312,0.893711376,2011,State,urban/rural,Owns Dwelling,sector_state,0,0,Himachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2070,0.188580633,0.486477367,0.851023203,0.214703163,0.486477367,0.851023203,2011,State,urban/rural,Owns Dwelling,sector_state,0,0,Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2071,0.030575293,0.385204871,0.875491101,0.079745754,0.341417283,0.876106273,2011,State,urban/rural,Owns Dwelling,sector_state,0,0,Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2072,0,0.534516482,0.931805996,0.125442738,0.534516482,0.931805996,2011,State,urban/rural,Owns Dwelling,sector_state,0,0,Chandigarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2073,0,0.238657787,0.710419694,0.014185319,0.238657787,0.710419694,2011,State,urban/rural,Owns Dwelling,sector_state,0,0,Chandigarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2074,0.11458832,0.358382423,0.814225923,0.166693398,0.33391642,0.823638798,2011,State,urban/rural,Owns Dwelling,sector_state,0,0,Uttarakhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2075,0.02373816,0.495272211,0.933677065,0.052229495,0.458527145,0.933677065,2011,State,urban/rural,Owns Dwelling,sector_state,0,0,Uttarakhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2076,0.007180064,0.33265583,0.555352746,0.010194646,0.212734185,0.555352746,2011,State,urban/rural,Owns Dwelling,sector_state,0,0,Haryana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2077,0.062582999,0.420099062,0.898440059,0.117561673,0.371689128,0.898440059,2011,State,urban/rural,Owns Dwelling,sector_state,0,0,Haryana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2078,0.108603382,0.123027822,0.989345445,0.110874782,0.118976809,0.989345445,2011,State,urban/rural,Owns Dwelling,sector_state,0,0,Delhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2079,0.033784336,0.352853413,0.820274351,0.033784336,0.352853413,0.820274351,2011,State,urban/rural,Owns Dwelling,sector_state,0,0,Delhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2080,0.110175574,0.574867274,0.857931949,0.175611632,0.555704624,0.857931949,2011,State,urban/rural,Owns Dwelling,sector_state,0,0,Rajasthan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2081,0.11408162,0.627270226,0.963356034,0.22407611,0.579383415,0.964056006,2011,State,urban/rural,Owns Dwelling,sector_state,0,0,Rajasthan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2082,0.277030689,0.58442752,0.892396957,0.307061591,0.544809872,0.892396957,2011,State,urban/rural,Owns Dwelling,sector_state,0,0,Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2083,0.288838704,0.810528278,0.981688682,0.445170019,0.781371555,0.981770762,2011,State,urban/rural,Owns Dwelling,sector_state,0,0,Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2084,0.179350344,0.853825041,0.989249696,0.361520929,0.640593158,0.989249696,2011,State,urban/rural,Owns Dwelling,sector_state,0,0,Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2085,0.238715867,0.832272343,0.992486266,0.411021398,0.793857032,0.992520723,2011,State,urban/rural,Owns Dwelling,sector_state,0,0,Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2086,0.027137466,0.661847294,0.957204688,0.116415269,0.588665195,0.957204688,2011,State,urban/rural,Owns Dwelling,sector_state,0,0,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2087,0.022366402,0.697458226,0.982210345,0.113075775,0.635293216,0.982210345,2011,State,urban/rural,Owns Dwelling,sector_state,0,0,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2088,0.23085915,0.508476269,0.774627058,0.377899227,0.502272505,0.774627058,2011,State,urban/rural,Owns Dwelling,sector_state,0,0,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2089,0.300928294,0.657439071,0.903223813,0.392854319,0.639070069,0.903223813,2011,State,urban/rural,Owns Dwelling,sector_state,0,0,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2090,0,0.096915422,0.96369886,0,0.058130332,0.96369886,2011,State,urban/rural,Owns Dwelling,sector_state,0,0,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2091,0.045593487,0.581925173,0.954139444,0.124508792,0.516828047,0.954477544,2011,State,urban/rural,Owns Dwelling,sector_state,0,0,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2092,0.099180981,0.166057757,0.981154209,0.099180981,0.142079276,0.981154209,2011,State,urban/rural,Owns Dwelling,sector_state,0,0,Manipur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2093,0.357214861,0.838679167,0.989152619,0.522066629,0.812490255,0.989578594,2011,State,urban/rural,Owns Dwelling,sector_state,0,0,Manipur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2094,0,0.36607868,0.929209334,0.027639514,0.171428486,0.929209334,2011,State,urban/rural,Owns Dwelling,sector_state,0,0,Mizoram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2095,0.081057226,0.591334475,0.953825466,0.164667045,0.527808642,0.953825466,2011,State,urban/rural,Owns Dwelling,sector_state,0,0,Mizoram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2096,0.300579246,0.610019328,0.974697616,0.477952568,0.610019328,0.974697616,2011,State,urban/rural,Owns Dwelling,sector_state,0,0,Tripura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2097,0.076352506,0.639475666,0.968430195,0.173918638,0.572407086,0.968867978,2011,State,urban/rural,Owns Dwelling,sector_state,0,0,Tripura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2098,0.076256821,0.533799957,0.987987261,0.172456584,0.533799957,0.987987261,2011,State,urban/rural,Owns Dwelling,sector_state,0,0,Meghalaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2099,0.081167628,0.713765119,0.981007553,0.194433776,0.678170194,0.981840801,2011,State,urban/rural,Owns Dwelling,sector_state,0,0,Meghalaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2100,0.281629531,0.863393997,0.98268049,0.523837675,0.858869964,0.98268049,2011,State,urban/rural,Owns Dwelling,sector_state,0,0,Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2101,0.228705353,0.784523087,0.983662075,0.379006182,0.743663889,0.984375733,2011,State,urban/rural,Owns Dwelling,sector_state,0,0,Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2102,0.162538409,0.682570215,0.95185979,0.295472787,0.608572387,0.95185979,2011,State,urban/rural,Owns Dwelling,sector_state,0,0,West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2103,0.196250281,0.756139131,0.97330431,0.338781508,0.711186886,0.973392104,2011,State,urban/rural,Owns Dwelling,sector_state,0,0,West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2104,0.212473788,0.515818324,0.764686355,0.220321464,0.45217064,0.764686355,2011,State,urban/rural,Owns Dwelling,sector_state,0,0,Jharkhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
