,m_poor_1_33,g01_edu_1,g01_atten_1,g01_cm_1,g01_nutri_1,g01_elec_1,g01_toilet_1,g01_water_1,g01_house_1,g01_fuel_1,g01_asset_1,round,level,area,dem,SourceSheet,sector,StateName,head_age_cat,edu_group,head_gender,hhsize_cat,own_house,agri_land
3682,1,0.671780407,0.359410763,0.162537485,0.787787259,0.011769183,0.619459569,0.079246052,0.305919766,0.322713107,0.250095457,5,State,urban/rural,HH Size,statesector,1,Uttarakhand,NA,NA,NA,4 to 6,NA,NA
3683,0,0.004572442,0.031911548,0.010035594,0.336177856,0,0.121286847,0.013441961,0.06998942,0.124918208,0.014201111,5,State,urban/rural,HH Size,statesector,1,Uttarakhand,NA,NA,NA,7+,NA,NA
3684,1,0.578532875,0.804720521,0,0.621946871,0.085088328,0.550691247,0.212720811,0.548598349,0.731595576,0.188960388,5,State,urban/rural,HH Size,statesector,1,Uttarakhand,NA,NA,NA,7+,NA,NA
3685,0,0.528518915,0,0,0,0.022729423,0.258033127,0.042289715,0.484417498,0.499441385,0.306297839,5,State,urban/rural,HH Size,statesector,0,West Bengal,NA,NA,NA,1,NA,NA
3686,1,0.997875631,0,0.003176911,0.047113925,0.243038982,0.661527336,0.066642635,0.897473574,0.95388186,0.88579458,5,State,urban/rural,HH Size,statesector,0,West Bengal,NA,NA,NA,1,NA,NA
3687,0,0.157473803,0.003140063,0.004747538,0.08504422,0.019907095,0.302491993,0.047292605,0.530613005,0.699483156,0.0903477,5,State,urban/rural,HH Size,statesector,0,West Bengal,NA,NA,NA,2 to 3,NA,NA
3688,1,0.758754134,0.025614617,0.020706918,0.392938763,0.124378093,0.765604794,0.091206126,0.889966667,0.975964606,0.506355703,5,State,urban/rural,HH Size,statesector,0,West Bengal,NA,NA,NA,2 to 3,NA,NA
3689,0,0.042329963,0.006260912,0.003229694,0.205220208,0.015440924,0.263503999,0.051094022,0.535276294,0.776659012,0.042442814,5,State,urban/rural,HH Size,statesector,0,West Bengal,NA,NA,NA,4 to 6,NA,NA
3690,1,0.504634142,0.085198201,0.033227585,0.750552475,0.107779272,0.761354327,0.09927658,0.894372463,0.967029572,0.250636935,5,State,urban/rural,HH Size,statesector,0,West Bengal,NA,NA,NA,4 to 6,NA,NA
3691,0,0.011693637,0.021808496,0.014040036,0.404540747,0.004428192,0.156243667,0.045125172,0.466402888,0.787490666,0.016566098,5,State,urban/rural,HH Size,statesector,0,West Bengal,NA,NA,NA,7+,NA,NA
3692,1,0.270418137,0.169249773,0.071894214,0.924533784,0.074268334,0.737104297,0.112539433,0.85306108,0.979626119,0.164685249,5,State,urban/rural,HH Size,statesector,0,West Bengal,NA,NA,NA,7+,NA,NA
3693,0,0.275697827,0,0,0.017473683,0,0.269963294,0.008335031,0.12122269,0.054083776,0.163451239,5,State,urban/rural,HH Size,statesector,1,West Bengal,NA,NA,NA,1,NA,NA
3694,1,0.986207783,0,0,0.05256043,0.129535809,0.835558295,0.030341528,0.862792492,0.781324923,0.7830832,5,State,urban/rural,HH Size,statesector,1,West Bengal,NA,NA,NA,1,NA,NA
3695,0,0.083295383,0.000413637,0.00527919,0.063212879,0.004553861,0.219066545,0.025844539,0.172711492,0.104106955,0.032967772,5,State,urban/rural,HH Size,statesector,1,West Bengal,NA,NA,NA,2 to 3,NA,NA
3696,1,0.865769684,0.038137894,0.079708852,0.382474065,0.045337252,0.651592076,0.040061969,0.729491055,0.704810262,0.486714661,5,State,urban/rural,HH Size,statesector,1,West Bengal,NA,NA,NA,2 to 3,NA,NA
3697,0,0.02966468,0.006321669,0.003392959,0.167470068,0.004181891,0.246894628,0.027506519,0.19510527,0.182004541,0.022275612,5,State,urban/rural,HH Size,statesector,1,West Bengal,NA,NA,NA,4 to 6,NA,NA
3698,1,0.614370227,0.181569621,0.048802681,0.768147409,0.098626018,0.614470243,0.114578173,0.71251142,0.753295541,0.216263458,5,State,urban/rural,HH Size,statesector,1,West Bengal,NA,NA,NA,4 to 6,NA,NA
3699,0,0.002784709,0.014062393,0.003972095,0.390770793,0,0.192765489,0.029925402,0.153203383,0.324615419,0.0283495,5,State,urban/rural,HH Size,statesector,1,West Bengal,NA,NA,NA,7+,NA,NA
3700,1,0.383626431,0.418150216,0.140797332,0.869608879,0,0.523847461,0.062373258,0.735017717,0.798206031,0.26725328,5,State,urban/rural,HH Size,statesector,1,West Bengal,NA,NA,NA,7+,NA,NA
3701,0,0.079654559,0.012084026,0.005499458,0.176781893,0.013967454,0.261031687,0.052077655,0.309603721,0.292714268,0.081305459,5,National,All,Owns House,allindia,99,India,NA,NA,NA,NA,0,NA
3702,1,0.60035044,0.161842242,0.068261705,0.593699396,0.139235526,0.71925348,0.155718967,0.828225195,0.830646336,0.455151707,5,National,All,Owns House,allindia,99,India,NA,NA,NA,NA,0,NA
3703,0,0.08063373,0.011748527,0.006212505,0.185989037,0.015172496,0.223203361,0.056295071,0.320512205,0.341206938,0.06948752,5,National,All,Owns House,allindia,99,India,NA,NA,NA,NA,1,NA
3704,1,0.586686373,0.174081147,0.072229587,0.588436842,0.142340869,0.705124557,0.167060658,0.839687586,0.856270492,0.435851812,5,National,All,Owns House,allindia,99,India,NA,NA,NA,NA,1,NA
3705,0,0.092177831,0.011741494,0.005831585,0.192658365,0.020824786,0.299874872,0.073144965,0.451691747,0.485543758,0.095950916,5,National,urban/rural,Owns House,indiasector,0,India,NA,NA,NA,NA,0,NA
3706,1,0.589532733,0.147524744,0.061623096,0.590055943,0.142479941,0.732028484,0.165900663,0.869513333,0.884335458,0.460455865,5,National,urban/rural,Owns House,indiasector,0,India,NA,NA,NA,NA,0,NA
3707,0,0.09297207,0.012206251,0.006578786,0.198672771,0.02041265,0.258169264,0.072457172,0.415760249,0.469395131,0.085684232,5,National,urban/rural,Owns House,indiasector,0,India,NA,NA,NA,NA,1,NA
3708,1,0.582603097,0.165745497,0.06848491,0.585768521,0.145045221,0.715020239,0.174046054,0.863217413,0.884197474,0.441889197,5,National,urban/rural,Owns House,indiasector,0,India,NA,NA,NA,NA,1,NA
3709,0,0.065017305,0.012484378,0.005111267,0.158225402,0.005952579,0.215631604,0.027454099,0.143530667,0.067334376,0.064187787,5,National,urban/rural,Owns House,indiasector,1,India,NA,NA,NA,NA,0,NA
3710,1,0.663544714,0.24548158,0.107042842,0.614983857,0.120282441,0.644625008,0.096239991,0.587029874,0.517007351,0.424166113,5,National,urban/rural,Owns House,indiasector,1,India,NA,NA,NA,NA,0,NA
3711,0,0.055480145,0.010815389,0.005465785,0.16013135,0.004489648,0.151920095,0.023346178,0.126334652,0.079875886,0.036468066,5,National,urban/rural,Owns House,indiasector,1,India,NA,NA,NA,NA,1,NA
3712,1,0.631815434,0.266207725,0.113616236,0.617927611,0.11245209,0.595756173,0.089857146,0.579633296,0.547618151,0.369125605,5,National,urban/rural,Owns House,indiasector,1,India,NA,NA,NA,NA,1,NA
3713,0,0.072342448,0.004971744,0.007161784,0.123178855,0.00570893,0.131606668,0.030569114,0.196932524,0.060435846,0.060227282,5,State,All,Owns House,state,99,Andaman & Nicobar Islands,NA,NA,NA,NA,0,NA
3714,1,0.604703188,0.053693317,0.021388713,0.466626257,0.338583738,0.572343767,0.161694333,0.67746681,0.692890704,0.736931384,5,State,All,Owns House,state,99,Andaman & Nicobar Islands,NA,NA,NA,NA,0,NA
3715,0,0.084246881,0.001974727,0.006437276,0.092122234,0.01636783,0.082064986,0.040236734,0.334553152,0.179803208,0.069109216,5,State,All,Owns House,state,99,Andaman & Nicobar Islands,NA,NA,NA,NA,1,NA
3716,1,0.591033101,0.044204049,0.037326582,0.3542521,0.353226721,0.671266377,0.390453398,0.929074824,0.816609383,0.721862376,5,State,All,Owns House,state,99,Andaman & Nicobar Islands,NA,NA,NA,NA,1,NA
3717,0,0.151247248,0.005956597,0.006489881,0.14265424,0.004515714,0.220554158,0.054732487,0.111506648,0.078328468,0.088314772,5,State,All,Owns House,state,99,Andhra Pradesh,NA,NA,NA,NA,0,NA
3718,1,0.805409551,0.04406447,0.067578577,0.574790955,0.096779183,0.72236383,0.216441065,0.528365791,0.495790809,0.520410895,5,State,All,Owns House,state,99,Andhra Pradesh,NA,NA,NA,NA,0,NA
3719,0,0.208081633,0.005143004,0.004642955,0.145260975,0.003468747,0.185653389,0.080172852,0.125495285,0.132251665,0.084747173,5,State,All,Owns House,state,99,Andhra Pradesh,NA,NA,NA,NA,1,NA
3720,1,0.774056137,0.065137178,0.059642114,0.500543654,0.062614352,0.663566649,0.254908293,0.518161654,0.625525832,0.55151099,5,State,All,Owns House,state,99,Andhra Pradesh,NA,NA,NA,NA,1,NA
3721,0,0.094562896,0.020212088,0.005122145,0.101907976,0.031244304,0.159525096,0.035409074,0.726762772,0.358974129,0.104328588,5,State,All,Owns House,state,99,Arunachal Pradesh,NA,NA,NA,NA,0,NA
3722,1,0.772482932,0.186094686,0.031170812,0.354554981,0.176522434,0.411537975,0.162544712,0.974720299,0.828276038,0.622448742,5,State,All,Owns House,state,99,Arunachal Pradesh,NA,NA,NA,NA,0,NA
3723,0,0.099351652,0.017516233,0.004701178,0.091346733,0.038296692,0.123212427,0.047400109,0.678459883,0.437970936,0.094093934,5,State,All,Owns House,state,99,Arunachal Pradesh,NA,NA,NA,NA,1,NA
3724,1,0.737428188,0.149322703,0.048052199,0.374628395,0.147010595,0.397261888,0.179881021,0.956018567,0.887329459,0.581037879,5,State,All,Owns House,state,99,Arunachal Pradesh,NA,NA,NA,NA,1,NA
3725,0,0.052980915,0.008954579,0.003290706,0.172752544,0.038351264,0.280657172,0.124592267,0.589490712,0.418621927,0.120696835,5,State,All,Owns House,state,99,Assam,NA,NA,NA,NA,0,NA
3726,1,0.552187622,0.146735847,0.052569717,0.614088953,0.208078742,0.606470108,0.29034853,0.936874509,0.839499831,0.50865674,5,State,All,Owns House,state,99,Assam,NA,NA,NA,NA,0,NA
3727,0,0.045027487,0.008200252,0.005759108,0.175578758,0.031517338,0.238526791,0.108619727,0.618723989,0.501104772,0.083550625,5,State,All,Owns House,state,99,Assam,NA,NA,NA,NA,1,NA
3728,1,0.530738652,0.117807657,0.055834632,0.638309181,0.225080058,0.630846858,0.265242577,0.963601768,0.893554449,0.459818661,5,State,All,Owns House,state,99,Assam,NA,NA,NA,NA,1,NA
3729,0,0.080561563,0.017894924,0.009136858,0.214862108,0.018983424,0.370401025,0.013215949,0.515104234,0.455762237,0.121242031,5,State,All,Owns House,state,99,Bihar,NA,NA,NA,NA,0,NA
3730,1,0.650785327,0.22299771,0.090704352,0.654803753,0.108816892,0.816487491,0.026905468,0.890579283,0.860291183,0.471281886,5,State,All,Owns House,state,99,Bihar,NA,NA,NA,NA,0,NA
3731,0,0.06804958,0.016134804,0.009424374,0.202094465,0.016225722,0.3707425,0.010647798,0.529297948,0.490705818,0.12380708,5,State,All,Owns House,state,99,Bihar,NA,NA,NA,NA,1,NA
3732,1,0.651779473,0.199668542,0.08135882,0.605064929,0.087380812,0.822420001,0.028697286,0.916800737,0.881935418,0.466464639,5,State,All,Owns House,state,99,Bihar,NA,NA,NA,NA,1,NA
3733,0,0.04626821,0.029452164,0.002608727,0.183512419,0,0.30258584,0.03718989,0.038243789,0.050315414,0.012074391,5,State,All,Owns House,state,99,Chandigarh,NA,NA,NA,NA,0,NA
3734,1,0.652215838,0.605252981,0.144838005,0.597693205,0,0.729115605,0.40185082,0.482129812,0.482129812,0.08027897,5,State,All,Owns House,state,99,Chandigarh,NA,NA,NA,NA,0,NA
3735,0,0.035258491,0.003580602,0.005559759,0.134306088,0.003019568,0.081136025,0.012805554,0.021188429,0.021745123,0.012805554,5,State,All,Owns House,state,99,Chandigarh,NA,NA,NA,NA,1,NA
3736,1,0.415718079,0.145275846,0.43900606,0.711089253,0,0.618567586,0,0.572211206,0.288910717,0,5,State,All,Owns House,state,99,Chandigarh,NA,NA,NA,NA,1,NA
3737,0,0.070757911,0.016736291,0.007104413,0.211921036,0.005680818,0.195036396,0.054719657,0.500525653,0.596859813,0.076934114,5,State,All,Owns House,state,99,Chhattisgarh,NA,NA,NA,NA,0,NA
3738,1,0.556405842,0.160943002,0.061986156,0.542598128,0.058636643,0.617591918,0.194301814,0.921986699,0.953881741,0.505103588,5,State,All,Owns House,state,99,Chhattisgarh,NA,NA,NA,NA,0,NA
3739,0,0.080356337,0.013696987,0.007417142,0.229035765,0.004342047,0.155330449,0.050003052,0.468969494,0.591720343,0.062183313,5,State,All,Owns House,state,99,Chhattisgarh,NA,NA,NA,NA,1,NA
3740,1,0.569797993,0.145032525,0.071534529,0.543780982,0.052687377,0.585776269,0.223312512,0.906024039,0.950095713,0.491326451,5,State,All,Owns House,state,99,Chhattisgarh,NA,NA,NA,NA,1,NA
3741,0,0.061954252,0.009485867,0.006035178,0.201669201,0.000897153,0.465876371,0.031585276,0.069997855,0.045497302,0.238939434,5,State,All,Owns House,state,99,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,0,NA
3742,1,0.536945343,0.309083134,0.131437197,0.715122283,0.001792821,0.635671139,0.117533289,0.460837662,0.463027,0.395980179,5,State,All,Owns House,state,99,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,0,NA
3743,0,0.066373013,0.00741723,0.007246925,0.247414738,0.00269751,0.263055354,0.045085829,0.263646722,0.15887253,0.119152389,5,State,All,Owns House,state,99,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,1,NA
3744,1,0.491903722,0.114356108,0.041244708,0.731744051,0.027734302,0.638226926,0.152541474,0.826349676,0.721543491,0.511199594,5,State,All,Owns House,state,99,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,1,NA
3745,0,0.048877269,0.014394594,0.006642026,0.169612586,0.00111885,0.263941437,0.016811118,0.067557059,0.004087918,0.083536312,5,State,All,Owns House,state,99,Delhi,NA,NA,NA,NA,0,NA
3746,1,0.69707793,0.387943417,0.160695776,0.672780812,0.017042622,0.695529997,0.064552978,0.337564796,0.116812795,0.360275358,5,State,All,Owns House,state,99,Delhi,NA,NA,NA,NA,0,NA
3747,0,0.035402209,0.008039426,0.008031039,0.137282908,0.000767482,0.145950913,0.014951935,0.048143577,0.005595985,0.03255951,5,State,All,Owns House,state,99,Delhi,NA,NA,NA,NA,1,NA
3748,1,0.497597128,0.292717695,0.208887056,0.799254477,0.024938365,0.575583994,0.128984943,0.232684419,0.084893018,0.280361652,5,State,All,Owns House,state,99,Delhi,NA,NA,NA,NA,1,NA
3749,0,0.041636325,0.006167858,0,0.182212368,0,0.224887908,0.016808262,0.129254341,0.009086126,0.045122202,5,State,All,Owns House,state,99,Goa,NA,NA,NA,NA,0,NA
3750,1,0.552841604,0.123392329,0.095385931,0.822979331,0,0.751772881,0,0.258399308,0.436329782,0.486249477,5,State,All,Owns House,state,99,Goa,NA,NA,NA,NA,0,NA
3751,0,0.030667551,0.003336276,0.002611666,0.149043739,0,0.068786554,0.016402658,0.078667246,0.023643857,0.008609964,5,State,All,Owns House,state,99,Goa,NA,NA,NA,NA,1,NA
3752,1,0.55505085,0.056947865,0.061678041,0.714210987,0,0.587885082,0.128566444,0.580646455,0.760084212,0.269191653,5,State,All,Owns House,state,99,Goa,NA,NA,NA,NA,1,NA
3753,0,0.065003134,0.012632695,0.004380626,0.228871018,0.009838914,0.200692132,0.028002081,0.132560819,0.191692546,0.111345954,5,State,All,Owns House,state,99,Gujarat,NA,NA,NA,NA,0,NA
3754,1,0.506490946,0.181165993,0.068944789,0.6672858,0.13855511,0.732665837,0.124809101,0.654418528,0.826472402,0.493450969,5,State,All,Owns House,state,99,Gujarat,NA,NA,NA,NA,0,NA
3755,0,0.069016084,0.01350873,0.005431106,0.25155139,0.009271343,0.179521039,0.032471694,0.158672914,0.251867861,0.078444533,5,State,All,Owns House,state,99,Gujarat,NA,NA,NA,NA,1,NA
3756,1,0.48530063,0.180557817,0.070063837,0.631592453,0.148350447,0.74083823,0.155278161,0.718323231,0.872779548,0.541382849,5,State,All,Owns House,state,99,Gujarat,NA,NA,NA,NA,1,NA
3757,0,0.059751585,0.027761089,0.005863057,0.168682858,0.004473391,0.237092659,0.035305366,0.211419627,0.300999522,0.092341147,5,State,All,Owns House,state,99,Haryana,NA,NA,NA,NA,0,NA
3758,1,0.589957118,0.32114765,0.141079187,0.63067317,0.046997614,0.616066873,0.121154062,0.648181558,0.693373978,0.410063654,5,State,All,Owns House,state,99,Haryana,NA,NA,NA,NA,0,NA
3759,0,0.043292467,0.011531464,0.008312549,0.184015006,0.002130943,0.1163017,0.058437325,0.204374745,0.395263046,0.042105053,5,State,All,Owns House,state,99,Haryana,NA,NA,NA,NA,1,NA
3760,1,0.540129483,0.239914209,0.127684146,0.656725883,0.027503746,0.532598853,0.205914542,0.662426949,0.80868423,0.326478153,5,State,All,Owns House,state,99,Haryana,NA,NA,NA,NA,1,NA
3761,0,0.054953255,0.002810723,0.00535793,0.144151568,0.002753956,0.241417423,0.0413251,0.180555567,0.384660304,0.113885373,5,State,All,Owns House,state,99,Himachal Pradesh,NA,NA,NA,NA,0,NA
3762,1,0.574550509,0.076903082,0.03064153,0.594009995,0.06636671,0.803255737,0.139718398,0.711987972,0.849578857,0.502747595,5,State,All,Owns House,state,99,Himachal Pradesh,NA,NA,NA,NA,0,NA
3763,0,0.063342229,0.001592114,0.00342606,0.149101332,0.003074324,0.134220093,0.041874822,0.213905931,0.47846663,0.048025761,5,State,All,Owns House,state,99,Himachal Pradesh,NA,NA,NA,NA,1,NA
3764,1,0.579359949,0.060032099,0.096473187,0.47765559,0.050532743,0.60519743,0.196154028,0.810393035,0.887128413,0.55362618,5,State,All,Owns House,state,99,Himachal Pradesh,NA,NA,NA,NA,1,NA
3765,0,0.030703675,0.015840692,0.002201203,0.118359834,0.010263007,0.232584804,0.116509154,0.254058301,0.302861452,0.079826921,5,State,All,Owns House,state,99,Jammu & Kashmir,NA,NA,NA,NA,0,NA
3766,1,0.498634279,0.215199739,0.015093374,0.587350011,0.049904399,0.756902933,0.450513095,0.849811077,0.83546263,0.391892791,5,State,All,Owns House,state,99,Jammu & Kashmir,NA,NA,NA,NA,0,NA
3767,0,0.023887515,0.010776063,0.004928309,0.11088419,0.00422655,0.2035034,0.069413632,0.19848606,0.258680731,0.056680512,5,State,All,Owns House,state,99,Jammu & Kashmir,NA,NA,NA,NA,1,NA
3768,1,0.50014025,0.217923641,0.054936145,0.531058311,0.030056791,0.77838093,0.339282006,0.816627145,0.808722019,0.381502539,5,State,All,Owns House,state,99,Jammu & Kashmir,NA,NA,NA,NA,1,NA
3769,0,0.067763999,0.014132272,0.006809964,0.207514942,0.024048615,0.327124447,0.115124047,0.452944964,0.523065567,0.092518449,5,State,All,Owns House,state,99,Jharkhand,NA,NA,NA,NA,0,NA
3770,1,0.542842567,0.195781678,0.060064659,0.628049374,0.148997247,0.701539397,0.311852425,0.897707105,0.924534798,0.395104557,5,State,All,Owns House,state,99,Jharkhand,NA,NA,NA,NA,0,NA
3771,0,0.062088165,0.013563936,0.005968553,0.205693901,0.026485581,0.325926363,0.130465984,0.434812069,0.576559603,0.089732945,5,State,All,Owns House,state,99,Jharkhand,NA,NA,NA,NA,1,NA
3772,1,0.535530329,0.179008186,0.062565535,0.637650549,0.141495109,0.724775255,0.311635852,0.875363469,0.94474256,0.415256947,5,State,All,Owns House,state,99,Jharkhand,NA,NA,NA,NA,1,NA
3773,0,0.070951417,0.009123054,0.00375297,0.183464393,0.006836052,0.203006655,0.05966774,0.332028747,0.131688744,0.071446188,5,State,All,Owns House,state,99,Karnataka,NA,NA,NA,NA,0,NA
3774,1,0.595131516,0.131576985,0.066707216,0.569650114,0.087770522,0.768877387,0.145487502,0.738411129,0.689538419,0.489218235,5,State,All,Owns House,state,99,Karnataka,NA,NA,NA,NA,0,NA
3775,0,0.082618892,0.005690177,0.004717892,0.20574148,0.005129791,0.210793644,0.060881283,0.317735046,0.169862464,0.061911754,5,State,All,Owns House,state,99,Karnataka,NA,NA,NA,NA,1,NA
3776,1,0.595641911,0.088296019,0.072465681,0.590310395,0.074022509,0.753799021,0.137985036,0.75178057,0.709704638,0.485497117,5,State,All,Owns House,state,99,Karnataka,NA,NA,NA,NA,1,NA
3777,0,0.054837778,0.001741091,0.001576719,0.110251918,0.006412587,0.016752904,0.059691649,0.208513558,0.24392724,0.061134454,5,State,All,Owns House,state,99,Kerala,NA,NA,NA,NA,0,NA
3778,1,0.708883166,0.017989032,0,0.31442219,0.127436846,0.298182756,0.303989291,0.642547071,0.821112633,0.819877326,5,State,All,Owns House,state,99,Kerala,NA,NA,NA,NA,0,NA
3779,0,0.0482798,0.001185255,0.001246156,0.118904762,0.002627701,0.012436717,0.049728051,0.154190674,0.275245219,0.033264935,5,State,All,Owns House,state,99,Kerala,NA,NA,NA,NA,1,NA
3780,1,0.636890054,0.03898491,0.036208149,0.437080115,0.196775422,0.22396192,0.38396281,0.64371115,0.869442403,0.739005685,5,State,All,Owns House,state,99,Kerala,NA,NA,NA,NA,1,NA
3781,0,0.033128869,0.021217188,0.0073974,0.08298903,0.009807469,0.513730347,0.094437465,0.494876683,0.285937637,0.033110578,5,State,All,Owns House,state,99,Ladakh,NA,NA,NA,NA,0,NA
3782,1,0.533599138,0.198865846,0.05339298,0.523276329,0.021884201,0.858816862,0.414568931,0.900669515,0.514668167,0.114622965,5,State,All,Owns House,state,99,Ladakh,NA,NA,NA,NA,0,NA
3783,0,0.020970814,0.00909341,0.005666719,0.114557639,0.002526139,0.565471947,0.136243269,0.563169837,0.191772714,0.027952675,5,State,All,Owns House,state,99,Ladakh,NA,NA,NA,NA,1,NA
3784,1,0.393520057,0.226204306,0.057485357,0.612914622,0.012394788,0.914612889,0.40582484,0.856552064,0.521300197,0.15156886,5,State,All,Owns House,state,99,Ladakh,NA,NA,NA,NA,1,NA
3785,0,0.043261405,0,0,0.080502212,0.00815773,0.007266208,0.050899517,0.182389662,0.108550832,0.019460768,5,State,All,Owns House,state,99,Lakshadweep,NA,NA,NA,NA,0,NA
3786,1,0,1,0,1,0,0,0,0.5,0,0,5,State,All,Owns House,state,99,Lakshadweep,NA,NA,NA,NA,0,NA
3787,0,0.040510662,0.002664319,0.001951071,0.188180432,0.002624356,0.001247696,0.071202569,0.093252867,0.353644073,0.020773666,5,State,All,Owns House,state,99,Lakshadweep,NA,NA,NA,NA,1,NA
3788,1,0.443030864,0.212272435,0,0.787727535,0,0,0.352837443,0.556969106,1,0.352837443,5,State,All,Owns House,state,99,Lakshadweep,NA,NA,NA,NA,1,NA
3789,0,0.058299687,0.020816958,0.006631843,0.195630252,0.008877258,0.282268167,0.134466901,0.444008738,0.444580317,0.117814668,5,State,All,Owns House,state,99,Madhya Pradesh,NA,NA,NA,NA,0,NA
3790,1,0.529462159,0.18591696,0.060027972,0.549810052,0.056697316,0.695322514,0.389168859,0.882204533,0.898018837,0.504692197,5,State,All,Owns House,state,99,Madhya Pradesh,NA,NA,NA,NA,0,NA
3791,0,0.062347762,0.011799904,0.005980385,0.19272916,0.008218721,0.266815722,0.156968027,0.445718378,0.509826958,0.106933296,5,State,All,Owns House,state,99,Madhya Pradesh,NA,NA,NA,NA,1,NA
3792,1,0.536530077,0.154472426,0.060857635,0.534243226,0.051771633,0.692981422,0.427845985,0.885304153,0.925340533,0.493396878,5,State,All,Owns House,state,99,Madhya Pradesh,NA,NA,NA,NA,1,NA
3793,0,0.054471493,0.012341795,0.004143734,0.21196793,0.01879568,0.364262491,0.049418516,0.141535029,0.085547775,0.120275162,5,State,All,Owns House,state,99,Maharashtra,NA,NA,NA,NA,0,NA
3794,1,0.552928746,0.125981778,0.067748621,0.605555117,0.21525526,0.7789855,0.238813475,0.695695639,0.624012709,0.623173892,5,State,All,Owns House,state,99,Maharashtra,NA,NA,NA,NA,0,NA
3795,0,0.059221551,0.006865621,0.003264344,0.218851149,0.011032511,0.216676518,0.074703395,0.203554347,0.150835901,0.078532234,5,State,All,Owns House,state,99,Maharashtra,NA,NA,NA,NA,1,NA
3796,1,0.560159266,0.094505996,0.05380306,0.550879061,0.143583193,0.690160334,0.321577907,0.753364146,0.741393864,0.585430741,5,State,All,Owns House,state,99,Maharashtra,NA,NA,NA,NA,1,NA
3797,0,0.027618136,0.007852965,0.010736258,0.085365139,0.014784574,0.399021447,0.20625858,0.717915952,0.253743976,0.136938184,5,State,All,Owns House,state,99,Manipur,NA,NA,NA,NA,0,NA
3798,1,0.429457039,0.06639871,0.088071786,0.590972722,0.090304814,0.659246683,0.611760855,0.966851294,0.808001339,0.538541377,5,State,All,Owns House,state,99,Manipur,NA,NA,NA,NA,0,NA
3799,0,0.025447074,0.009441866,0.00617082,0.10383682,0.014048213,0.351509422,0.229712948,0.740258932,0.232618779,0.093334988,5,State,All,Owns House,state,99,Manipur,NA,NA,NA,NA,1,NA
3800,1,0.496497482,0.097954318,0.072326191,0.510816157,0.090990238,0.504105031,0.623057663,0.959831357,0.781148374,0.557691693,5,State,All,Owns House,state,99,Manipur,NA,NA,NA,NA,1,NA
3801,0,0.040934511,0.007922754,0.005493053,0.14436844,0.024821881,0.18609187,0.142980099,0.449518144,0.403313011,0.194571078,5,State,All,Owns House,state,99,Meghalaya,NA,NA,NA,NA,0,NA
3802,1,0.59843564,0.183155686,0.069291607,0.643849432,0.196197033,0.382317215,0.345469207,0.770063758,0.907890081,0.734022975,5,State,All,Owns House,state,99,Meghalaya,NA,NA,NA,NA,0,NA
3803,0,0.041821752,0.012542503,0.006379833,0.180640325,0.034178473,0.114092737,0.205280125,0.44083938,0.609841883,0.233034179,5,State,All,Owns House,state,99,Meghalaya,NA,NA,NA,NA,1,NA
3804,1,0.572832167,0.190618366,0.091151722,0.673266292,0.244707882,0.299601436,0.373628527,0.787838459,0.964565098,0.81335932,5,State,All,Owns House,state,99,Meghalaya,NA,NA,NA,NA,1,NA
3805,0,0.047943853,0.006340246,0.005678005,0.105289467,0.005116339,0.04099663,0.029841967,0.232921094,0.06220109,0.087425426,5,State,All,Owns House,state,99,Mizoram,NA,NA,NA,NA,0,NA
3806,1,0.730459929,0.178290427,0.11779651,0.473958015,0.131234393,0.279856205,0.279820561,0.808268607,0.650544941,0.739770234,5,State,All,Owns House,state,99,Mizoram,NA,NA,NA,NA,0,NA
3807,0,0.068748549,0.008120461,0.004978233,0.098888785,0.011382679,0.032271747,0.036726002,0.323271453,0.161276519,0.106828682,5,State,All,Owns House,state,99,Mizoram,NA,NA,NA,NA,1,NA
3808,1,0.704360068,0.188427389,0.053048421,0.433646858,0.219774961,0.275957495,0.298627496,0.857461751,0.846123219,0.845153689,5,State,All,Owns House,state,99,Mizoram,NA,NA,NA,NA,1,NA
3809,0,0.042642392,0.014377418,0.003140011,0.11943946,0.003619512,0.231888935,0.072029933,0.531164169,0.24968344,0.17018126,5,State,All,Owns House,state,99,Nagaland,NA,NA,NA,NA,0,NA
3810,1,0.580832958,0.118498184,0.050367489,0.512879908,0.042274378,0.459844351,0.244090408,0.955494583,0.778888166,0.612756371,5,State,All,Owns House,state,99,Nagaland,NA,NA,NA,NA,0,NA
3811,0,0.0506601,0.013180506,0.005679958,0.099677801,0.009604028,0.064396009,0.089442201,0.598192394,0.564973533,0.234366268,5,State,All,Owns House,state,99,Nagaland,NA,NA,NA,NA,1,NA
3812,1,0.635186613,0.113214411,0.043478929,0.383466184,0.045633409,0.187015817,0.191648036,0.972021759,0.979453802,0.848487139,5,State,All,Owns House,state,99,Nagaland,NA,NA,NA,NA,1,NA
3813,0,0.062040653,0.009139474,0.003560348,0.157212928,0.016527122,0.329609632,0.083581246,0.291613489,0.490636617,0.076554783,5,State,All,Owns House,state,99,Odisha,NA,NA,NA,NA,0,NA
