sector,State,mpi_edu,mpi_att,mpi_cm,mpi_nutri,mpi_elec,mpi_toilet,mpi_water,mpi_fuel,mpi_asset,level,area,bpl,aadhar,household_has_preg_benefits,household_health_met,household_angan_benefits,dem,food_pds_subs,kerosene_pds_subs,food_pds_free,lpg_subs,elec_free,pmjay_ben,pmjay_ben_avail,real_wage_23,JQdim365,JQdim215,POV_365,POV_215,lf_cws,emp_cws,unpaid_emp,unemp_cws,neet,lfpr_female,unemp_female,m_poor_1_33_2019,m_poor_1_20_2019,m_poor_1_33_2015,m_poor_1_20_2015,poor_300_2011,poor_420_2011,poor_300_2022,poor_420_2022,poor_300_2023,poor_420_2023,fhiscore,rank202223,totalgva,india_gva,state_share_india,welfare_agg21_sp,india_welfare,welfare_pct_india
Rural,Jammu and Kashmir,4.787199944,3.37548703,0.814846717,16.54430032,1.005038712,27.79524326,13.37209791,41.85527563,10.23464575,State,urban/rural,0.618180275,0.995737553,0.18835482,0.222978905,0.239207014,All Households,0.3484056,0,0.605650604,0.436975628,0.009118519,0.792773128,0.072164804,11344.69531,0.974974513,1.134325027,0.421875626,0.28672868,0.614374578,0.574530602,0.11760518,0.064852953,0.216749221,0.492899418,0.079630278,0.079,0.20999999,0.196855709,0.41,0.071541443,0.31998178,0.013379182,0.17097884,0.010684142,0.14141698,,,675785.38,93310664,0.72423166,3609.2998,,102.62741
Urban,Jammu and Kashmir,2.724602632,1.682324335,0.492559467,12.70370036,0.06003704,14.28743303,1.819743775,4.713558406,1.733446121,State,urban/rural,0.412418097,0.994591832,0.125630826,0.17476128,0.15000765,All Households,0.250473976,0,0.347292423,0.470579982,0.016349064,0.820148587,0.046359427,16687.7832,1.484056473,1.648066759,0.226267248,0.115643471,0.529683232,0.468221784,0.053669285,0.116034329,0.221436635,0.302673995,0.288680702,0.016,0.059999999,0.046420984,0.14,0.064607479,0.24123393,0.011964581,0.060683552,0.0010378,0.077322766,,,675785.38,93310664,0.72423166,4332.1431,,123.18085
All,Jammu and Kashmir,4.252594337,2.936635539,0.731312949,15.54885358,0.760103343,24.29414839,10.37783772,32.22849667,8.031215519,State,All,0.560708523,0.995417535,0.171959132,0.209855884,0.215890825,All Households,0.324949801,0,0.54377073,0.445024282,0.010850321,0.799329877,0.065984108,12423.3291,1.049414039,1.209445953,0.393273145,0.261712074,0.597620249,0.553499699,0.106905587,0.073827058,0.217563987,0.455375254,0.107039638,0.063,0.17,0.152374506,0.33000001,0.069937356,0.30176443,0.013065454,0.14651774,0.008642592,0.1278521,,,675785.38,93310664,0.72423166,3745.7351,,106.50684
Rural,Jharkhand,19.09308136,9.876748919,2.933307365,44.54879463,7.101714611,49.22611117,21.39280289,80.99973798,18.17337722,State,urban/rural,0.658262849,0.993715703,0.412290663,0.284961432,0.365065902,All Households,0.247220129,0.046646713,0.631260037,0.098807298,0.523295522,0.02184559,0.006540004,8344.445313,0.713271856,0.868457198,0.522453606,0.38510856,0.568713069,0.561259091,0.2527574,0.013106771,0.277189672,0.377378017,0.000734502,0.373,0.62,0.561365545,0.76999998,0.50691599,0.85501283,0.18990391,0.48395237,0.14338581,0.45345381,51.599998,4,1657278.9,93310664,1.7760873,2584.0637,,73.475685
Urban,Jharkhand,6.564608216,3.747869655,1.371333655,26.47223473,0.970602501,24.03633446,9.443743527,30.07454574,6.612185389,State,urban/rural,0.400827467,0.995393038,0.209376529,0.158852518,0.218258947,All Households,0.140869603,0.006787984,0.316574931,0.239908874,0.224084496,0.007996894,0.003086142,14546.05371,1.453377128,1.582600117,0.27769348,0.174919367,0.430602163,0.398199797,0.081873693,0.075249009,0.281655759,0.178260371,0.066910453,0.086,0.23999999,0.17073524,0.36000001,0.27256194,0.46648943,0.076997213,0.24785662,0.071954332,0.2441906,51.599998,4,1657278.9,93310664,1.7760873,3392.9473,,96.475609
All,Jharkhand,16.16994292,8.446761966,2.568868361,40.3311789,5.671206489,43.34884286,18.60485375,69.11789179,15.4759258,State,All,0.596288681,0.994119465,0.365145624,0.255127639,0.330956787,All Households,0.223767266,0.0378569,0.561864376,0.129923612,0.457312256,0.018791618,0.005778343,9001.705078,0.821880519,0.973255932,0.486535668,0.354263812,0.540643215,0.52811873,0.226570636,0.023165988,0.278074771,0.3382999,0.00757798,0.306,0.52999997,0.46535483,0.67000002,0.45724291,0.7726624,0.16898246,0.44020414,0.12916408,0.41179034,51.599998,4,1657278.9,93310664,1.7760873,2690.9507,,76.514923
Rural,Karnataka,8.99618715,2.896650881,1.486914326,34.04883146,0.965845026,31.60350025,8.834403008,31.60321414,9.316128492,State,urban/rural,0.898406088,0.990780771,0.320862621,0.625177026,0.312591672,All Households,0.094624653,0.019824478,0.804822981,0.120003812,0.922988534,0.27372086,0.004931836,12433.63672,1.049387455,1.20592773,0.363296717,0.241090968,0.57575959,0.563005686,0.205804899,0.022151528,0.24458608,0.402338833,0.012647348,0.118,0.34,0.25156343,0.47999999,0.12411097,0.49990445,0.011244263,0.116444,0.013571742,0.11513752,40.799999,10,5741303,93310664,6.1528907,3687.9111,,104.86266
Urban,Karnataka,4.250061885,1.872494631,0.975003466,23.47487807,0.762382615,16.2456736,4.244762287,5.40342629,4.129796848,State,urban/rural,0.654316723,0.989883184,0.25898999,0.471991211,0.259583265,All Households,0.062987171,0,0.392730147,0.055190828,0.667067289,0.124764808,0.004459765,18512.86523,2.0781703,2.214117527,0.174522802,0.090764612,0.51067394,0.486874551,0.045683905,0.046603858,0.243029267,0.275690585,0.047220897,0.032,0.14,0.062344134,0.19,0.14657892,0.37183318,0.010355606,0.07231342,0.012603205,0.066280946,40.799999,10,5741303,93310664,6.1528907,4663.4043,,132.59998
All,Karnataka,7.159145921,2.50023976,1.288773492,29.95606363,0.887092669,25.65908134,7.057931274,21.46229446,7.308701426,State,All,0.797524929,0.990409791,0.295958906,0.562255144,0.291255802,All Households,0.081173502,0.011395802,0.629615545,0.092447594,0.814179778,0.210389957,0.004731128,13950.64355,1.402538419,1.552009702,0.298496157,0.189488336,0.551109195,0.534171879,0.150530577,0.030733071,0.243951082,0.354856253,0.022717787,0.085,0.25999999,0.172277734,0.36000001,0.13187458,0.45565054,0.010922519,0.10046621,0.013214458,0.097114764,40.799999,10,5741303,93310664,6.1528907,3985.2063,,113.316
Rural,Kerala,3.024294227,0.252875197,0.195382442,17.74909794,0.677732704,1.548038423,6.807506084,33.38807821,3.71302478,State,urban/rural,0.508200169,0.990635574,0.250004321,0.579134226,0.228476122,All Households,0.759692132,0.08177635,0.174156874,0.001747022,0.00320687,0.343265682,0.034451976,14366.95703,1.328903794,1.438145995,0.229978904,0.134191349,0.523710191,0.470901161,0.048670925,0.100836374,0.326643258,0.354480565,0.147422746,0.013,0.11,0.014343083,0.13,0.059413344,0.25582358,0.013362321,0.092849582,0.003704225,0.038535424,25.4,15,3264067.8,93310664,3.498065,4379.9087,,124.53902
Urban,Kerala,1.897353679,0.247456715,0.21288672,15.19066095,0.105399278,1.028609928,3.85613367,22.41734713,2.349067852,State,urban/rural,0.407447875,0.987727821,0.213398501,0.552861214,0.209797964,All Households,0.69858861,0.075124011,0.130381763,0.000915237,0.003025033,0.250417918,0.028033318,16106.4668,1.548016191,1.703072548,0.228839949,0.122384101,0.492606878,0.44460538,0.033183947,0.097443797,0.232500538,0.314008415,0.143936276,0.004,0.07,0.006668034,0.090000004,0.068517648,0.24701275,0.01518869,0.097088233,0.004443758,0.031847369,25.4,15,3264067.8,93310664,3.498065,4715.4678,,134.08037
All,Kerala,2.489135414,0.250302069,0.203694846,16.53415412,0.405944418,1.301373448,5.405965447,28.1783253,3.065312095,State,All,0.46051532,0.989259362,0.232613415,0.566689074,0.219602406,All Households,0.729025006,0.078437618,0.152186647,0.001329559,0.003115608,0.296666473,0.031230526,15550.59473,1.425008297,1.554344893,0.229479358,0.1290126,0.508893549,0.458374679,0.04151503,0.099271975,0.281625837,0.335065246,0.145855322,0.009,0.090000004,0.010744187,0.11,0.061822735,0.25349188,0.014204438,0.094803974,0.004068956,0.035236936,25.4,15,3264067.8,93310664,3.498065,4534.4487,,128.93324
Rural,Ladakh,4.101693258,3.038706258,0.794393569,15.0974378,0.409039203,65.03844857,17.71396846,29.70548272,3.817862645,State,urban/rural,0.644899487,0.993881404,0.237922609,0.246585757,0.250852823,All Households,0.72697562,0.058875568,0.303312927,0.791170895,0.003398483,0.810018778,0.070415474,,,,,,,,,,,,,0.076,0.22,NA,,0,0.18426034,0.098837726,0.29142737,0,0.10992622,,,0,93310664,0,3672.3826,,104.42111
Urban,Ladakh,4.174116999,1.996250451,1.369251497,13.21596652,0.885006599,25.63971579,5.750546604,1.661770791,1.110822055,State,urban/rural,0.524528384,0.98178798,0.23476027,0.283043563,0.273561597,All Households,0.672909856,0.004588937,0.172650024,0.69807303,0.009452101,0.852320015,0.094897941,,,,,,,,,,,,,0.017,0.12,NA,,0.019202871,0.10576724,0.03986875,0.12637158,0.002978301,0.11340304,,,0,93310664,0,4491.1709,,127.70267
All,Ladakh,4.115407541,2.841305174,0.903249532,14.74115849,0.499169109,57.57784247,15.44855535,24.39508289,3.305253386,State,All,0.621846259,0.991565287,0.237332523,0.253428161,0.255090237,All Households,0.717091084,0.04895066,0.279424608,0.774150312,0.004505231,0.817752481,0.074891463,,,,,,,,,,,,,0.065,0.2,NA,,0.002866527,0.1725432,0.091207966,0.27007148,0.000465939,0.11047015,,,0,93310664,0,3792.3477,,107.83222
Rural,Lakshadweep,1.157868002,0,1.483408082,32.23680258,0,0,13.67131621,65.71909189,5.230275542,State,urban/rural,0.403519869,1,0.384087861,0.354081988,0.154159158,All Households,0.647198796,0.133646252,0.251606852,0,0.004034116,0.210155234,0.008091436,19916.52344,1.985047698,2.043581724,0.220313087,0.161778986,0.563262224,0.480066299,0.010486669,0.147703722,0.380329669,0.186664611,0.53611207,0.012,0.28999999,0.019344667,0.28,0,0.038484354,0,0.02770669,0.009602008,0.082967781,,,0,93310664,0,4242.9927,,120.64594
Urban,Lakshadweep,2.031031065,1.06705809,0,22.52783626,0.280654849,0.258812262,5.500007421,26.89931393,0.726426952,State,urban/rural,0.360866219,0.991919816,0.349784911,0.38283056,0.267894328,All Households,0.617708921,0,0.219749629,0.001696317,0.014525187,0.297588646,0.023464832,17984.21094,1.82718575,1.900794506,0.187123939,0.113515206,0.445991516,0.35610047,0.016200854,0.20155327,0.463149905,0.153031424,0.357038826,0.008,0.11,0.018119903,0.23,0,0.11988784,0,0.029308192,0.007392305,0.042734608,,,0,93310664,0,4614.0625,,131.19699
All,Lakshadweep,1.841858216,0.835877471,0.321383798,24.63130653,0.219850335,0.202739984,7.270339876,35.30970812,1.702196151,State,All,0.369686723,0.993590772,0.357742995,0.376546532,0.241508469,All Households,0.624906361,0.032618316,0.227524847,0.001282307,0.011964688,0.27624926,0.019712731,18773.75586,1.866295338,1.936169386,0.1953464,0.125472337,0.479834616,0.391875714,0.014180684,0.183310881,0.438872188,0.161872566,0.411321342,0.009,0.15000001,0.01838119,0.23999999,0,0.076047525,0,0.028920125,0.00799828,0.05376792,,,0,93310664,0,4497.7461,,127.88963
Rural,Madhya Pradesh,14.42513317,7.59947747,2.522900142,37.08815873,1.916547492,41.1003679,26.98260844,76.19312406,19.56893355,State,urban/rural,0.60667628,0.993142366,0.374136984,0.351269871,0.353506655,All Households,0.526935756,0.000138287,0.69010365,0.213037759,0.446166933,0.549317718,0.01662435,8385.904297,0.638526261,0.852951527,0.557565928,0.386835903,0.648639143,0.634649575,0.314786345,0.021567548,0.274732232,0.443824202,0.02479808,0.296,0.55000001,0.519410074,0.74000001,0.48177725,0.77945173,0.058144812,0.27106941,0.027124435,0.22630452,42.200001,9,4362210.5,93310664,4.6749325,3117.144,,88.633377
Urban,Madhya Pradesh,5.586902797,4.282737151,1.729864627,27.56816447,0.592371915,19.39739883,6.570769101,16.73149318,5.863102153,State,urban/rural,0.418589652,0.993081272,0.311103195,0.303259879,0.295631111,All Households,0.239734411,0,0.354051948,0.264409959,0.214621037,0.279747814,0.016027808,11386.66992,1.306053877,1.580328345,0.378058314,0.188640043,0.508999884,0.48301506,0.116961695,0.051050827,0.285603493,0.246896639,0.044524159,0.076,0.2,0.142917544,0.31,0.28810689,0.53714257,0.031722229,0.2176183,0.020813201,0.12301733,42.200001,9,4362210.5,93310664,4.6749325,3763.116,,107.00105
All,Madhya Pradesh,12.15338409,6.746953726,2.319061011,34.6411705,1.576185971,35.52190959,21.73601836,60.909307,16.04603231,State,All,0.555571079,0.993125796,0.357452005,0.338254362,0.338187069,All Households,0.445173383,9.89183E-05,0.594434261,0.227662727,0.380248934,0.47257477,0.016454522,9040.757813,0.778704226,1.005697489,0.519870102,0.345215619,0.61177808,0.594622076,0.272367388,0.028042844,0.277495354,0.390901774,0.02814636,0.24,0.46000001,0.410310537,0.62,0.43251315,0.71781534,0.051512998,0.25765368,0.025459701,0.19906016,42.200001,9,4362210.5,93310664,4.6749325,3248.5481,,92.369743
Rural,Maharashtra,7.949101925,2.554779686,1.238154341,36.51149869,3.278157488,30.63382506,15.90530425,33.14446509,13.72487098,State,urban/rural,0.471252531,0.993583739,0.268439442,0.29127115,0.283241004,All Households,0.195800558,0.000177072,0.629746437,0.287238628,0.008553089,0.183938101,0.006960053,9486.90625,0.773937047,0.9502244,0.478932381,0.339801729,0.608268976,0.585096836,0.210732073,0.038095225,0.236161709,0.441891104,0.032487638,0.134,0.34999999,0.272994369,0.51999998,0.2277315,0.63172752,0.084559999,0.32386929,0.035063937,0.22753136,50.299999,6,10582448,93310664,11.341092,3139.908,,89.280647
Urban,Maharashtra,3.272286803,2.077288553,0.943500735,26.98190808,1.008020714,25.41642785,1.313090045,3.233408928,5.306760222,State,urban/rural,0.215830892,0.992288351,0.102757417,0.13346304,0.135409519,All Households,0.066576183,8.99E-06,0.233804584,0.170397535,0.013001771,0.049333602,0.003341544,16500.51758,1.786944866,1.893371463,0.170072168,0.096875414,0.530991673,0.494394124,0.050061513,0.068923064,0.246239498,0.28497687,0.075139187,0.033,0.14,0.055288821,0.20999999,0.11150856,0.34131715,0.041690324,0.18416172,0.027129333,0.13003898,50.299999,6,10582448,93310664,11.341092,3945.396,,112.18402
All,Maharashtra,5.909208953,2.346511744,1.109634805,32.35496283,2.287988551,28.35814357,9.540596604,20.0981155,10.05313173,State,All,0.350047231,0.992969036,0.193928286,0.218120635,0.216757655,All Households,0.136402011,9.98129E-05,0.447750062,0.233532116,0.010597944,0.122066557,0.00529679,12578.85645,1.151585698,1.3018291,0.363789499,0.249238953,0.575214446,0.546299696,0.148536742,0.050267737,0.240619823,0.375833869,0.046102285,0.09,0.25999999,0.172534615,0.38,0.17519274,0.50044709,0.066457152,0.2648741,0.031630535,0.1853452,50.299999,6,10582448,93310664,11.341092,3412.8032,,97.040192
Rural,Manipur,6.122110784,2.741150185,1.950442232,19.55923736,2.550497651,32.6405704,34.33010578,37.95093,15.46176523,State,urban/rural,0.47183612,0.985730112,0.200224757,0.105901547,0.256355196,All Households,0.392300099,0,0.36078769,0.309178442,0.034483872,0.188862026,0.031583019,13632.54199,1.323462844,1.478889108,0.237799406,0.128076747,0.593177915,0.564634204,0.110057056,0.048119999,0.183202505,0.477174699,0.047846511,0.129,0.33000001,0.257400602,0.51999998,0.51914096,0.80785209,0.088997297,0.35581729,0.0508327,0.27618897,,,121851,93310664,0.13058636,2971.6077,,84.495171
Urban,Manipur,2.062277682,1.650947332,1.192486845,15.05389363,0.943857525,39.60961998,14.30035979,13.66547048,7.961690426,State,urban/rural,0.388102442,0.990041196,0.166925564,0.074272476,0.214059725,All Households,0.421472341,0,0.310943484,0.269681811,0.009088599,0.205400631,0.021939503,14382.69922,1.539057016,1.705282688,0.217603907,0.110802166,0.564751446,0.524533987,0.070805699,0.071212657,0.199025527,0.449388683,0.087755702,0.044,0.18000001,0.13563925,0.33000001,0.57498258,0.83521152,0.051570971,0.27513885,0.013818737,0.11161821,,,121851,93310664,0.13058636,3632.0813,,103.27518
All,Manipur,4.585440457,2.328502201,1.663551666,17.85393804,1.942375116,35.2783978,26.74873173,28.75874341,12.62294352,State,All,0.44009617,0.987364233,0.187797368,0.09383788,0.240570351,All Households,0.400145203,0,0.34738338,0.298556834,0.027654475,0.19330965,0.028989647,13764.89648,1.38381505,1.542264462,0.232145995,0.123240992,0.584790409,0.552802205,0.099067777,0.05470024,0.187764511,0.468896121,0.059242412,0.097,0.27000001,0.210216776,0.44999999,0.53424388,0.81525171,0.07891307,0.33407912,0.041788079,0.23597495,,,121851,93310664,0.13058636,3122.2805,,88.779427
Rural,Meghalaya,19.68111992,8.548030257,3.407267481,37.41672635,9.451977909,16.70733243,26.7067641,78.37452888,42.34455228,State,urban/rural,0.649825096,0.435515434,0.382556766,0.301789641,0.416222155,All Households,0.463067502,0,0.247927442,0.007044049,0.003590301,0.261773646,0.027826397,10842.17773,1.133715391,1.244357824,0.371481806,0.286620229,0.797764361,0.756694973,0.08957985,0.051480643,0.137791321,0.749868512,0.067580089,0.315,0.54000002,0.384338886,0.63999999,0.19416004,0.67637199,0.1111612,0.36745629,0.067293748,0.25111413,,,165283.95,93310664,0.17713298,3045.0615,,86.583763
Urban,Meghalaya,4.203071818,2.398160286,1.147869509,24.30988401,2.95551084,18.61546189,7.683315128,22.49622643,15.31577408,State,urban/rural,0.403272778,0.635281026,0.117626116,0.135547221,0.160047948,All Households,0.220469207,0,0.0711606,0.000245576,0.006385789,0.19438836,0.023393666,16297.04492,2.164814472,2.360668421,0.19498381,0.079154804,0.578335702,0.496830463,0.037806291,0.140930682,0.179577023,0.476793766,0.207079917,0.082,0.2,0.097369887,0.23999999,0.12145329,0.30998895,0.030449798,0.10350691,0.003225337,0.040957056,,,165283.95,93310664,0.17713298,4641.9746,,131.99066
All,Meghalaya,16.72268361,7.372559607,2.975411899,34.91151631,8.210258931,17.07204729,23.07066917,67.6940918,37.17833757,State,All,0.596241653,0.478930652,0.331974477,0.267429739,0.367311716,All Households,0.423167288,0,0.218854547,0.005925902,0.004050076,0.250690758,0.027097344,11231.12305,1.269201875,1.39104116,0.348289967,0.25935927,0.760546148,0.712618232,0.083457448,0.063017771,0.144976333,0.701922655,0.084217466,0.27,0.47,0.327649862,0.56,0.17989556,0.60449058,0.099469535,0.32922122,0.058432344,0.22204696,,,165283.95,93310664,0.17713298,3154.8384,,89.705185
Rural,Mizoram,12.30338588,3.931168467,1.203467138,19.89585906,3.576026484,6.750414521,8.013633639,34.82204378,22.98332751,State,urban/rural,0.407192469,0.968287408,0.388379484,0.111274265,0.372321576,All Households,0.982985497,0.033764882,0.000669619,0.85161835,0.008138048,0.003096322,0.006818662,16865.61133,1.402199268,1.5023489,0.299307555,0.238054499,0.557470083,0.549700677,0.21743232,0.013936922,0.100326136,0.427512169,0.011616596,0.115,0.25999999,0.202603474,0.40000001,0.16094291,0.51812297,0.025709497,0.16252035,0.006943846,0.083179086,,,133113.56,93310664,0.14265633,3810.2019,,108.33989
Urban,Mizoram,1.969894581,1.246338803,0.689466158,12.31146529,0.46771043,2.871179394,2.054248191,1.949614845,3.391110152,State,urban/rural,0.143347487,0.968464136,0.284525752,0.080805518,0.265662581,All Households,0.969075382,0.012781471,0.000378216,0.858855367,0.011224031,0.004513769,0.00430685,22219.75977,1.944171071,2.007389784,0.157774344,0.121075571,0.525992215,0.507036328,0.100993007,0.036038321,0.098766878,0.408180803,0.042966682,0.008,0.050000001,0.014777667,0.079999998,0.088561244,0.26894367,0.008681683,0.051781438,0,0.010094862,,,133113.56,93310664,0.14265633,4844.1455,,137.73921
All,Mizoram,6.766407192,2.49256026,0.928050745,15.83192497,1.910502277,4.671809822,4.820425063,17.20806062,12.48525977,State,All,0.262047887,0.968384624,0.333677709,0.094449051,0.316142201,All Households,0.976356089,0.023764445,0.00053074,0.855067432,0.00960879,0.00377186,0.005621564,20342.49219,1.639719009,1.723683596,0.237280473,0.186788365,0.54306376,0.530174673,0.16646786,0.023733988,0.099606954,0.418367893,0.026084982,0.058,0.15000001,0.097377308,0.22,0.12673037,0.40034372,0.018204197,0.11371028,0.003761613,0.04968597,,,133113.56,93310664,0.14265633,4339.3813,,123.38667
Rural,Nagaland,13.23977113,5.18444255,1.866387576,21.59676701,1.976823807,9.556411207,12.16057613,74.71591234,38.79552484,State,urban/rural,0.786160767,0.970168829,0.130693078,0.120165087,0.291472852,All Households,0.613864064,0,0.354357511,0.216776684,0.003611623,0.599122405,0.010723762,12251.77832,1.163123727,1.306433916,0.408675283,0.310844272,0.753657281,0.706967413,0.176687747,0.061951023,0.279316574,0.658738673,0.061824817,0.222,0.38999999,0.305946261,0.5,0.12204204,0.50774038,0.068904884,0.30312824,0.036270715,0.17357977,,,102806.01,93310664,0.11017606,3376.9968,,96.022072
Urban,Nagaland,4.791303724,3.010908514,0.489116507,18.52908581,0.366269285,17.82462001,6.908296794,18.40990931,10.13154984,State,urban/rural,0.462333292,0.982881665,0.053964976,0.054810669,0.135963842,All Households,0.420125991,0,0.291625679,0.318389237,0.002671389,0.596025407,0.017859425,17984.21094,1.947655916,2.039114952,0.192751095,0.131421179,0.62934345,0.555123389,0.041229013,0.117932536,0.240542546,0.504466176,0.124731436,0.064,0.18000001,0.105325297,0.23999999,0.24301119,0.44044954,0.008911032,0.069875583,0,0.031741906,,,102806.01,93310664,0.11017606,4767.9146,,135.57166
All,Nagaland,10.50591245,4.481103644,1.420713402,20.6040889,1.455660909,12.23193929,10.46097949,56.49573207,29.52008545,State,All,0.681645453,0.974271894,0.106036387,0.098283745,0.241499797,All Households,0.555180252,0,0.335355848,0.24755542,0.003326823,0.598184288,0.012885176,13165.7793,1.344294667,1.475630999,0.358812183,0.269410342,0.717847824,0.663227737,0.144028068,0.076088704,0.266195804,0.615405738,0.076309092,0.171,0.33000001,0.237006173,0.41,0.16577545,0.48341304,0.053219873,0.24214581,0.026506636,0.135397,,,102806.01,93310664,0.11017606,3670.9395,,104.38008
Rural,Odisha,14.92652148,4.302702472,1.709195971,32.89984763,3.462567553,42.15646386,15.20677209,74.4361043,13.75165731,State,urban/rural,0.533114851,0.994054377,0.42464301,0.576672077,0.400975883,All Households,0.321206957,0.01859426,0.488287807,0.291432679,0.013139511,0.701746464,0.025031038,7861.785156,0.678718686,0.896030724,0.537660122,0.357855946,0.597264528,0.569348097,0.232818738,0.046740457,0.341390759,0.403315216,0.035496645,0.236,0.44999999,0.400829613,0.60000002,0.47062758,0.79349804,0.10004643,0.40905017,0.059770316,0.31704846,67.800003,1,3078629.8,93310664,3.2993333,2881.6245,,81.936569
Urban,Odisha,5.966648832,2.07611192,0.927051809,20.24855912,0.975074153,28.25240791,5.217441171,23.31484854,5.001505837,State,urban/rural,0.294786185,0.994959295,0.322481364,0.429881752,0.287174523,All Households,0.170094892,0.001559749,0.226098061,0.493320256,0.011556714,0.371964276,0.011368665,14312.50195,1.517961025,1.700611234,0.303609997,0.171359286,0.516592681,0.474537104,0.073760681,0.081409536,0.313881248,0.287000716,0.106618136,0.07,0.18000001,0.141062751,0.28,0.25254306,0.54557347,0.061960287,0.24486996,0.025133053,0.14163277,67.800003,1,3078629.8,93310664,3.2993333,3834.8364,,109.04035
All,Odisha,13.43965083,3.93320471,1.579400897,30.8003962,3.049773909,39.84912038,13.54906559,65.95264673,12.29958981,State,All,0.492669225,0.994207919,0.407057315,0.551621556,0.381386548,All Households,0.292426825,0.015349944,0.438352346,0.329883248,0.012838059,0.638937652,0.022428963,8432.805664,0.788215935,1.00100553,0.507123291,0.333523452,0.584758103,0.554649711,0.211721838,0.051488627,0.336964756,0.386101067,0.043320745,0.208,0.40000001,0.358599275,0.55000001,0.43832412,0.7567746,0.094529837,0.38526943,0.054121405,0.28844032,67.800003,1,3078629.8,93310664,3.2993333,2991.6536,,85.065163
Rural,Puducherry,4.802833125,0,0.307841203,15.75880796,0.31958858,25.93191862,1.437494624,9.843470156,2.968312614,State,urban/rural,0.212563783,0.997439206,0.234892845,0.147990406,0.165718034,All Households,0,0,0,0.794627249,0.04885371,0.040122595,0.003530736,12054.7373,1.558763146,1.77908504,0.308512211,0.13963145,0.539301336,0.519154966,0.010208385,0.037356403,0.204870492,0.363824725,0.054640856,0.016,0.1,0.071615078,0.20999999,0.039797056,0.21479081,0.006665924,0.027548967,0.001493831,0.008150813,,,194240.22,93310664,0.20816508,5088.668,,144.692
Urban,Puducherry,2.776413783,2.416914888,0.199422822,13.01041096,0.047088493,10.41235328,2.534307539,2.416380495,1.703042164,State,urban/rural,0.189564154,0.995513201,0.247512043,0.218837306,0.217402875,All Households,0,0,0,0.647632837,0.020205198,0.122119889,0.001831041,19571.05469,2.10665679,2.176830769,0.120616563,0.072923481,0.480637282,0.442719698,0.024376081,0.078890264,0.252861977,0.282335818,0.072816662,0.014,0.07,0.017497536,0.11,0.021363726,0.11460589,0.006823648,0.052673671,0.01760548,0.021668283,,,194240.22,93310664,0.20816508,5366.3403,,152.58739
All,Puducherry,3.406484798,1.665427908,0.233133161,13.86496574,0.131816452,15.23782313,2.193277515,4.725671932,2.096450515,State,All,0.196598649,0.996102273,0.243718117,0.196961284,0.201863974,All Households,0,0,0,0.692653894,0.028979588,0.097005978,0.002351619,15670.80469,1.870048523,2.005064011,0.201759428,0.101731367,0.502951443,0.471793503,0.01844611,0.061950162,0.235068798,0.312290519,0.065032832,0.014,0.079999998,0.034301702,0.14,0.028127043,0.15136443,0.006771085,0.044300713,0.012295536,0.017213307,,,194240.22,93310664,0.20816508,5249.2231,,149.25725
Rural,Punjab,6.716553867,2.408033982,1.532789599,21.60768658,0.386616774,14.11613673,2.293472365,35.77228785,1.665667817,State,urban/rural,0.244288445,0.992658138,0.24906455,0.176651075,0.245212048,All Households,0.279700249,0,0.319709897,0.512463808,0.884206355,0.226928577,0.009540319,11002.52148,1.054251075,1.192774653,0.294666052,0.190431401,0.560910702,0.517763197,0.105222784,0.076924071,0.329786718,0.32634443,0.087203696,0.049,0.2,0.073918127,0.25,0.085512027,0.34761521,0.005222674,0.075270243,0.001566654,0.023796283,10.7,18,2848066.5,93310664,3.0522411,4410.3013,,125.40322
Urban,Punjab,6.835589558,3.373475745,0.995775033,19.49741393,0.251516583,13.02171648,1.071153488,7.136058062,1.491037849,State,urban/rural,0.173362613,0.990631521,0.13785775,0.121743709,0.137876704,All Households,0.134686217,0,0.124014229,0.419873744,0.751487732,0.096515469,0.010851007,13621.53125,1.351911902,1.489216685,0.236292496,0.139807463,0.522943974,0.486919075,0.064122394,0.068888672,0.29521817,0.237712264,0.100919455,0.044,0.11,0.040801845,0.11,0.10330635,0.32799238,0.010864692,0.077757545,0.000766456,0.016422575,10.7,18,2848066.5,93310664,3.0522411,5031.9092,,143.07811
All,Punjab,6.759826839,2.759003639,1.337567344,20.84053308,0.337503455,13.7182802,1.849119551,25.36208332,1.602184214,State,All,0.216409788,0.991861522,0.208334208,0.156296462,0.205899656,All Households,0.218937457,0,0.237710819,0.473667353,0.828595519,0.172283769,0.010089515,12433.63672,1.160969496,1.299056053,0.273737758,0.172281533,0.546482503,0.506041706,0.09019392,0.074001968,0.315627694,0.293397814,0.091334499,0.047,0.17,0.060910173,0.19,0.092050642,0.34040469,0.00722854,0.076154537,0.00125845,0.020956228,10.7,18,2848066.5,93310664,3.0522411,4628.7783,,131.61543
