sector,State,mpi_edu,mpi_att,mpi_cm,mpi_nutri,mpi_elec,mpi_toilet,mpi_water,mpi_fuel,mpi_asset,bpl,aadhar,household_has_preg_benefits,household_health_met,household_angan_benefits,food_pds_subs,kerosene_pds_subs,food_pds_free,lpg_subs,elec_free,pmjay_ben,pmjay_ben_avail,real_wage_23,JQdim365,JQdim215,POV_365,POV_215,lf_cws,emp_cws,unpaid_emp,unemp_cws,neet,lfpr_female,unemp_female,m_poor_1_33_2019,m_poor_1_20_2019,m_poor_1_33_2015,m_poor_1_20_2015,poor_300_2011,poor_420_2011,poor_300_2022,poor_420_2022,fhiscore,rank202223,totalgva,state_share_india,welfare_agg21_sp,welfare_pct_india
Urban,Karnataka,4.250061885,1.872494631,0.975003466,23.47487807,0.762382615,16.2456736,4.244762287,5.40342629,4.129796848,0.654316723,0.989883184,0.25898999,0.471991211,0.259583265,0.034605954,0.000734576,0.489866108,0.002429909,0.018267261,0.134155229,0.005703226,18512.86523,2.0781703,2.214117527,0.174522802,0.090764612,0.51067394,0.486874551,0.045683905,0.046603858,0.243029267,0.275690585,0.047220897,0.029999999,0.14,0.059999999,0.19,0.15000001,0.37,0.01,0.07,40.799999,10,5741303,6.1528907,3939.7048,140.69257
All,Karnataka,7.159145921,2.50023976,1.288773492,29.95606363,0.887092669,25.65908134,7.057931274,21.46229446,7.308701426,0.797524929,0.990409791,0.295958906,0.562255144,0.291255802,0.033137418,0.006776617,0.742000163,0.011996453,0.06654045,0.236549005,0.0107475,13950.64355,1.402538419,1.552009702,0.298496157,0.189488336,0.551109195,0.534171879,0.150530577,0.030733071,0.243951082,0.354856253,0.022717787,0.079999998,0.25999999,0.17,0.36000001,0.13,0.46000001,0.01,0.1,40.799999,10,5741303,6.1528907,3262.5281,116.50961
Rural,Kerala,3.024294227,0.252875197,0.195382442,17.74909794,0.677732704,1.548038423,6.807506084,33.38807821,3.71302478,0.508200169,0.990635574,0.250004321,0.579134226,0.228476122,0.861632049,0.296832111,0.214750439,0.001106232,0.005916788,0.365415603,0.046269391,14366.95703,1.328903794,1.438145995,0.229978904,0.134191349,0.523710191,0.470901161,0.048670925,0.100836374,0.326643258,0.354480565,0.147422746,0.01,0.11,0.01,0.13,0.059999999,0.25999999,0.01,0.090000004,25.4,15,3264067.8,3.498065,3637.9006,129.9147
Urban,Kerala,1.897353679,0.247456715,0.21288672,15.19066095,0.105399278,1.028609928,3.85613367,22.41734713,2.349067852,0.407447875,0.987727821,0.213398501,0.552861214,0.209797964,0.744188786,0.237154324,0.157173768,6.39124E-05,0.006838519,0.21666038,0.027454877,16106.4668,1.548016191,1.703072548,0.228839949,0.122384101,0.492606878,0.44460538,0.033183947,0.097443797,0.232500538,0.314008415,0.143936276,0,0.07,0.01,0.090000004,0.07,0.25,0.02,0.1,25.4,15,3264067.8,3.498065,3934.5503,140.50848
All,Kerala,2.489135414,0.250302069,0.203694846,16.53415412,0.405944418,1.301373448,5.405965447,28.1783253,3.065312095,0.46051532,0.989259362,0.232613415,0.566689074,0.219602406,0.807480335,0.26931538,0.188202515,0.00062563,0.006341788,0.296826303,0.037594236,15550.59473,1.425008297,1.554344893,0.229479358,0.1290126,0.508893549,0.458374679,0.04151503,0.099271975,0.281625837,0.335065246,0.145855322,0.01,0.090000004,0.01,0.11,0.059999999,0.25,0.01,0.090000004,25.4,15,3264067.8,3.498065,3746.1804,133.78152
Rural,Ladakh,4.101693258,3.038706258,0.794393569,15.0974378,0.409039203,65.03844857,17.71396846,29.70548272,3.817862645,0.644899487,0.993881404,0.237922609,0.246585757,0.250852823,0.872376025,0.385892001,0.313173801,0.766030073,0.014092084,0.646400213,0.050263967,,,,,,,,,,,,,0.079999998,0.22,,,0,0.18000001,0.1,0.28999999,,,0,0,3164.1011,112.99463
Urban,Ladakh,4.174116999,1.996250451,1.369251497,13.21596652,0.885006599,25.63971579,5.750546604,1.661770791,1.110822055,0.524528384,0.98178798,0.23476027,0.283043563,0.273561597,0.76757133,0.142972368,0.102687471,0.702356339,0.00307486,0.715043426,0.020560009,,,,,,,,,,,,,0.02,0.12,,,0.02,0.11,0.039999999,0.13,,,0,0,3841.4055,137.18216
All,Ladakh,4.115407541,2.841305174,0.903249532,14.74115849,0.499169109,57.57784247,15.44855535,24.39508289,3.305253386,0.621846259,0.991565287,0.237332523,0.253428161,0.255090237,0.858815789,0.3544616,0.285939813,0.757791579,0.01266661,0.655281723,0.04642069,,,,,,,,,,,,,0.07,0.2,,,0,0.17,0.090000004,0.27000001,,,0,0,3201.8066,114.34115
Rural,Lakshadweep,1.157868002,0,1.483408082,32.23680258,0,0,13.67131621,65.71909189,5.230275542,0.403519869,1,0.384087861,0.354081988,0.154159158,0.819982469,0.167260303,0.201870516,0,0,0.017386338,0,19916.52344,1.985047698,2.043581724,0.220313087,0.161778986,0.563262224,0.480066299,0.010486669,0.147703722,0.380329669,0.186664611,0.53611207,0.01,0.28999999,0.02,0.28,0,0.039999999,0,0.029999999,,,0,0,4193.3755,149.75153
Urban,Lakshadweep,2.031031065,1.06705809,0,22.52783626,0.280654849,0.258812262,5.500007421,26.89931393,0.726426952,0.360866219,0.991919816,0.349784911,0.38283056,0.267894328,0.890899003,0,0.110348456,0,0.001260048,0.087538265,0.003956399,17984.21094,1.82718575,1.900794506,0.187123939,0.113515206,0.445991516,0.35610047,0.016200854,0.20155327,0.463149905,0.153031424,0.357038826,0.01,0.11,0.02,0.23,0,0.12,0,0.029999999,,,0,0,3901.686,139.33485
All,Lakshadweep,1.841858216,0.835877471,0.321383798,24.63130653,0.219850335,0.202739984,7.270339876,35.30970812,1.702196151,0.369686723,0.993590772,0.357742995,0.376546532,0.241508469,0.873714924,0.040529572,0.132525563,0,0.00095472,0.070539445,0.002997707,18773.75586,1.866295338,1.936169386,0.1953464,0.125472337,0.479834616,0.391875714,0.014180684,0.183310881,0.438872188,0.161872566,0.411321342,0.01,0.15000001,0.02,0.23999999,0,0.079999998,0,0.029999999,,,0,0,4091.7512,146.12238
Rural,Madhya Pradesh,14.42513317,7.59947747,2.522900142,37.08815873,1.916547492,41.1003679,26.98260844,76.19312406,19.56893355,0.60667628,0.993142366,0.374136984,0.351269871,0.353506655,0.615712762,0.014253873,0.344719559,0.124289624,0.237704128,0.46572566,0.017183926,8385.904297,0.638526261,0.852951527,0.557565928,0.386835903,0.648639143,0.634649575,0.314786345,0.021567548,0.274732232,0.443824202,0.02479808,0.30000001,0.55000001,0.51999998,0.74000001,0.47999999,0.77999997,0.059999999,0.27000001,42.200001,9,4362210.5,4.6749325,2450.8816,87.524536
Urban,Madhya Pradesh,5.586902797,4.282737151,1.729864627,27.56816447,0.592371915,19.39739883,6.570769101,16.73149318,5.863102153,0.418589652,0.993081272,0.311103195,0.303259879,0.295631111,0.363708794,0.007514771,0.132502347,0.244983301,0.166577429,0.272731513,0.017081935,11386.66992,1.306053877,1.580328345,0.378058314,0.188640043,0.508999884,0.48301506,0.116961695,0.051050827,0.285603493,0.246896639,0.044524159,0.079999998,0.2,0.14,0.31,0.28999999,0.54000002,0.029999999,0.22,42.200001,9,4362210.5,4.6749325,2933.5674,104.76194
All,Madhya Pradesh,12.15338409,6.746953726,2.319061011,34.6411705,1.576185971,35.52190959,21.73601836,60.909307,16.04603231,0.555571079,0.993125796,0.357452005,0.338254362,0.338187069,0.552462161,0.012562423,0.29145506,0.15458259,0.219852015,0.417285979,0.017158328,9040.757813,0.778704226,1.005697489,0.519870102,0.345215619,0.61177808,0.594622076,0.272367388,0.028042844,0.277495354,0.390901774,0.02814636,0.23999999,0.46000001,0.41,0.62,0.43000001,0.72000003,0.050000001,0.25999999,42.200001,9,4362210.5,4.6749325,2552.8413,91.165665
Rural,Maharashtra,7.949101925,2.554779686,1.238154341,36.51149869,3.278157488,30.63382506,15.90530425,33.14446509,13.72487098,0.471252531,0.993583739,0.268439442,0.29127115,0.283241004,0.525824368,0.000561134,0.401167631,0.29060024,0.015956666,0.08255209,0.01097018,9486.90625,0.773937047,0.9502244,0.478932381,0.339801729,0.608268976,0.585096836,0.210732073,0.038095225,0.236161709,0.441891104,0.032487638,0.13,0.34999999,0.27000001,0.51999998,0.23,0.63,0.079999998,0.31999999,50.299999,6,10582448,11.341092,2560.407,91.435844
Urban,Maharashtra,3.272286803,2.077288553,0.943500735,26.98190808,1.008020714,25.41642785,1.313090045,3.233408928,5.306760222,0.215830892,0.992288351,0.102757417,0.13346304,0.135409519,0.272798777,0,0.146811053,0.180965364,0.014504244,0.022492876,0.007002582,16500.51758,1.786944866,1.893371463,0.170072168,0.096875414,0.530991673,0.494394124,0.050061513,0.068923064,0.246239498,0.28497687,0.075139187,0.029999999,0.14,0.059999999,0.20999999,0.11,0.34,0.039999999,0.18000001,50.299999,6,10582448,11.341092,3343.3022,119.39417
All,Maharashtra,5.909208953,2.346511744,1.109634805,32.35496283,2.287988551,28.35814357,9.540596604,20.0981155,10.05313173,0.350047231,0.992969036,0.193928286,0.218120635,0.216757655,0.418977648,0.00032418,0.293758869,0.244304016,0.015343343,0.057190508,0.009294758,12578.85645,1.151585698,1.3018291,0.363789499,0.249238953,0.575214446,0.546299696,0.148536742,0.050267737,0.240619823,0.375833869,0.046102285,0.090000004,0.25999999,0.17,0.38,0.18000001,0.5,0.07,0.25999999,50.299999,6,10582448,11.341092,2850.5854,101.79854
Rural,Manipur,6.122110784,2.741150185,1.950442232,19.55923736,2.550497651,32.6405704,34.33010578,37.95093,15.46176523,0.47183612,0.985730112,0.200224757,0.105901547,0.256355196,0.796798587,0.000608425,0.093286969,0.179562837,0.022424603,0.175173685,0.012247041,13632.54199,1.323462844,1.478889108,0.237799406,0.128076747,0.593177915,0.564634204,0.110057056,0.048119999,0.183202505,0.477174699,0.047846511,0.13,0.33000001,0.25999999,0.51999998,0.51999998,0.81,0.090000004,0.36000001,,,121851,0.13058636,2302.7583,82.234833
Urban,Manipur,2.062277682,1.650947332,1.192486845,15.05389363,0.943857525,39.60961998,14.30035979,13.66547048,7.961690426,0.388102442,0.990041196,0.166925564,0.074272476,0.214059725,0.688243628,0.002475198,0.180430233,0.178573623,0.006528977,0.155625775,0.01143054,14382.69922,1.539057016,1.705282688,0.217603907,0.110802166,0.564751446,0.524533987,0.070805699,0.071212657,0.199025527,0.449388683,0.087755702,0.039999999,0.18000001,0.14,0.33000001,0.56999999,0.83999997,0.050000001,0.28,,,121851,0.13058636,2372.8008,84.736153
All,Manipur,4.585440457,2.328502201,1.663551666,17.85393804,1.942375116,35.2783978,26.74873173,28.75874341,12.62294352,0.44009617,0.987364233,0.187797368,0.09383788,0.240570351,0.767549336,0.001111412,0.116767026,0.1792963,0.018141653,0.169906646,0.012027041,13764.89648,1.38381505,1.542264462,0.232145995,0.123240992,0.584790409,0.552802205,0.099067777,0.05470024,0.187764511,0.468896121,0.059242412,0.1,0.27000001,0.20999999,0.44999999,0.52999997,0.81999999,0.079999998,0.33000001,,,121851,0.13058636,2321.948,82.920135
Rural,Meghalaya,19.68111992,8.548030257,3.407267481,37.41672635,9.451977909,16.70733243,26.7067641,78.37452888,42.34455228,0.649825096,0.435515434,0.382556766,0.301789641,0.416222155,0.736080229,0.067469464,0.136105433,0.022072481,0.025558798,0.294431835,0.018940492,10842.17773,1.133715391,1.244357824,0.371481806,0.286620229,0.797764361,0.756694973,0.08957985,0.051480643,0.137791321,0.749868512,0.067580089,0.31,0.54000002,0.38,0.63999999,0.19,0.68000001,0.11,0.37,,,165283.95,0.17713298,2491.0708,88.959747
Urban,Meghalaya,4.203071818,2.398160286,1.147869509,24.30988401,2.95551084,18.61546189,7.683315128,22.49622643,15.31577408,0.403272778,0.635281026,0.117626116,0.135547221,0.160047948,0.467567772,0.024824599,0.01509175,0.053760596,0.007725191,0.30813843,0.035328127,16297.04492,2.164814472,2.360668421,0.19498381,0.079154804,0.578335702,0.496830463,0.037806291,0.140930682,0.179577023,0.476793766,0.207079917,0.079999998,0.2,0.1,0.23999999,0.12,0.31,0.029999999,0.1,,,165283.95,0.17713298,3463.1038,123.67245
All,Meghalaya,16.72268361,7.372559607,2.975411899,34.91151631,8.210258931,17.07204729,23.07066917,67.6940918,37.17833757,0.596241653,0.478930652,0.331974477,0.267429739,0.367311716,0.697184145,0.06129203,0.118575685,0.026662746,0.022975463,0.296417356,0.021314366,11231.12305,1.269201875,1.39104116,0.348289967,0.25935927,0.760546148,0.712618232,0.083457448,0.063017771,0.144976333,0.701922655,0.084217466,0.27000001,0.47,0.33000001,0.56,0.18000001,0.60000002,0.1,0.33000001,,,165283.95,0.17713298,2632.3547,94.005203
Rural,Mizoram,12.30338588,3.931168467,1.203467138,19.89585906,3.576026484,6.750414521,8.013633639,34.82204378,22.98332751,0.407192469,0.968287408,0.388379484,0.111274265,0.372321576,0.891813397,0.087895225,0.153259099,0.669252515,0.007716607,0.008439628,0.005876554,16865.61133,1.402199268,1.5023489,0.299307555,0.238054499,0.557470083,0.549700677,0.21743232,0.013936922,0.100326136,0.427512169,0.011616596,0.11,0.25999999,0.2,0.40000001,0.16,0.51999998,0.029999999,0.16,,,133113.56,0.14265633,2946.9243,105.23894
Urban,Mizoram,1.969894581,1.246338803,0.689466158,12.31146529,0.46771043,2.871179394,2.054248191,1.949614845,3.391110152,0.143347487,0.968464136,0.284525752,0.080805518,0.265662581,0.942914367,0.048456906,0.098022342,0.734541774,0.006934939,0.02114206,0.007369052,22219.75977,1.944171071,2.007389784,0.157774344,0.121075571,0.525992215,0.507036328,0.100993007,0.036038321,0.098766878,0.408180803,0.042966682,0.01,0.050000001,0.01,0.079999998,0.090000004,0.27000001,0.01,0.050000001,,,133113.56,0.14265633,3790.8811,135.37787
All,Mizoram,6.766407192,2.49256026,0.928050745,15.83192497,1.910502277,4.671809822,4.820425063,17.20806062,12.48525977,0.262047887,0.968384624,0.333677709,0.094449051,0.316142201,0.914337039,0.070512113,0.128912553,0.698029876,0.007372073,0.014038442,0.006534398,20342.49219,1.639719009,1.723683596,0.237280473,0.186788365,0.54306376,0.530174673,0.16646786,0.023733988,0.099606954,0.418367893,0.026084982,0.059999999,0.15000001,0.1,0.22,0.13,0.40000001,0.02,0.11,,,133113.56,0.14265633,3281.4438,117.18511
Rural,Nagaland,13.23977113,5.18444255,1.866387576,21.59676701,1.976823807,9.556411207,12.16057613,74.71591234,38.79552484,0.786160767,0.970168829,0.130693078,0.120165087,0.291472852,0.482376754,0,0.435864896,0.070642158,0.001169624,0.310599476,0.009183222,12251.77832,1.163123727,1.306433916,0.408675283,0.310844272,0.753657281,0.706967413,0.176687747,0.061951023,0.279316574,0.658738673,0.061824817,0.22,0.38999999,0.31,0.5,0.12,0.50999999,0.07,0.30000001,,,102806.01,0.11017606,2767.3162,98.824867
Urban,Nagaland,4.791303724,3.010908514,0.489116507,18.52908581,0.366269285,17.82462001,6.908296794,18.40990931,10.13154984,0.462333292,0.982881665,0.053964976,0.054810669,0.135963842,0.388283104,0.004913877,0.402909279,0.147548914,0.005373018,0.169284776,0.013558906,17984.21094,1.947655916,2.039114952,0.192751095,0.131421179,0.62934345,0.555123389,0.041229013,0.117932536,0.240542546,0.504466176,0.124731436,0.059999999,0.18000001,0.11,0.23999999,0.23999999,0.44,0.01,0.07,,,102806.01,0.11017606,3424.3774,122.28948
All,Nagaland,10.50591245,4.481103644,1.420713402,20.6040889,1.455660909,12.23193929,10.46097949,56.49573207,29.52008545,0.681645453,0.974271894,0.106036387,0.098283745,0.241499797,0.457776546,0.001284702,0.427248865,0.090748943,0.002268575,0.273653656,0.010327217,13165.7793,1.344294667,1.475630999,0.358812183,0.269410342,0.717847824,0.663227737,0.144028068,0.076088704,0.266195804,0.615405738,0.076309092,0.17,0.33000001,0.23999999,0.41,0.17,0.47999999,0.050000001,0.23999999,,,102806.01,0.11017606,2920.095,104.28082
Rural,Odisha,14.92652148,4.302702472,1.709195971,32.89984763,3.462567553,42.15646386,15.20677209,74.4361043,13.75165731,0.533114851,0.994054377,0.42464301,0.576672077,0.400975883,0.616782069,0.08027152,0.392943442,0.18448393,0.02460267,0.606310606,0.020597102,7861.785156,0.678718686,0.896030724,0.537660122,0.357855946,0.597264528,0.569348097,0.232818738,0.046740457,0.341390759,0.403315216,0.035496645,0.23999999,0.44999999,0.40000001,0.60000002,0.47,0.79000002,0.1,0.41,67.800003,1,3078629.8,3.2993333,2249.1389,80.320015
Urban,Odisha,5.966648832,2.07611192,0.927051809,20.24855912,0.975074153,28.25240791,5.217441171,23.31484854,5.001505837,0.294786185,0.994959295,0.322481364,0.429881752,0.287174523,0.389943451,0.01448547,0.217784449,0.380334318,0.014197788,0.327636153,0.014558484,14312.50195,1.517961025,1.700611234,0.303609997,0.171359286,0.516592681,0.474537104,0.073760681,0.081409536,0.313881248,0.287000716,0.106618136,0.07,0.18000001,0.14,0.28,0.25,0.55000001,0.059999999,0.23999999,67.800003,1,3078629.8,3.2993333,2875.6162,102.69242
All,Odisha,13.43965083,3.93320471,1.579400897,30.8003962,3.049773909,39.84912038,13.54906559,65.95264673,12.29958981,0.492669225,0.994207919,0.407057315,0.551621556,0.381386548,0.583925545,0.070742727,0.367572516,0.212851912,0.023095572,0.565945923,0.019722437,8432.805664,0.788215935,1.00100553,0.507123291,0.333523452,0.584758103,0.554649711,0.211721838,0.051488627,0.336964756,0.386101067,0.043320745,0.20999999,0.40000001,0.36000001,0.55000001,0.44,0.75999999,0.090000004,0.38999999,67.800003,1,3078629.8,3.2993333,2320.0164,82.851143
Rural,Puducherry,4.802833125,0,0.307841203,15.75880796,0.31958858,25.93191862,1.437494624,9.843470156,2.968312614,0.212563783,0.997439206,0.234892845,0.147990406,0.165718034,0.203035712,0,0.348377854,0.902173579,0.053057987,0.079967856,0,12054.7373,1.558763146,1.77908504,0.308512211,0.13963145,0.539301336,0.519154966,0.010208385,0.037356403,0.204870492,0.363824725,0.054640856,0.02,0.1,0.07,0.20999999,0.039999999,0.20999999,0.01,0.029999999,,,194240.22,0.20816508,3604.2456,128.71283
Urban,Puducherry,2.776413783,2.416914888,0.199422822,13.01041096,0.047088493,10.41235328,2.534307539,2.416380495,1.703042164,0.189564154,0.995513201,0.247512043,0.218837306,0.217402875,0.102248058,0,0.144559324,0.844015002,0.022520382,0.059123147,0.002632135,19571.05469,2.10665679,2.176830769,0.120616563,0.072923481,0.480637282,0.442719698,0.024376081,0.078890264,0.252861977,0.282335818,0.072816662,0.01,0.07,0.02,0.11,0.02,0.11,0.01,0.050000001,,,194240.22,0.20816508,4541.0171,162.16629
All,Puducherry,3.406484798,1.665427908,0.233133161,13.86496574,0.131816452,15.23782313,2.193277515,4.725671932,2.096450515,0.196598649,0.996102273,0.243718117,0.196961284,0.201863974,0.135836154,0,0.212483093,0.863396704,0.032697227,0.066069774,0.00175496,15670.80469,1.870048523,2.005064011,0.201759428,0.101731367,0.502951443,0.471793503,0.01844611,0.061950162,0.235068798,0.312290519,0.065032832,0.01,0.079999998,0.029999999,0.14,0.029999999,0.15000001,0.01,0.039999999,,,194240.22,0.20816508,4210.9404,150.37878
Rural,Punjab,6.716553867,2.408033982,1.532789599,21.60768658,0.386616774,14.11613673,2.293472365,35.77228785,1.665667817,0.244288445,0.992658138,0.24906455,0.176651075,0.245212048,0.398778051,0.001916416,0.197802871,0.43997094,0.783271432,0.125351682,0.012098073,11002.52148,1.054251075,1.192774653,0.294666052,0.190431401,0.560910702,0.517763197,0.105222784,0.076924071,0.329786718,0.32634443,0.087203696,0.050000001,0.2,0.07,0.25,0.090000004,0.34999999,0.01,0.079999998,10.7,18,2848066.5,3.0522411,3473.9622,124.06022
Urban,Punjab,6.835589558,3.373475745,0.995775033,19.49741393,0.251516583,13.02171648,1.071153488,7.136058062,1.491037849,0.173362613,0.990631521,0.13785775,0.121743709,0.137876704,0.192172632,0,0.151627034,0.432440758,0.702780604,0.053973433,0.008992878,13621.53125,1.351911902,1.489216685,0.236292496,0.139807463,0.522943974,0.486919075,0.064122394,0.068888672,0.29521817,0.237712264,0.100919455,0.039999999,0.11,0.039999999,0.11,0.1,0.33000001,0.01,0.079999998,10.7,18,2848066.5,3.0522411,3760.1138,134.27911
All,Punjab,6.759826839,2.759003639,1.337567344,20.84053308,0.337503455,13.7182802,1.849119551,25.36208332,1.602184214,0.216409788,0.991861522,0.208334208,0.156296462,0.205899656,0.325325102,0.001235086,0.181386307,0.437293798,0.754655123,0.099975087,0.010994106,12433.63672,1.160969496,1.299056053,0.273737758,0.172281533,0.546482503,0.506041706,0.09019392,0.074001968,0.315627694,0.293397814,0.091334499,0.050000001,0.17,0.059999999,0.19,0.090000004,0.34,0.01,0.079999998,10.7,18,2848066.5,3.0522411,3566.4331,127.3625
Rural,Rajasthan,11.59037948,4.679132998,2.289209329,36.16299331,2.324537002,34.04081762,12.76571602,74.99859333,13.07574362,0.282171249,0.995699406,0.336265951,0.306016803,0.309383303,0.406181186,0.00019722,0.472096384,0.062578507,0.759763718,0.361377835,0.066912591,10594.33398,0.665257454,0.8317101,0.482171446,0.35273546,0.622007847,0.590225637,0.301660627,0.051096216,0.273601264,0.470311135,0.039563715,0.2,0.46000001,0.38999999,0.63,0.22,0.57999998,0.07,0.25,28.6,12,5199396.5,5.5721354,2758.0146,98.492699
Urban,Rajasthan,5.062009767,2.85063684,1.68248862,27.3657918,0.335780834,12.68862039,1.995223761,13.70254159,3.251707181,0.153093591,0.997196853,0.227357551,0.186914891,0.21901454,0.235691771,0,0.208805144,0.063583679,0.631450653,0.250509381,0.051072091,14810.52734,1.235900044,1.357922435,0.232683271,0.142979473,0.509737194,0.459658831,0.093461506,0.09824343,0.303002506,0.274549633,0.13485311,0.039999999,0.17,0.11,0.25999999,0.14,0.38999999,0.029999999,0.14,28.6,12,5199396.5,5.5721354,3355.0178,119.81255
All,Rajasthan,10.05457714,4.24897857,2.146477997,34.09344852,1.856681146,29.01770175,10.23195237,60.57866812,10.76463386,0.250370651,0.996068299,0.310110599,0.277119219,0.287680417,0.365149468,0.000149755,0.40873,0.06282042,0.728882611,0.334695101,0.063100256,11421.3457,0.784588873,0.941750348,0.429999083,0.308871776,0.590051711,0.553061783,0.252408057,0.062689334,0.281545818,0.417198747,0.056577109,0.17,0.38999999,0.31999999,0.54000002,0.2,0.54000002,0.059999999,0.22,28.6,12,5199396.5,5.5721354,2884.2373,103.00029
Rural,Sikkim,11.02749258,1.189400163,0.401166547,12.21001968,0.880517438,10.75209454,10.5123587,36.7713064,16.98696315,0.494535536,0.986502945,0.211964533,0.327255934,0.222846851,0.510756493,0.000935,0.439474165,0.336373985,0.251517147,0.028176537,0.010971267,11700.35352,1.010088086,1.110456347,0.44373554,0.367997825,0.800550163,0.777255535,0.209607288,0.029098313,0.172488332,0.751583397,0.024569085,0.050000001,0.18000001,0.059999999,0.2,0.11,0.63,0,0.02,,,167101.23,0.17908053,3549.1807,126.74638
Urban,Sikkim,4.115414247,1.080193836,0,7.441282272,0.574501837,16.15629196,2.928049304,2.024691552,9.656053782,0.392366737,0.96366632,0.135055259,0.126093194,0.166709602,0.247046188,0,0.103748441,0.2646074,0.016179936,0.004687281,0.004268856,18512.86523,1.757235408,1.781199694,0.086915746,0.070252292,0.567147374,0.549630642,0.08990515,0.030885665,0.160568133,0.320234656,0.069357388,0,0.050000001,0.029999999,0.1,0.090000004,0.34,0,0.01,,,167101.23,0.17908053,4704.1094,167.99057
All,Sikkim,8.570853621,1.150586922,0.258586952,10.51515117,0.771755679,12.67281324,7.816800475,24.42192584,14.38146681,0.451325506,0.976844728,0.184528768,0.245837763,0.202821076,0.438720226,0.000679591,0.347765863,0.316769898,0.187231392,0.021760108,0.009140407,12649.20801,1.132811785,1.220630169,0.385125637,0.319091231,0.746728003,0.724765718,0.188674346,0.029411351,0.168965697,0.659954965,0.029185666,0.039999999,0.13,0.050000001,0.17,0.11,0.56999999,0,0.02,,,167101.23,0.17908053,3850.8804,137.52051
Rural,Tamil Nadu,11.11682057,1.223840844,1.082724147,22.5193873,0.917527918,36.7826283,7.039491087,23.76765758,5.312232673,0.295785725,0.994404495,0.31096679,0.300761431,0.284691036,0.946858048,0.395186189,0.734794021,0.314508468,0.830242336,0.193407178,0.023751659,10890.90625,1.100252986,1.309552431,0.360143065,0.202027276,0.602793038,0.558413029,0.080310963,0.073623993,0.29995513,0.464172184,0.090033345,0.050000001,0.23,0.12,0.34,0.13,0.40000001,0.01,0.07,29.200001,11,8286430.5,8.880475,3396.3723,121.28938
Urban,Tamil Nadu,5.555958301,1.382556092,0.567944394,15.39054513,0.390428468,17.88157523,4.191225395,5.200504512,2.24938523,0.207462192,0.994048357,0.239914671,0.232584238,0.215097144,0.837809503,0.119231283,0.658321023,0.356929123,0.801446855,0.102340803,0.01194089,15427.3877,1.692342281,1.889797807,0.241765276,0.118029565,0.504665971,0.471611083,0.038101539,0.065498568,0.277747989,0.291057825,0.08268708,0.02,0.090000004,0.029999999,0.15000001,0.059999999,0.28,0.01,0.039999999,29.200001,11,8286430.5,8.880475,3990.5903,142.50977
All,Tamil Nadu,8.521125466,1.297925785,0.842435658,19.19179112,0.671488838,27.96001136,5.709980056,15.10089636,3.882559016,0.253507018,0.994234025,0.277023822,0.267835796,0.251444668,0.897213399,0.269556992,0.699979484,0.333820581,0.817133129,0.151948974,0.018374775,12706.05859,1.3362391,1.540817976,0.312961817,0.168548718,0.557839692,0.51864785,0.062727921,0.070256449,0.28962931,0.38476032,0.087484121,0.039999999,0.16,0.07,0.25,0.1,0.34,0.01,0.059999999,29.200001,11,8286430.5,8.880475,3643.6003,130.11826
Rural,Telangana,18.39606464,1.37193976,1.256563887,31.0181886,0.557462731,27.23578513,4.285271093,11.24878898,10.83829999,0.918473899,0.995713532,0.284095973,0.347863883,0.256398022,0.252782285,0,0.701547265,0.696043909,0.038878381,0.246396467,0.015805332,12062.28516,0.902164936,1.046647191,0.399172336,0.275337189,0.637376845,0.607502043,0.168634236,0.046871539,0.257897824,0.507935643,0.04091939,0.090000004,0.30000001,0.25999999,0.51999998,0.090000004,0.44999999,0.01,0.12,43.599998,8,3787309.3,4.0588174,3049.449,108.90024
Urban,Telangana,7.146284729,1.296638418,0.95452955,23.14517647,0.197876315,18.99465322,1.578145288,1.511048153,4.014514759,0.729434669,0.994255364,0.232540354,0.239609271,0.214341894,0.160756648,0,0.39612022,0.658466935,0.009923076,0.18321763,0.008238094,22127.23047,1.972984791,2.058905363,0.156482026,0.093645945,0.539865434,0.494189501,0.055403896,0.084606148,0.283294261,0.306976289,0.113491707,0.029999999,0.12,0.059999999,0.22,0.079999998,0.25,0,0.059999999,43.599998,8,3787309.3,4.0588174,3848.7415,137.44414
All,Telangana,14.55718279,1.346243825,1.153497491,28.33159566,0.43475721,24.4235754,3.361489624,7.925875485,8.509746194,0.851959288,0.995200455,0.266331941,0.310053617,0.24190715,0.212196827,0,0.566846848,0.679471612,0.026108418,0.218533128,0.012468004,15199.45117,1.237567425,1.363707066,0.323156804,0.218427807,0.599350452,0.563313663,0.129896328,0.060126383,0.268802524,0.431834072,0.06045578,0.07,0.23999999,0.17,0.38999999,0.079999998,0.37,0.01,0.090000004,43.599998,8,3787309.3,4.0588174,3312.1372,118.28122
Rural,Tripura,12.26854697,2.814247087,1.88598074,27.83887684,2.194345929,28.48050892,18.16339493,66.91197157,18.49819124,0.480980486,0.990751266,0.313050926,0.299081355,0.290423751,0.97294879,0.538351373,0.61918354,0.076305859,0.008600192,0.408214957,0.036459528,10890.90625,0.984386563,1.093880415,0.349007279,0.252090424,0.642701685,0.630413949,0.182562664,0.019118898,0.224387765,0.476047099,0.01857209,0.2,0.41999999,0.25,0.47999999,0.18000001,0.56999999,0,0.07,,,282970.13,0.30325595,3134.314,111.93089
