State,sector,bpl,aadhar,household_has_preg_benefits,household_health_met,household_angan_benefits,round,Year,level,area,dem,food_pds_subs,kerosene_pds_subs,food_pds_free,lpg_subs,elec_free,pmjay_ben,pmjay_ben_avail,real_wage_23,yr,JQdim365,JQdim215,POV_365,POV_215,lf_cws,emp_cws,unpaid_emp,unemp_cws,neet,lfpr_female,unemp_female,fhiscore,rank202223,totalgva,india_gva,state_share_india,poor_300,poor_420,poor_830,welfare_agg21_sp,india_welfare,welfare_pct_india,m_poor_1_33,m_poor_1_50
Madhya Pradesh,1,0.418589652,0.993081272,0.311103195,0.303259879,0.295631111,5,2019,State,urban/rural,All Households,0.363708794,0.007514771,0.132502347,0.244983301,0.166577429,0.272731513,0.017081935,11386.66992,2022,1.306053877,1.580328345,0.378058314,0.188640043,0.508999884,0.48301506,0.116961695,0.051050827,0.094868146,0.246896639,0.044524159,42.200001,9,4362210.5,93310664,4.6749325,0.031722229,0.2176183,0.78359485,2933.567355,,104.76194,0.076088704,0.013621197
Madhya Pradesh,99,0.555571079,0.993125796,0.357452005,0.338254362,0.338187069,5,2019,State,All,All Households,0.552462161,0.012562423,0.29145506,0.15458259,0.219852015,0.417285979,0.017158328,9040.757813,2022,0.778704226,1.005697489,0.519870102,0.345215619,0.61177808,0.594622076,0.272367388,0.028042844,0.105677791,0.390901774,0.02814636,42.200001,9,4362210.5,93310664,4.6749325,0.051512998,0.25765368,0.87988609,2552.841294,,91.165665,0.23962457,0.054665353
Maharashtra,0,0.471252531,0.993583739,0.268439442,0.29127115,0.283241004,5,2019,State,urban/rural,All Households,0.525824368,0.000561134,0.401167631,0.29060024,0.015956666,0.08255209,0.01097018,9486.90625,2022,0.773937047,0.9502244,0.478932381,0.339801729,0.608268976,0.585096836,0.210732073,0.038095225,0.086750567,0.441891104,0.032487638,50.299999,6,10582448,93310664,11.341092,0.084559999,0.32386929,0.88659859,2560.407063,,91.435844,0.13355947,0.022188794
Maharashtra,1,0.215830892,0.992288351,0.102757417,0.13346304,0.135409519,5,2019,State,urban/rural,All Households,0.272798777,0,0.146811053,0.180965364,0.014504244,0.022492876,0.007002582,16500.51758,2022,1.786944866,1.893371463,0.170072168,0.096875414,0.530991673,0.494394124,0.050061513,0.068923064,0.089073986,0.28497687,0.075139187,50.299999,6,10582448,93310664,11.341092,0.041690324,0.18416172,0.7262041,3343.30214,,119.39417,0.033417873,0.003379995
Maharashtra,99,0.350047231,0.992969036,0.193928286,0.218120635,0.216757655,5,2019,State,All,All Households,0.418977648,0.00032418,0.293758869,0.244304016,0.015343343,0.057190508,0.009294758,12578.85645,2022,1.151585698,1.3018291,0.363789499,0.249238953,0.575214446,0.546299696,0.148536742,0.050267737,0.087704085,0.375833869,0.046102285,50.299999,6,10582448,93310664,11.341092,0.066457152,0.2648741,0.8188678,2850.585466,,101.79854,0.089880563,0.013984932
Manipur,0,0.47183612,0.985730112,0.200224757,0.105901547,0.256355196,5,2019,State,urban/rural,All Households,0.796798587,0.000608425,0.093286969,0.179562837,0.022424603,0.175173685,0.012247041,13632.54199,2022,1.323462844,1.478889108,0.237799406,0.128076747,0.593177915,0.564634204,0.110057056,0.048119999,0.036285833,0.477174699,0.047846511,,,121851,93310664,0.13058636,0.088997297,0.35581729,0.92803466,2302.758237,,82.234833,0.12873229,0.019285617
Manipur,1,0.388102442,0.990041196,0.166925564,0.074272476,0.214059725,5,2019,State,urban/rural,All Households,0.688243628,0.002475198,0.180430233,0.178573623,0.006528977,0.155625775,0.01143054,14382.69922,2022,1.539057016,1.705282688,0.217603907,0.110802166,0.564751446,0.524533987,0.070805699,0.071212657,0.034106914,0.449388683,0.087755702,,,121851,93310664,0.13058636,0.051570971,0.27513885,0.8984279,2372.800776,,84.736153,0.044142134,0.004728457
Manipur,99,0.44009617,0.987364233,0.187797368,0.09383788,0.240570351,5,2019,State,All,All Households,0.767549336,0.001111412,0.116767026,0.1792963,0.018141653,0.169906646,0.012027041,13764.89648,2022,1.38381505,1.542264462,0.232145995,0.123240992,0.584790409,0.552802205,0.099067777,0.05470024,0.035699818,0.468896121,0.059242412,,,121851,93310664,0.13058636,0.07891307,0.33407912,0.92005736,2321.948117,,82.920135,0.09671443,0.013775649
Meghalaya,0,0.649825096,0.435515434,0.382556766,0.301789641,0.416222155,5,2019,State,urban/rural,All Households,0.736080229,0.067469464,0.136105433,0.022072481,0.025558798,0.294431835,0.018940492,10842.17773,2022,1.133715391,1.244357824,0.371481806,0.286620229,0.797764361,0.756694973,0.08957985,0.051480643,0.047216896,0.749868512,0.067580089,,,165283.95,93310664,0.17713298,0.1111612,0.36745629,0.93784243,2491.070865,,88.959747,0.31466216,0.12106353
Meghalaya,1,0.403272778,0.635281026,0.117626116,0.135547221,0.160047948,5,2019,State,urban/rural,All Households,0.467567772,0.024824599,0.01509175,0.053760596,0.007725191,0.30813843,0.035328127,16297.04492,2022,2.164814472,2.360668421,0.19498381,0.079154804,0.578335702,0.496830463,0.037806291,0.140930682,0.056264393,0.476793766,0.207079917,,,165283.95,93310664,0.17713298,0.030449798,0.10350691,0.70086288,3463.103639,,123.67245,0.081994355,0.026902726
Meghalaya,99,0.596241653,0.478930652,0.331974477,0.267429739,0.367311716,5,2019,State,All,All Households,0.697184145,0.06129203,0.118575685,0.026662746,0.022975463,0.296417356,0.021314366,11231.12305,2022,1.269201875,1.39104116,0.348289967,0.25935927,0.760546148,0.712618232,0.083457448,0.063017771,0.048352018,0.701922655,0.084217466,,,165283.95,93310664,0.17713298,0.099469535,0.32922122,0.90351409,2632.354841,,94.005203,0.27019063,0.10306587
Mizoram,0,0.407192469,0.968287408,0.388379484,0.111274265,0.372321576,5,2019,State,urban/rural,All Households,0.891813397,0.087895225,0.153259099,0.669252515,0.007716607,0.008439628,0.005876554,16865.61133,2022,1.402199268,1.5023489,0.299307555,0.238054499,0.557470083,0.549700677,0.21743232,0.013936922,0.01477182,0.427512169,0.011616596,,,133113.56,93310664,0.14265633,0.025709497,0.16252035,0.81638187,2946.92427,,105.23894,0.11465691,0.037125126
Mizoram,1,0.143347487,0.968464136,0.284525752,0.080805518,0.265662581,5,2019,State,urban/rural,All Households,0.942914367,0.048456906,0.098022342,0.734541774,0.006934939,0.02114206,0.007369052,22219.75977,2022,1.944171071,2.007389784,0.157774344,0.121075571,0.525992215,0.507036328,0.100993007,0.036038321,0.013425085,0.408180803,0.042966682,,,133113.56,93310664,0.14265633,0.008681683,0.051781438,0.63482046,3790.881209,,135.37787,0.007993477,0.000680698
Mizoram,99,0.262047887,0.968384624,0.333677709,0.094449051,0.316142201,5,2019,State,All,All Households,0.914337039,0.070512113,0.128912553,0.698029876,0.007372073,0.014038442,0.006534398,20342.49219,2022,1.639719009,1.723683596,0.237280473,0.186788365,0.54306376,0.530174673,0.16646786,0.023733988,0.014169862,0.418367893,0.026084982,,,133113.56,93310664,0.14265633,0.018204197,0.11371028,0.73635554,3281.443742,,117.18511,0.057503603,0.017597163
Nagaland,0,0.786160767,0.970168829,0.130693078,0.120165087,0.291472852,5,2019,State,urban/rural,All Households,0.482376754,0,0.435864896,0.070642158,0.001169624,0.310599476,0.009183222,12251.77832,2022,1.163123727,1.306433916,0.408675283,0.310844272,0.753657281,0.706967413,0.176687747,0.061951023,0.057358865,0.658738673,0.061824817,,,102806.01,93310664,0.11017606,0.068904884,0.30312824,0.88810378,2767.316179,,98.824867,0.22169407,0.038815737
Nagaland,1,0.462333292,0.982881665,0.053964976,0.054810669,0.135963842,5,2019,State,urban/rural,All Households,0.388283104,0.004913877,0.402909279,0.147548914,0.005373018,0.169284776,0.013558906,17984.21094,2022,1.947655916,2.039114952,0.192751095,0.131421179,0.62934345,0.555123389,0.041229013,0.117932536,0.041508064,0.504466176,0.124731436,,,102806.01,93310664,0.11017606,0.008911032,0.069875583,0.67887902,3424.377471,,122.28948,0.063680984,0.008263414
Nagaland,99,0.681645453,0.974271894,0.106036387,0.098283745,0.241499797,5,2019,State,All,All Households,0.457776546,0.001284702,0.427248865,0.090748943,0.002268575,0.273653656,0.010327217,13165.7793,2022,1.344294667,1.475630999,0.358812183,0.269410342,0.717847824,0.663227737,0.144028068,0.076088704,0.052691702,0.615405738,0.076309092,,,102806.01,93310664,0.11017606,0.053219873,0.24214581,0.83340329,2920.09498,,104.28082,0.17056227,0.028929243
Odisha,0,0.533114851,0.994054377,0.42464301,0.576672077,0.400975883,5,2019,State,urban/rural,All Households,0.616782069,0.08027152,0.392943442,0.18448393,0.02460267,0.606310606,0.020597102,7861.785156,2022,0.678718686,0.896030724,0.537660122,0.357855946,0.597264528,0.569348097,0.232818738,0.046740457,0.127267376,0.403315216,0.035496645,67.800003,1,3078629.8,93310664,3.2993333,0.10004643,0.40905017,0.94037002,2249.138991,,80.320015,0.23550354,0.058836449
Odisha,1,0.294786185,0.994959295,0.322481364,0.429881752,0.287174523,5,2019,State,urban/rural,All Households,0.389943451,0.01448547,0.217784449,0.380334318,0.014197788,0.327636153,0.014558484,14312.50195,2022,1.517961025,1.700611234,0.303609997,0.171359286,0.516592681,0.474537104,0.073760681,0.081409536,0.122618794,0.287000716,0.106618136,67.800003,1,3078629.8,93310664,3.2993333,0.061960287,0.24486996,0.75912094,2875.616185,,102.69242,0.069765635,0.015707683
Odisha,99,0.492669225,0.994207919,0.407057315,0.551621556,0.381386548,5,2019,State,All,All Households,0.583925545,0.070742727,0.367572516,0.212851912,0.023095572,0.565945923,0.019722437,8432.805664,2022,0.788215935,1.00100553,0.507123291,0.333523452,0.584758103,0.554649711,0.211721838,0.051488627,0.126599893,0.386101067,0.043320745,67.800003,1,3078629.8,93310664,3.2993333,0.094529837,0.38526943,0.91411698,2320.016364,,82.851143,0.20799972,0.051679328
Puducherry,0,0.212563783,0.997439206,0.234892845,0.147990406,0.165718034,5,2019,State,urban/rural,All Households,0.203035712,0,0.348377854,0.902173579,0.053057987,0.079967856,0,12054.7373,2022,1.558763146,1.77908504,0.308512211,0.13963145,0.539301336,0.519154966,0.010208385,0.037356403,0.076219171,0.363824725,0.054640856,,,194240.22,93310664,0.20816508,0.006665924,0.027548967,0.68931913,3604.245584,,128.71283,0.015759077,0.001149195
Puducherry,1,0.189564154,0.995513201,0.247512043,0.218837306,0.217402875,5,2019,State,urban/rural,All Households,0.102248058,0,0.144559324,0.844015002,0.022520382,0.059123147,0.002632135,19571.05469,2022,2.10665679,2.176830769,0.120616563,0.072923481,0.480637282,0.442719698,0.024376081,0.078890264,0.093851835,0.282335818,0.072816662,,,194240.22,93310664,0.20816508,0.006823648,0.052673671,0.44767904,4541.016893,,162.16629,0.013531095,9.55E-05
Puducherry,99,0.196598649,0.996102273,0.243718117,0.196961284,0.201863974,5,2019,State,All,All Households,0.135836154,0,0.212483093,0.863396704,0.032697227,0.066069774,0.00175496,15670.80469,2022,1.870048523,2.005064011,0.201759428,0.101731367,0.502951443,0.471793503,0.01844611,0.061950162,0.087672494,0.312290519,0.065032832,,,194240.22,93310664,0.20816508,0.006771085,0.044300713,0.52820706,4210.940413,,150.37878,0.014223838,0.000423116
Punjab,0,0.244288445,0.992658138,0.24906455,0.176651075,0.245212048,5,2019,State,urban/rural,All Households,0.398778051,0.001916416,0.197802871,0.43997094,0.783271432,0.125351682,0.012098073,11002.52148,2022,1.054251075,1.192774653,0.294666052,0.190431401,0.560910702,0.517763197,0.105222784,0.076924071,0.117961846,0.32634443,0.087203696,10.7,18,2848066.5,93310664,3.0522411,0.005222674,0.075270243,0.73445809,3473.962069,,124.06022,0.049012713,0.00723106
Punjab,1,0.173362613,0.990631521,0.13785775,0.121743709,0.137876704,5,2019,State,urban/rural,All Households,0.192172632,0,0.151627034,0.432440758,0.702780604,0.053973433,0.008992878,13621.53125,2022,1.351911902,1.489216685,0.236292496,0.139807463,0.522943974,0.486919075,0.064122394,0.068888672,0.113683768,0.237712264,0.100919455,10.7,18,2848066.5,93310664,3.0522411,0.010864692,0.077757545,0.62288934,3760.113808,,134.27911,0.044360436,0.006945962
Punjab,99,0.216409788,0.991861522,0.208334208,0.156296462,0.205899656,5,2019,State,All,All Households,0.325325102,0.001235086,0.181386307,0.437293798,0.754655123,0.099975087,0.010994106,12433.63672,2022,1.160969496,1.299056053,0.273737758,0.172281533,0.546482503,0.506041706,0.09019392,0.074001968,0.116259299,0.293397814,0.091334499,10.7,18,2848066.5,93310664,3.0522411,0.00722854,0.076154537,0.69479287,3566.4331,,127.3625,0.047321457,0.007127417
Rajasthan,0,0.282171249,0.995699406,0.336265951,0.306016803,0.309383303,5,2019,State,urban/rural,All Households,0.406181186,0.00019722,0.472096384,0.062578507,0.759763718,0.361377835,0.066912591,10594.33398,2022,0.665257454,0.8317101,0.482171446,0.35273546,0.622007847,0.590225637,0.301660627,0.051096216,0.103973374,0.470311135,0.039563715,28.6,12,5199396.5,93310664,5.5721354,0.06599208,0.25015977,0.85034174,2758.01465,,98.492699,0.20367511,0.045247972
Rajasthan,1,0.153093591,0.997196853,0.227357551,0.186914891,0.21901454,5,2019,State,urban/rural,All Households,0.235691771,0,0.208805144,0.063583679,0.631450653,0.250509381,0.051072091,14810.52734,2022,1.235900044,1.357922435,0.232683271,0.142979473,0.509737194,0.459658831,0.093461506,0.09824343,0.120994173,0.274549633,0.13485311,28.6,12,5199396.5,93310664,5.5721354,0.02790701,0.13750267,0.70578527,3355.017867,,119.81255,0.042212449,0.00789541
Rajasthan,99,0.250370651,0.996068299,0.310110599,0.277119219,0.287680417,5,2019,State,All,All Households,0.365149468,0.000149755,0.40873,0.06282042,0.728882611,0.334695101,0.063100256,11421.3457,2022,0.784588873,0.941750348,0.429999083,0.308871776,0.590051711,0.553061783,0.252408057,0.062689334,0.108098298,0.417198747,0.056577109,28.6,12,5199396.5,93310664,5.5721354,0.056826137,0.22304656,0.81555128,2884.237249,,103.00029,0.16569094,0.036460765
Sikkim,0,0.494535536,0.986502945,0.211964533,0.327255934,0.222846851,5,2019,State,urban/rural,All Households,0.510756493,0.000935,0.439474165,0.336373985,0.251517147,0.028176537,0.010971267,11700.35352,2022,1.010088086,1.110456347,0.44373554,0.367997825,0.800550163,0.777255535,0.209607288,0.029098313,0.053741779,0.751583397,0.024569085,,,167101.23,93310664,0.17908053,0.001205116,0.024092028,0.46530247,3549.180616,,126.74638,0.054662313,0.00736835
Sikkim,1,0.392366737,0.96366632,0.135055259,0.126093194,0.166709602,5,2019,State,urban/rural,All Households,0.247046188,0,0.103748441,0.2646074,0.016179936,0.004687281,0.004268856,18512.86523,2022,1.757235408,1.781199694,0.086915746,0.070252292,0.567147374,0.549630642,0.08990515,0.030885665,0.042816803,0.320234656,0.069357388,,,167101.23,93310664,0.17908053,0.001368161,0.010510978,0.31988296,4704.109431,,167.99057,0.004252714,0.000171876
Sikkim,99,0.451325506,0.976844728,0.184528768,0.245837763,0.202821076,5,2019,State,All,All Households,0.438720226,0.000679591,0.347765863,0.316769898,0.187231392,0.021760108,0.009140407,12649.20801,2022,1.132811785,1.220630169,0.385125637,0.319091231,0.746728003,0.724765718,0.188674346,0.029411351,0.050868481,0.659954965,0.029185666,,,167101.23,93310664,0.17908053,0.001249654,0.020382168,0.42557904,3850.880286,,137.52051,0.036746111,0.004810633
Tamil Nadu,0,0.295785725,0.994404495,0.31096679,0.300761431,0.284691036,5,2019,State,urban/rural,All Households,0.946858048,0.395186189,0.734794021,0.314508468,0.830242336,0.193407178,0.023751659,10890.90625,2022,1.100252986,1.309552431,0.360143065,0.202027276,0.602793038,0.558413029,0.080310963,0.073623993,0.101796202,0.464172184,0.090033345,29.200001,11,8286430.5,93310664,8.880475,0.00850912,0.067697704,0.70368761,3396.3724,,121.28938,0.053213075,0.003506249
Tamil Nadu,1,0.207462192,0.994048357,0.239914671,0.232584238,0.215097144,5,2019,State,urban/rural,All Households,0.837809503,0.119231283,0.658321023,0.356929123,0.801446855,0.102340803,0.01194089,15427.3877,2022,1.692342281,1.889797807,0.241765276,0.118029565,0.504665971,0.471611083,0.038101539,0.065498568,0.087162003,0.291057825,0.08268708,29.200001,11,8286430.5,93310664,8.880475,0.006191715,0.041810699,0.52887714,3990.590328,,142.50977,0.021426186,0.000723416
Tamil Nadu,99,0.253507018,0.994234025,0.277023822,0.267835796,0.251444668,5,2019,State,All,All Households,0.897213399,0.269556992,0.699979484,0.333820581,0.817133129,0.151948974,0.018374775,12706.05859,2022,1.3362391,1.540817976,0.312961817,0.168548718,0.557839692,0.51864785,0.062727921,0.070256449,0.095094547,0.38476032,0.087484121,29.200001,11,8286430.5,93310664,8.880475,0.007454115,0.055912577,0.62410468,3643.600384,,130.11826,0.038375616,0.002207281
Telangana,0,0.918473899,0.995713532,0.284095973,0.347863883,0.256398022,5,2019,State,urban/rural,All Households,0.252782285,0,0.701547265,0.696043909,0.038878381,0.246396467,0.015805332,12062.28516,2022,0.902164936,1.046647191,0.399172336,0.275337189,0.637376845,0.607502043,0.168634236,0.046871539,0.090499885,0.507935643,0.04091939,43.599998,8,3787309.3,93310664,4.0588174,0.014599845,0.11678658,0.82509714,3049.448899,,108.90024,0.088028349,0.010582929
Telangana,1,0.729434669,0.994255364,0.232540354,0.239609271,0.214341894,5,2019,State,urban/rural,All Households,0.160756648,0,0.39612022,0.658466935,0.009923076,0.18321763,0.008238094,22127.23047,2022,1.972984791,2.058905363,0.156482026,0.093645945,0.539865434,0.494189501,0.055403896,0.084606148,0.084734991,0.306976289,0.113491707,43.599998,8,3787309.3,93310664,4.0588174,0.003096462,0.060528021,0.58470231,3848.741492,,137.44414,0.028692333,0.003414035
Telangana,99,0.851959288,0.995200455,0.266331941,0.310053617,0.24190715,5,2019,State,All,All Households,0.212196827,0,0.566846848,0.679471612,0.026108418,0.218533128,0.012468004,15199.45117,2022,1.237567425,1.363707066,0.323156804,0.218427807,0.599350452,0.563313663,0.129896328,0.060126383,0.088073261,0.431834072,0.06045578,43.599998,8,3787309.3,93310664,4.0588174,0.009526585,0.091975249,0.71907741,3312.137274,,118.28122,0.067780487,0.008136611
Tripura,0,0.480980486,0.990751266,0.313050926,0.299081355,0.290423751,5,2019,State,urban/rural,All Households,0.97294879,0.538351373,0.61918354,0.076305859,0.008600192,0.408214957,0.036459528,10890.90625,2022,0.984386563,1.093880415,0.349007279,0.252090424,0.642701685,0.630413949,0.182562664,0.019118898,0.096619934,0.476047099,0.01857209,,,282970.13,93310664,0.30325595,0.004701012,0.066455081,0.7500968,3134.313948,,111.93089,0.19702396,0.035889946
Tripura,1,0.350937456,0.9936198,0.233954817,0.18030788,0.23118031,5,2019,State,urban/rural,All Households,0.935365677,0.280975844,0.438769013,0.110704727,0.009113293,0.308689028,0.023212221,14731.35352,2022,1.267727375,1.419775605,0.280848414,0.16564253,0.481350273,0.463872313,0.071497627,0.036310248,0.074375093,0.283870518,0.058348812,,,282970.13,93310664,0.30325595,0,0.015521985,0.49748915,4188.379902,,149.57312,0.056249794,0.009139598
Tripura,99,0.442181677,0.99160707,0.290669352,0.265313119,0.273659825,5,2019,State,All,All Households,0.965170562,0.485084768,0.581844866,0.083425067,0.008706384,0.387617022,0.033717856,11556.86426,2022,1.029884934,1.146212101,0.338062435,0.238208771,0.613060653,0.599819481,0.166783795,0.021598535,0.093270838,0.439804673,0.023413884,,,282970.13,93310664,0.30325595,0.003728087,0.055913936,0.69781697,3275.641086,,116.97789,0.15699963,0.028284401
Uttar Pradesh,0,0.396133751,0.990339756,0.396811455,0.429233193,0.389850885,5,2019,State,urban/rural,All Households,0.311704189,0.000440284,0.660556912,0.202703699,0.012595112,0.056200292,0.003749387,8475.467773,2022,0.689966321,0.864444733,0.502230763,0.364568681,0.538566172,0.517750859,0.23776415,0.038649451,0.107926674,0.303168356,0.020334911,45.900002,7,7709481.5,93310664,8.2621651,0.06198445,0.3303566,0.92558616,2374.243596,,84.787682,0.26366782,0.077120312
Uttar Pradesh,1,0.242054597,0.989512563,0.241183698,0.27687797,0.258637309,5,2019,State,urban/rural,All Households,0.235648036,5.90E-06,0.404780924,0.275239766,0.012433688,0.045174014,0.00383924,12694.7373,2022,1.312357068,1.500083685,0.314736187,0.174175039,0.4651618,0.429313719,0.106800355,0.077065788,0.112477094,0.158890978,0.125803337,45.900002,7,7709481.5,93310664,8.2621651,0.042179435,0.22461841,0.80509943,2834.990265,,101.24161,0.11581855,0.028515523
Uttar Pradesh,99,0.356779784,0.990128517,0.359104514,0.391533434,0.358059227,5,2019,State,All,All Households,0.296355128,0.00035262,0.608938158,0.217342362,0.012562536,0.053975053,0.00376752,9035.148438,2022,0.798228562,0.975011408,0.46961692,0.331450522,0.522264123,0.498110294,0.21269612,0.046248328,0.10877236,0.272208512,0.033545449,45.900002,7,7709481.5,93310664,8.2621651,0.057987556,0.30901733,0.90127045,2448.451256,,87.437744,0.22938703,0.065850653
Uttarakhand,0,0.413427174,0.994403481,0.375099599,0.250250906,0.31817016,5,2019,State,urban/rural,All Households,0.353039742,0,0.387267679,0.4831101,0.01315047,0.431252688,0.032616206,11672.57715,2022,1.051863074,1.131605268,0.362850636,0.293155968,0.571903944,0.535764813,0.165515453,0.06319084,0.081712388,0.412683249,0.051738318,,,1438469.4,93310664,1.5415916,0.029022308,0.17605311,0.80750453,3057.208291,,109.17734,0.11215628,0.015606856
Uttarakhand,1,0.192546502,0.98454088,0.327205718,0.243825302,0.28779462,5,2019,State,urban/rural,All Households,0.277282387,0,0.119406253,0.52877748,0.013112349,0.382504135,0.052100435,16306.62207,2022,1.782050252,1.855524659,0.145074308,0.101500474,0.48518759,0.450485915,0.070811592,0.071522161,0.087704711,0.226071358,0.147251442,,,1438469.4,93310664,1.5415916,0.019860417,0.11026376,0.60348004,3522.074619,,125.77839,0.065843552,0.01389845
Uttarakhand,99,0.341411829,0.99118793,0.359965205,0.24818109,0.308571547,5,2019,State,All,All Households,0.337246597,0,0.331426561,0.492630392,0.013142522,0.421090066,0.036678087,13126.39844,2022,1.214018106,1.292368412,0.314488351,0.250594407,0.550027013,0.514250576,0.144585922,0.065044902,0.083303295,0.366269946,0.066400908,,,1438469.4,93310664,1.5415916,0.027112328,0.16233799,0.76497149,3142.101143,,112.20898,0.098109931,0.015088708
West Bengal,0,0.538493335,0.98818332,0.355356842,0.463616788,0.349408776,5,2019,State,urban/rural,All Households,0.039711025,0.082516871,0.963156164,0.229423806,0.065135196,0.78231746,0.040875115,8225.780273,2022,0.813524246,1.067590356,0.455632865,0.282584548,0.602438867,0.583489299,0.118584901,0.031454798,0.10641557,0.382307947,0.029747806,21.799999,16,5618423,93310664,6.0212016,0.033751212,0.25012556,0.90326798,2552.716137,,91.161194,0.19842692,0.036459342
West Bengal,1,0.322317392,0.992099583,0.200841606,0.311101675,0.203352243,5,2019,State,urban/rural,All Households,0.035330687,0.03573381,0.7188586,0.39879784,0.029110707,0.614784658,0.040665057,10639.48926,2022,1.288037539,1.608203411,0.383315951,0.192022353,0.534177065,0.506467104,0.055803865,0.051874071,0.100877367,0.292888612,0.067361996,21.799999,16,5618423,93310664,6.0212016,0.0473965,0.20150696,0.73392755,3259.821257,,116.41294,0.056735307,0.011043457
West Bengal,99,0.467152357,0.989475727,0.307012856,0.41417259,0.303711295,5,2019,State,All,All Households,0.038494982,0.069529226,0.895335674,0.276444465,0.055134285,0.735807955,0.040816799,8825.584961,2022,0.943769336,1.215978742,0.435783207,0.257726908,0.581579447,0.559952855,0.101232767,0.037185937,0.105030924,0.354918063,0.039255712,21.799999,16,5618423,93310664,6.0212016,0.037539341,0.23662834,0.85625666,2702.626219,,96.514702,0.15270698,0.028258344
Dadra & Nagar Haveli and Daman & Diu,0,,,,,,,2022,State,urban/rural,,0.361873895,0,0.285186857,0.007601317,0.006208573,0.222339571,0.014964336,,,,,,,,,,,,,,,,,,,0.1948013,0.41775808,0.90647262,2257.742264,,80.627251,0.22195493,0.033448994
Dadra & Nagar Haveli and Daman & Diu,1,,,,,,,2022,State,urban/rural,,0.066428244,0,0.052642096,0.033783659,0.017495556,0.112457372,0.025271919,,,,,,,,,,,,,,,,,,,0.009747067,0.099094391,0.7728368,3318.708187,,118.51588,0.051075306,0.013339214
Dadra & Nagar Haveli and Daman & Diu,99,,,,,,,2022,State,All,,0.193876818,0,0.152956635,0.022489188,0.012626607,0.159858063,0.020825461,,,,,,,,,,,,,,,,,,,0.089575283,0.23655869,0.83048427,2888.8733,,103.16586,0.14268456,0.024120146
Dadra and Nagar Haveli,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,0,93310664,0,,,,,,,,
Daman and Diu,0,,,,,,,2022,state,urban/rural,All Households,,,,,,,,,2022,1.262664318,1.427535176,0.418608427,0.290514588,0.735097647,0.710750341,0.203319907,0.033121191,0.155270293,0.608080745,0,,,,,,,,,,,,,
Daman and Diu,1,,,,,,,2022,state,urban/rural,All Households,,,,,,,,,2022,2.047721148,2.139268637,0.130844444,0.088064499,0.616879404,0.597532928,0.024846312,0.031361837,0.089258388,0.236173943,0.053447008,,,,,,,,,,,,,
Daman and Diu,99,,,,,,,2022,state,All,All Households,,,,,,,,,2022,1.740863919,1.861071467,0.243323535,0.167196706,0.665987849,0.644564033,0.106598005,0.032168522,0.120075859,0.405942917,0.01690067,,,,,,,,,,,,,
Daman and Diu,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,0,93310664,0,,,,,,,,
Jammu and Kashmir,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,675785.38,93310664,0.72423166,,,,,,,,
