,edu_cat,unemp_cws,lf_cws,emp_cws,unpaid_emp,salaried,casual,self_emp,neet,agri_cws,services_cws,ind_cws,type,statenumber,sector,level,area,year,dem,yr,youth,sex1,JQdim365,JQdim215,POV_365,POV_215,statename
4749,NA,0.085398063,0.763361275,0.698171675,0.11981982,0.126445249,0.149360672,0.72419405,0.195244163,0.693720222,0.148526371,0.157753408,State+Urban+sex1,22,0,state,urban/rural,2019,Gender,2019,NA,Male,0.710304081,0.967713773,0.50674355,0.307282209,Chhattisgarh
4750,NA,0.038413171,0.405317307,0.389747769,0.235544756,0.079138324,0.196358845,0.724502861,0.429809034,0.806439161,0.094504111,0.099056728,State+Urban+sex1,22,0,state,urban/rural,2019,Gender,2019,NA,Female,0.164949626,0.367133379,0.913493514,0.761129856,Chhattisgarh
4751,NA,0.137984723,0.785565734,0.677169681,0.041420076,0.520590484,0.061331164,0.418078333,0.202233121,0.061185073,0.609097004,0.329717904,State+Urban+sex1,22,1,state,urban/rural,2019,Gender,2019,NA,Male,1.320963979,1.596368432,0.352008104,0.163361251,Chhattisgarh
4752,NA,0.145338878,0.242621526,0.207359195,0.041968878,0.572237194,0.043162961,0.384599864,0.478056639,0.104105666,0.758816779,0.13707754,State+Urban+sex1,22,1,state,urban/rural,2019,Gender,2019,NA,Female,0.891599894,1.212023973,0.680385411,0.477368385,Chhattisgarh
4753,NA,0.09994854,0.805318534,0.724828124,0.121665962,0.080349721,0.252152145,0.667498112,0.156781659,0.681149542,0.143304586,0.175545841,State+Urban+sex1,23,0,state,urban/rural,2019,Gender,2019,NA,Male,0.645375788,0.917893648,0.517894506,0.314098805,Madhya Pradesh
4754,NA,0.054410256,0.321897924,0.304383397,0.157648399,0.057705227,0.284273177,0.658021569,0.620439589,0.803481221,0.078750893,0.117767915,State+Urban+sex1,23,0,state,urban/rural,2019,Gender,2019,NA,Female,0.154772729,0.41236195,0.911086082,0.73529762,Madhya Pradesh
4755,NA,0.15237686,0.748702943,0.634617925,0.04064206,0.459860981,0.12221279,0.417926222,0.193506122,0.06432084,0.629056633,0.306622535,State+Urban+sex1,23,1,state,urban/rural,2019,Gender,2019,NA,Male,1.043282509,1.370430708,0.44884485,0.211000144,Madhya Pradesh
4756,NA,0.108017348,0.194834381,0.17378889,0.017803069,0.494158864,0.112248555,0.393592566,0.522597611,0.087845095,0.601733088,0.310421824,State+Urban+sex1,23,1,state,urban/rural,2019,Gender,2019,NA,Female,0.833030343,1.160894871,0.720102727,0.531042397,Madhya Pradesh
4757,NA,0.029996365,0.792616546,0.768840969,0.101422265,0.172573343,0.228793681,0.598632991,0.104510866,0.650168955,0.183321029,0.166510001,State+Urban+sex1,24,0,state,urban/rural,2019,Gender,2019,NA,Male,0.860195816,1.068422318,0.350260586,0.202911839,Gujarat
4758,NA,0.003712392,0.377790064,0.376387566,0.142543346,0.075781666,0.25704813,0.667170227,0.562645435,0.876087606,0.062591687,0.061320707,State+Urban+sex1,24,0,state,urban/rural,2019,Gender,2019,NA,Female,0.312889934,0.538564622,0.771991432,0.604454577,Gujarat
4759,NA,0.043822542,0.769157767,0.735451341,0.037170343,0.515823066,0.057781201,0.426395744,0.105750151,0.052143402,0.499361545,0.44849506,State+Urban+sex1,24,1,state,urban/rural,2019,Gender,2019,NA,Male,1.185311079,1.296646833,0.214046627,0.131438121,Gujarat
4760,NA,0.040374406,0.195072606,0.187196672,0.021194192,0.476244867,0.096795797,0.426959336,0.537921786,0.078596823,0.512808621,0.408594549,State+Urban+sex1,24,1,state,urban/rural,2019,Gender,2019,NA,Female,0.652755201,0.964845419,0.622313321,0.432890087,Gujarat
4761,NA,0.037572313,0.803051591,0.772879064,0.04488061,0.575636268,0.023296127,0.401067585,0.095266044,0.338081509,0.17355302,0.488365471,State+Urban+sex1,25,0,state,urban/rural,2019,Gender,2019,NA,Male,1.430784583,1.547777295,0.187397629,0.075798571,Daman & Diu
4762,NA,0.007287918,0.390230238,0.387386262,0.227744579,0.294155717,0.042321529,0.66352278,0.596365511,0.627607644,0.112482823,0.25990954,State+Urban+sex1,25,0,state,urban/rural,2019,Gender,2019,NA,Female,0.401135296,0.496561021,0.699839711,0.617477894,Daman & Diu
4763,NA,0.046346974,0.908418655,0.866316199,0.007998052,0.846922457,0.000226734,0.152850837,0.07936205,0.047281049,0.189570606,0.763148367,State+Urban+sex1,25,1,state,urban/rural,2019,Gender,2019,NA,Male,1.833547115,1.859323382,0.036765888,0.017207431,Daman & Diu
4764,NA,0.030804273,0.251021713,0.243289158,0.005918392,0.758057892,0.034173902,0.207768232,0.656276882,0,0.670390546,0.329609424,State+Urban+sex1,25,1,state,urban/rural,2019,Gender,2019,NA,Female,1.19767642,1.488674283,0.319781154,0.17261152,Daman & Diu
4765,NA,0.074696042,0.761700213,0.704804242,0.064613,0.164102182,0.295014679,0.540883124,0.137239978,0.651231289,0.210809097,0.137959629,State+Urban+sex1,27,0,state,urban/rural,2019,Gender,2019,NA,Male,0.901739299,1.108979106,0.34864378,0.193320811,Maharashtra
4766,NA,0.045673247,0.438514084,0.418485731,0.151947856,0.055954445,0.405290663,0.53875488,0.445285559,0.859983504,0.081397027,0.058619466,State+Urban+sex1,27,0,state,urban/rural,2019,Gender,2019,NA,Female,0.244451404,0.501567721,0.826738358,0.631715655,Maharashtra
4767,NA,0.114783287,0.733479261,0.649288118,0.021414731,0.553169549,0.096062399,0.350768059,0.134994283,0.033315483,0.655256093,0.311428428,State+Urban+sex1,27,1,state,urban/rural,2019,Gender,2019,NA,Male,1.711603642,1.824794292,0.182869792,0.105093516,Maharashtra
4768,NA,0.131408036,0.248201907,0.215586185,0.014751455,0.645014465,0.054498777,0.300486743,0.459545225,0.039950907,0.74649632,0.213552773,State+Urban+sex1,27,1,state,urban/rural,2019,Gender,2019,NA,Female,1.419704318,1.700075269,0.416783273,0.258343518,Maharashtra
4769,NA,0.096338421,0.776486516,0.701681018,0.034684695,0.14648883,0.372656852,0.480854303,0.196137592,0.536440969,0.246024191,0.217534855,State+Urban+sex1,28,0,state,urban/rural,2019,Gender,2019,NA,Male,0.990279794,1.185052395,0.27188915,0.119970933,Andhra Pradesh
4770,NA,0.090354361,0.399035007,0.362980455,0.08074522,0.100663744,0.508848965,0.390487283,0.500106394,0.658320963,0.173394412,0.16828464,State+Urban+sex1,28,0,state,urban/rural,2019,Gender,2019,NA,Female,0.396032453,0.817131519,0.751427174,0.460280836,Andhra Pradesh
4771,NA,0.132575512,0.74243629,0.644007385,0.010885234,0.46965161,0.185745388,0.344603002,0.228082091,0.053850714,0.626682699,0.319466561,State+Urban+sex1,28,1,state,urban/rural,2019,Gender,2019,NA,Male,1.362279773,1.546853185,0.233811483,0.099714428,Andhra Pradesh
4772,NA,0.134439379,0.265875369,0.230131239,0.02947337,0.472915709,0.138552457,0.388531834,0.511590242,0.086787991,0.654552937,0.258659095,State+Urban+sex1,28,1,state,urban/rural,2019,Gender,2019,NA,Female,0.66360271,1.099658251,0.664176524,0.384326309,Andhra Pradesh
4773,NA,0.04446651,0.795516789,0.760142922,0.10516379,0.134567484,0.239319608,0.626112878,0.117634036,0.627113938,0.198558509,0.174327552,State+Urban+sex1,29,0,state,urban/rural,2019,Gender,2019,NA,Male,1.017779827,1.152312517,0.316315293,0.206847593,Karnataka
4774,NA,0.03382339,0.36375162,0.351448298,0.120023079,0.131241277,0.35641703,0.512341678,0.530433238,0.748561025,0.152930647,0.098508336,State+Urban+sex1,29,0,state,urban/rural,2019,Gender,2019,NA,Female,0.427543342,0.747726917,0.783660531,0.561218321,Karnataka
4775,NA,0.053902306,0.731872678,0.692423105,0.019823005,0.531270981,0.121852852,0.346876174,0.113808706,0.054298021,0.637133121,0.308568865,State+Urban+sex1,29,1,state,urban/rural,2019,Gender,2019,NA,Male,1.627351522,1.746051073,0.179273069,0.098377526,Karnataka
4776,NA,0.169903442,0.243050709,0.201755553,0.01703361,0.636516273,0.107437998,0.256045729,0.530913293,0.080085494,0.651122928,0.268791586,State+Urban+sex1,29,1,state,urban/rural,2019,Gender,2019,NA,Female,1.281850815,1.555924416,0.478538036,0.313570142,Karnataka
4777,NA,0.090530515,0.756420672,0.687941492,0.012897848,0.529070675,0.055506453,0.415422857,0.198493883,0.233483508,0.524639308,0.241877183,State+Urban+sex1,30,0,state,urban/rural,2019,Gender,2019,NA,Male,2.338157415,2.338157415,0.074050084,0.074050084,Goa
4778,NA,0.165387452,0.229863539,0.191846997,0.084852211,0.32489571,0.120065719,0.555038571,0.240990639,0.480837882,0.429333568,0.089828536,State+Urban+sex1,30,0,state,urban/rural,2019,Gender,2019,NA,Female,1.14465785,1.191409349,0.524277329,0.512589455,Goa
4779,NA,0.078795642,0.730464876,0.672907412,0.013061685,0.677453279,0.035308897,0.287237853,0.200138569,0.019053958,0.706697106,0.274248928,State+Urban+sex1,30,1,state,urban/rural,2019,Gender,2019,NA,Male,2.595454454,2.716311455,0.117861465,0.075742774,Goa
4780,NA,0.147736564,0.306648433,0.261345237,0.010689899,0.782471001,0.053373415,0.164155602,0.443766356,0.034563553,0.723250031,0.242186382,State+Urban+sex1,30,1,state,urban/rural,2019,Gender,2019,NA,Female,2.739704847,2.834961891,0.120433703,0.070711531,Goa
4781,NA,0.027321674,0.793661416,0.771977246,0,0.296174586,0.112119041,0.591706395,0.014634349,0.622350395,0.234645799,0.143003836,State+Urban+sex1,31,0,state,urban/rural,2019,Gender,2019,NA,Male,2.034136772,2.040274143,0.033968784,0.02783134,Lakshadweep
4782,NA,0.561048329,0.461125106,0.202411622,0.041673731,0.794113934,0,0.205886066,0.926559329,0,0.450964749,0.549035251,State+Urban+sex1,31,0,state,urban/rural,2019,Gender,2019,NA,Female,2.28445363,2.28445363,0.247774288,0.247774288,Lakshadweep
4783,NA,0.248552635,0.818596542,0.615132213,0.006334602,0.618521273,0.070971966,0.310506761,0.372044086,0.081783898,0.617500961,0.300715148,State+Urban+sex1,31,1,state,urban/rural,2019,Gender,2019,NA,Male,2.01683569,2.164652824,0.193956509,0.077602811,Lakshadweep
4784,NA,0.179428563,0.255814135,0.209913775,0,0.912248611,0,0.087751396,0.716310084,0.039731227,0.872497022,0.087771758,State+Urban+sex1,31,1,state,urban/rural,2019,Gender,2019,NA,Female,2.570915222,2.874206543,0.279667884,0.188438952,Lakshadweep
4785,NA,0.141433999,0.708176076,0.608015895,0.006331757,0.256053537,0.298434228,0.445512235,0.208852798,0.278938532,0.427724004,0.293337464,State+Urban+sex1,32,0,state,urban/rural,2019,Gender,2019,NA,Male,1.221589804,1.3181566,0.220233351,0.135837436,Kerala
4786,NA,0.211549893,0.298172742,0.235094324,0.034655996,0.351799309,0.204734623,0.443466067,0.484091699,0.320387244,0.453550935,0.226061851,State+Urban+sex1,32,0,state,urban/rural,2019,Gender,2019,NA,Female,0.884828329,1.123470902,0.575512767,0.4007532,Kerala
4787,NA,0.153164506,0.683548927,0.578853488,0.005890511,0.357379735,0.235392138,0.407228112,0.210138708,0.116983242,0.568158805,0.31485793,State+Urban+sex1,32,1,state,urban/rural,2019,Gender,2019,NA,Male,1.37215066,1.493277192,0.233865678,0.139427543,Kerala
4788,NA,0.203675792,0.260257244,0.20724915,0.019605732,0.551891565,0.112258367,0.33585009,0.458467007,0.097579323,0.675876975,0.226543695,State+Urban+sex1,32,1,state,urban/rural,2019,Gender,2019,NA,Female,1.206122279,1.546506047,0.526556253,0.335270524,Kerala
4789,NA,0.111144848,0.785533011,0.698225081,0.019255264,0.251826853,0.354672134,0.393501014,0.195240542,0.391893089,0.29475984,0.313347042,State+Urban+sex1,33,0,state,urban/rural,2019,Gender,2019,NA,Male,1.264415741,1.411107898,0.230532035,0.115546539,Tamil Nadu
4790,NA,0.081377938,0.42730701,0.39253363,0.067500263,0.141341597,0.420609415,0.438048989,0.484594852,0.567132413,0.148044318,0.284823269,State+Urban+sex1,33,0,state,urban/rural,2019,Gender,2019,NA,Female,0.363163918,0.707191527,0.802838981,0.557593763,Tamil Nadu
4791,NA,0.101932064,0.749303877,0.67292583,0.010430183,0.506059885,0.187992319,0.30594781,0.159562632,0.065849885,0.587394297,0.346755803,State+Urban+sex1,33,1,state,urban/rural,2019,Gender,2019,NA,Male,1.577259064,1.739383578,0.213846251,0.107139289,Tamil Nadu
4792,NA,0.102372564,0.30423522,0.273089886,0.020398814,0.583286703,0.139346793,0.277366519,0.452524364,0.080999978,0.549122274,0.369877756,State+Urban+sex1,33,1,state,urban/rural,2019,Gender,2019,NA,Female,1.097134233,1.50940752,0.580257595,0.35591346,Tamil Nadu
4793,NA,0.089305684,0.76996839,0.70120585,0.038731087,0.355498165,0.167685106,0.476816714,0.258745998,0.350798368,0.356549054,0.292652577,State+Urban+sex1,34,0,state,urban/rural,2019,Gender,2019,NA,Male,1.631417036,1.675255895,0.103400275,0.070927493,Puducherry
4794,NA,0.1091602,0.350189239,0.311962515,0.014398657,0.373373777,0.157047182,0.469579041,0.527741492,0.412737429,0.276058316,0.311204225,State+Urban+sex1,34,0,state,urban/rural,2019,Gender,2019,NA,Female,1.041226029,1.596611738,0.530311763,0.116605066,Puducherry
4795,NA,0.104863048,0.693145692,0.620460331,0.01068593,0.545006514,0.0954035,0.359590024,0.14586471,0.023826541,0.636918247,0.339255184,State+Urban+sex1,34,1,state,urban/rural,2019,Gender,2019,NA,Male,1.854221702,1.923465729,0.114609055,0.053787809,Puducherry
4796,NA,0.135320753,0.266060919,0.230057344,0.01863268,0.700242341,0.00698323,0.292774409,0.48213315,0.028185602,0.78422457,0.187589809,State+Urban+sex1,34,1,state,urban/rural,2019,Gender,2019,NA,Female,1.413145065,1.758937359,0.415399849,0.152203083,Puducherry
4797,NA,0.12138433,0.71738869,0.630308926,0.015825938,0.517657876,0.131719843,0.350622267,0.151774213,0.28270793,0.365350842,0.351941228,State+Urban+sex1,35,0,state,urban/rural,2019,Gender,2019,NA,Male,1.611403108,1.661016464,0.088704772,0.05485931,Andaman and Nicobar Island
4798,NA,0.28942436,0.350414664,0.248996139,0.022328936,0.681189775,0.120904677,0.197905526,0.616817892,0.151089817,0.676496685,0.172413483,State+Urban+sex1,35,0,state,urban/rural,2019,Gender,2019,NA,Female,1.528190255,1.64785111,0.346318901,0.229380891,Andaman and Nicobar Island
4799,NA,0.095806479,0.819449067,0.740940571,0.003961196,0.674132526,0.149285048,0.176582396,0.162866965,0.021536086,0.683956742,0.294507176,State+Urban+sex1,35,1,state,urban/rural,2019,Gender,2019,NA,Male,1.869423628,1.892573714,0.107856296,0.089307785,Andaman and Nicobar Island
4800,NA,0.312746197,0.333294958,0.229058221,0.007297986,0.812616587,0.00991132,0.177472115,0.547975957,0.008339953,0.910303891,0.08135616,State+Urban+sex1,35,1,state,urban/rural,2019,Gender,2019,NA,Female,1.717643261,1.932201385,0.25746271,0.119042195,Andaman and Nicobar Island
4801,NA,0.074675791,0.760593414,0.703795493,0.049617417,0.115840837,0.282635748,0.601523399,0.170455694,0.705504775,0.185463458,0.109031774,State+Urban+sex1,36,0,state,urban/rural,2019,Gender,2019,NA,Male,1.001635671,1.172180891,0.262647361,0.111157045,Telangana
4802,NA,0.060289226,0.508061707,0.477431089,0.150817379,0.092241056,0.421294481,0.486464471,0.363835514,0.688833654,0.0946519,0.216514438,State+Urban+sex1,36,0,state,urban/rural,2019,Gender,2019,NA,Female,0.421747118,0.676029563,0.698213756,0.476016283,Telangana
4803,NA,0.120782338,0.742233396,0.652584672,0.014341886,0.55937916,0.111274049,0.329346806,0.199646041,0.028020322,0.67197156,0.300008118,State+Urban+sex1,36,1,state,urban/rural,2019,Gender,2019,NA,Male,1.631533146,1.714042068,0.123480387,0.058804151,Telangana
4804,NA,0.143785402,0.28296411,0.242277995,0.023651538,0.564597964,0.133225441,0.302176595,0.514363945,0.095150501,0.687239289,0.217610225,State+Urban+sex1,36,1,state,urban/rural,2019,Gender,2019,NA,Female,0.901131809,1.252259851,0.55371505,0.30244121,Telangana
4805,NA,0.087593667,0.511629879,0.466814339,0.064892106,0.241422981,0.214997888,0.543579102,0.347928941,0.43667236,0.328070313,0.235257328,AllStates+AllSectors+All,NA,99,allindia,All,2019,All,2019,NA,NA,0.902546585,1.110829949,0.430142611,0.277460396,India
4806,NA,0.078183025,0.525259078,0.484192699,0.085015133,0.133198768,0.258316398,0.608484864,0.35619545,0.594985306,0.20699051,0.198024184,AllStates+Urban+All,NA,0,allindia,urban/rural,2019,All,2019,NA,NA,0.743245721,0.953964949,0.474147439,0.314846843,India
4807,NA,0.109554358,0.482418835,0.429567754,0.021762988,0.503105223,0.110255279,0.386639476,0.329306871,0.054217447,0.620576799,0.325205743,AllStates+Urban+All,NA,1,allindia,urban/rural,2019,All,2019,NA,NA,1.287730336,1.490123749,0.323882312,0.187181726,India
4808,NA,0.091356814,0.527005076,0.478859603,0.068424217,0.283743858,0.150378004,0.565878153,0.264021575,0.317169905,0.379022896,0.303807169,State+AllSectors+All,1,99,state,All,2019,All,2019,NA,NA,1.155066848,1.313137531,0.353446901,0.240984827,Jammu and Kashmir
4809,NA,0.069389984,0.674542427,0.627735972,0.136308551,0.238830283,0.11495129,0.646218419,0.236501664,0.531130314,0.23421666,0.234653026,State+AllSectors+All,2,99,state,All,2019,All,2019,NA,NA,0.778801918,0.899238467,0.562467873,0.471247315,Himachal Pradesh
4810,NA,0.109169759,0.51044631,0.454721004,0.038002055,0.358199358,0.192497998,0.449302644,0.350539804,0.241960287,0.442623764,0.315415949,State+AllSectors+All,3,99,state,All,2019,All,2019,NA,NA,1.01837635,1.1665622,0.324222296,0.211130157,Punjab
4811,NA,0.087089412,0.483152956,0.441075444,0.018723186,0.691982627,0.064185448,0.243831903,0.288135201,0.006984398,0.80016315,0.192852437,State+AllSectors+All,4,99,state,All,2019,All,2019,NA,NA,1.552209973,1.649136543,0.162120804,0.097730383,Chandigarh
4812,NA,0.110446826,0.524520159,0.466588587,0.088074744,0.257737428,0.090428129,0.651834428,0.317305237,0.474684924,0.311460227,0.213854849,State+AllSectors+All,5,99,state,All,2019,All,2019,NA,NA,0.932856441,1.106760025,0.412705243,0.286542267,Uttrakhand
4813,NA,0.085613333,0.452611834,0.413862228,0.032279294,0.40071094,0.179013982,0.420275092,0.347241282,0.26651451,0.388983399,0.344502121,State+AllSectors+All,6,99,state,All,2019,All,2019,NA,NA,1.33982861,1.423870325,0.194342792,0.13027218,Haryana
4814,NA,0.11555814,0.473119438,0.41844666,0.007749304,0.667741299,0.024318455,0.307940215,0.323427111,0.003447957,0.717118084,0.279433936,State+AllSectors+All,7,99,state,All,2019,All,2019,NA,NA,1.669053674,1.758084297,0.155117646,0.082004257,Delhi
4815,NA,0.080578327,0.531633794,0.488795608,0.121670306,0.169571787,0.115935437,0.714492798,0.325288981,0.533846855,0.242813051,0.223340109,State+AllSectors+All,8,99,state,All,2019,All,2019,NA,NA,0.696911633,0.829611361,0.458424181,0.352181166,Rajasthan
4816,NA,0.083465159,0.452358872,0.414602667,0.077894516,0.157657847,0.159191594,0.683150589,0.380515754,0.511915326,0.260545701,0.227538958,State+AllSectors+All,9,99,state,All,2019,All,2019,NA,NA,0.708353877,0.920851469,0.494905114,0.335263491,Uttar Pradesh
4817,NA,0.063147783,0.417804688,0.391421258,0.027625626,0.096667305,0.314366192,0.588966489,0.369131029,0.471256316,0.28992331,0.238820374,State+AllSectors+All,10,99,state,All,2019,All,2019,NA,NA,1.016452909,1.149024963,0.210277915,0.10891401,Bihar
4818,NA,0.03248198,0.677278936,0.655279577,0.115924992,0.388369262,0.078764454,0.532866299,0.194712237,0.372402102,0.462738425,0.164859459,State+AllSectors+All,11,99,state,All,2019,All,2019,NA,NA,1.179554224,1.305266023,0.400722444,0.30956459,Sikkim
4819,NA,0.066956565,0.473450959,0.441750318,0.067844935,0.27494061,0.036678392,0.688380957,0.248192579,0.540526092,0.38117525,0.078298673,State+AllSectors+All,12,99,state,All,2019,All,2019,NA,NA,1.25321269,1.435840487,0.328987956,0.200566545,Arunachal Pradesh
4820,NA,0.258171827,0.598688185,0.444123775,0.112833597,0.327804208,0.026171353,0.646024466,0.441327751,0.475668281,0.430842727,0.093488991,State+AllSectors+All,13,99,state,All,2019,All,2019,NA,NA,1.03369391,1.178712964,0.430863112,0.335061401,Nagaland
4821,NA,0.097690143,0.502429128,0.453346759,0.027187137,0.32061711,0.079034559,0.600348353,0.30397886,0.304083019,0.484749764,0.211167216,State+AllSectors+All,14,99,state,All,2019,All,2019,NA,NA,1.236772895,1.45398283,0.286230326,0.136424989,Manipur
4822,NA,0.057006877,0.535893202,0.505343616,0.083196484,0.242558673,0.087488584,0.66995275,0.195051625,0.412118703,0.452509612,0.135371685,State+AllSectors+All,15,99,state,All,2019,All,2019,NA,NA,1.621687174,1.767664313,0.298014522,0.211080834,Mizoram
4823,NA,0.035048448,0.511811078,0.493872911,0.043226309,0.191958025,0.241066903,0.566975057,0.349767655,0.402905941,0.376465589,0.22062847,State+AllSectors+All,16,99,state,All,2019,All,2019,NA,NA,0.915538728,1.224581599,0.423822999,0.197461665,Tripura
4824,NA,0.02776893,0.59254241,0.57608813,0.117305979,0.201041088,0.2517865,0.547172427,0.187426969,0.519166887,0.307240725,0.173592389,State+AllSectors+All,17,99,state,All,2019,All,2019,NA,NA,1.036420226,1.244014025,0.464017063,0.33195895,Meghalaya
4825,NA,0.10828615,0.463249117,0.413085639,0.017446198,0.273858726,0.181662738,0.544478536,0.41368106,0.354852676,0.439451516,0.205695793,State+AllSectors+All,18,99,state,All,2019,All,2019,NA,NA,1.075663924,1.316290259,0.322401553,0.163303569,Assam
4826,NA,0.092188254,0.509097755,0.462164938,0.031584706,0.247916669,0.243263274,0.508820057,0.391050071,0.349293113,0.394173235,0.256533653,State+AllSectors+All,19,99,state,All,2019,All,2019,NA,NA,0.758266151,1.067361355,0.528513908,0.302180082,West Bengal
4827,NA,0.091733627,0.485838592,0.441270858,0.095892802,0.163631499,0.178515211,0.657853305,0.377418339,0.471252739,0.256628782,0.272118449,State+AllSectors+All,20,99,state,All,2019,All,2019,NA,NA,0.614975512,0.871314585,0.602395892,0.414155543,Jharkhand
4828,NA,0.115092613,0.505659401,0.447461754,0.073932514,0.16588977,0.235037401,0.599072814,0.41849184,0.466412604,0.273217887,0.260369509,State+AllSectors+All,21,99,state,All,2019,All,2019,NA,NA,0.683892846,0.964816272,0.550610006,0.338232458,Odisha
4829,NA,0.080988936,0.568934381,0.52285701,0.152047262,0.176496848,0.148955896,0.674547255,0.31792587,0.629350901,0.210908383,0.159740746,State+AllSectors+All,22,99,state,All,2019,All,2019,NA,NA,0.625237525,0.870515168,0.618081748,0.434040427,Chhattisgarh
4830,NA,0.101226844,0.544768035,0.489622891,0.108696885,0.165766716,0.228315741,0.605917573,0.367415041,0.564577281,0.241641447,0.193781301,State+AllSectors+All,23,99,state,All,2019,All,2019,NA,NA,0.621182024,0.903244615,0.600486457,0.397141099,Madhya Pradesh
4831,NA,0.030216154,0.546449542,0.529937923,0.081009798,0.284011841,0.170850307,0.545137882,0.314984709,0.463869661,0.283588141,0.252542198,State+AllSectors+All,24,99,state,All,2019,All,2019,NA,NA,0.839918315,1.029069185,0.409950167,0.275774062,Gujarat
4832,NA,0.039159317,0.64247483,0.617315948,0.04813109,0.723192692,0.01290939,0.263897896,0.276083171,0.164476484,0.226536989,0.608986557,State+AllSectors+All,25,99,state,All,2019,All,2019,NA,NA,1.540041566,1.619656086,0.163427919,0.104266882,Daman & Diu
4833,NA,0.084907874,0.557191968,0.509881973,0.069366604,0.288033724,0.24477981,0.467186481,0.281505287,0.47634545,0.349897027,0.173757523,State+AllSectors+All,27,99,state,All,2019,All,2019,NA,NA,1.017342091,1.216886997,0.419528157,0.275950789,Maharashtra
4834,NA,0.105276227,0.556401908,0.49782598,0.046156574,0.223920703,0.352276891,0.423802406,0.353462428,0.437122643,0.334400892,0.22847645,State+AllSectors+All,28,99,state,All,2019,All,2019,NA,NA,0.888501108,1.157062531,0.415081203,0.221872911,Andhra Pradesh
4835,NA,0.05666358,0.540446222,0.509822607,0.073681228,0.286368221,0.219409883,0.494221896,0.31997776,0.446276903,0.349425912,0.204297185,State+AllSectors+All,29,99,state,All,2019,All,2019,NA,NA,1.090248585,1.269599676,0.386539906,0.257487476,Karnataka
4836,NA,0.102916196,0.50271672,0.450979024,0.027317209,0.623906136,0.051515982,0.324577868,0.282660812,0.121467739,0.635133982,0.243398294,State+AllSectors+All,30,99,state,All,2019,All,2019,NA,NA,2.421415806,2.498174667,0.142437518,0.113209873,Goa
4837,NA,0.220187247,0.555589259,0.433255583,0.006327268,0.610557795,0.063328788,0.326113433,0.501082897,0.192206219,0.573208988,0.234584793,State+AllSectors+All,31,99,state,All,2019,All,2019,NA,NA,2.140394926,2.279907227,0.176841438,0.09543521,Lakshadweep
4838,NA,0.166559726,0.471678317,0.393115699,0.017547492,0.346662581,0.23612307,0.417214364,0.342254102,0.206598669,0.513239563,0.280161798,State+AllSectors+All,32,99,state,All,2019,All,2019,NA,NA,1.21405673,1.376051784,0.326310694,0.208702818,Kerala
4839,NA,0.101015337,0.562096894,0.505316496,0.030575586,0.350510657,0.28886649,0.360622853,0.326776713,0.287451982,0.387454867,0.32509315,State+AllSectors+All,33,99,state,All,2019,All,2019,NA,NA,1.148379564,1.37657547,0.392295212,0.237924308,Tamil Nadu
4840,NA,0.106929608,0.506118715,0.451999635,0.018458668,0.505086958,0.105205745,0.389707297,0.325129509,0.149675056,0.55175072,0.298574179,State+AllSectors+All,34,99,state,All,2019,All,2019,NA,NA,1.631929755,1.7968117,0.209554657,0.081692271,Puducherry
4841,NA,0.164293632,0.563192725,0.470663726,0.013403136,0.62313062,0.124599487,0.252269924,0.349032074,0.148414999,0.571125925,0.280459076,State+AllSectors+All,35,99,state,All,2019,All,2019,NA,NA,1.696478724,1.763160348,0.149838716,0.098849341,Andaman and Nicobar Island
4842,NA,0.089183532,0.586566865,0.53425473,0.068987891,0.259870827,0.265217125,0.474912018,0.300429076,0.477384716,0.32609868,0.196516588,State+AllSectors+All,36,99,state,All,2019,All,2019,NA,NA,0.989717543,1.1771245,0.374395728,0.216380402,Telangana
4843,NA,0.077208012,0.533767521,0.492556423,0.08074145,0.247521251,0.163321033,0.589157701,0.257724524,0.376292467,0.316445142,0.307262391,State+Urban+All,1,0,state,urban/rural,2019,All,2019,NA,NA,1.087823629,1.237689257,0.371964037,0.262277871,Jammu and Kashmir
4844,NA,0.149323389,0.501000643,0.426189542,0.02105925,0.444696158,0.092866667,0.462437183,0.291974127,0.054415196,0.6571334,0.288451433,State+Urban+All,1,1,state,urban/rural,2019,All,2019,NA,NA,1.453856587,1.648386002,0.27122581,0.146437943,Jammu and Kashmir
4845,NA,0.068679489,0.687268436,0.64006722,0.152791977,0.199703619,0.113160782,0.687135577,0.231544897,0.589652896,0.19786799,0.212479115,State+Urban+All,2,0,state,urban/rural,2019,All,2019,NA,NA,0.682667136,0.80316776,0.602177739,0.510305583,Himachal Pradesh
4846,NA,0.075126924,0.586805224,0.542720377,0.022666523,0.55696696,0.129509792,0.313523263,0.263346583,0.055286568,0.529765546,0.414947927,State+Urban+All,2,1,state,urban/rural,2019,All,2019,NA,NA,1.560468197,1.680383801,0.239734203,0.153809264,Himachal Pradesh
4847,NA,0.116812505,0.512076974,0.452259988,0.046450187,0.250321209,0.260517746,0.489161044,0.355983198,0.361343235,0.346134901,0.292521864,State+Urban+All,3,0,state,urban/rural,2019,All,2019,NA,NA,0.945053279,1.069946408,0.328814566,0.227949128,Punjab
4848,NA,0.095916048,0.507642865,0.458951801,0.023478549,0.54061228,0.077482305,0.381905407,0.340654224,0.039716907,0.606082916,0.354200184,State+Urban+All,3,1,state,urban/rural,2019,All,2019,NA,NA,1.142359614,1.329931378,0.316457123,0.182690665,Punjab
