,m_poor_1_20,m_poor_1_33,m_poor_1_50,Year,level,area,dem,SourceSheet,sector,StateName,multidimensionally_poor_1_33,multidimensionally_poor_1_50,head_age_cat,edu_group,head_gender,hhsize_cat
3664,0.181110263,0.056599174,0.006593781,2015,State,urban/rural,HH Size,statesector,0,Sikkim,NA,NA,NA,NA,NA,4 to 6
3665,0.234117717,0.050141659,0.009686294,2015,State,urban/rural,HH Size,statesector,0,Sikkim,NA,NA,NA,NA,NA,7+
3666,0.096420959,0.021840446,0,2015,State,urban/rural,HH Size,statesector,1,Sikkim,NA,NA,NA,NA,NA,1
3667,0.102333859,0.024261896,0,2015,State,urban/rural,HH Size,statesector,1,Sikkim,NA,NA,NA,NA,NA,2 to 3
3668,0.088787518,0.032354534,0.002160785,2015,State,urban/rural,HH Size,statesector,1,Sikkim,NA,NA,NA,NA,NA,4 to 6
3669,0.150480956,0.05004834,0,2015,State,urban/rural,HH Size,statesector,1,Sikkim,NA,NA,NA,NA,NA,7+
34,0.164932117,0.038375616,0.002207281,2019,State,All,All Households,state,99,Tamil Nadu,NA,NA,NA,NA,NA,NA
100,0.231947199,0.053213075,0.003506249,2019,State,urban/rural,All Households,statesector,0,Tamil Nadu,NA,NA,NA,NA,NA,NA
101,0.088378064,0.021426186,0.000723416,2019,State,urban/rural,All Households,statesector,1,Tamil Nadu,NA,NA,NA,NA,NA,NA
277,0.274322718,0.055058368,0.006431352,2019,State,All,Age,state,99,Tamil Nadu,NA,NA,15 to 29,NA,NA,NA
278,0.147437066,0.033324029,0.003239459,2019,State,All,Age,state,99,Tamil Nadu,NA,NA,30 to 45,NA,NA,NA
279,0.149987653,0.030806042,0.001640028,2019,State,All,Age,state,99,Tamil Nadu,NA,NA,45 to 64,NA,NA,NA
280,0.219395995,0.065922454,0.000588172,2019,State,All,Age,state,99,Tamil Nadu,NA,NA,65+,NA,NA,NA
281,0.107035652,0,0,2019,State,All,Age,state,99,Tamil Nadu,NA,NA,NA,NA,NA,NA
592,0.338045597,0.063256167,0.009943509,2019,State,urban/rural,Age,statesector,0,Tamil Nadu,NA,NA,15 to 29,NA,NA,NA
593,0.195294619,0.044785704,0.004852816,2019,State,urban/rural,Age,statesector,0,Tamil Nadu,NA,NA,30 to 45,NA,NA,NA
594,0.225009561,0.042902406,0.002762867,2019,State,urban/rural,Age,statesector,0,Tamil Nadu,NA,NA,45 to 64,NA,NA,NA
595,0.306681633,0.096685082,0.000977488,2019,State,urban/rural,Age,statesector,0,Tamil Nadu,NA,NA,65+,NA,NA,NA
596,0.104390822,0,0,2019,State,urban/rural,Age,statesector,0,Tamil Nadu,NA,NA,NA,NA,NA,NA
597,0.184255645,0.043471452,0.001467205,2019,State,urban/rural,Age,statesector,1,Tamil Nadu,NA,NA,15 to 29,NA,NA,NA
598,0.090972684,0.019801058,0.001335951,2019,State,urban/rural,Age,statesector,1,Tamil Nadu,NA,NA,30 to 45,NA,NA,NA
599,0.067414515,0.017492136,0.000404171,2019,State,urban/rural,Age,statesector,1,Tamil Nadu,NA,NA,45 to 64,NA,NA,NA
600,0.121257603,0.031334918,0.000150451,2019,State,urban/rural,Age,statesector,1,Tamil Nadu,NA,NA,65+,NA,NA,NA
601,0.110520989,0,0,2019,State,urban/rural,Age,statesector,1,Tamil Nadu,NA,NA,NA,NA,NA,NA
816,0.337711036,0.098889247,0.004512684,2019,State,All,Education,state,99,Tamil Nadu,NA,NA,NA,No education / Preschool,NA,NA
817,0.231851891,0.053323895,0.004765098,2019,State,All,Education,state,99,Tamil Nadu,NA,NA,NA,Primary,NA,NA
818,0.095560707,0.01601043,0.000466298,2019,State,All,Education,state,99,Tamil Nadu,NA,NA,NA,Secondary,NA,NA
819,0.041646417,0.003857248,0.000475945,2019,State,All,Education,state,99,Tamil Nadu,NA,NA,NA,Higher,NA,NA
820,0.138619259,0.0242036,0.0242036,2019,State,All,Education,state,99,Tamil Nadu,NA,NA,NA,NA,NA,NA
1138,0.391790628,0.116271876,0.006048227,2019,State,urban/rural,Education,statesector,0,Tamil Nadu,NA,NA,NA,No education / Preschool,NA,NA
1139,0.282082766,0.061771095,0.006029862,2019,State,urban/rural,Education,statesector,0,Tamil Nadu,NA,NA,NA,Primary,NA,NA
1140,0.141287491,0.021317035,0.000932404,2019,State,urban/rural,Education,statesector,0,Tamil Nadu,NA,NA,NA,Secondary,NA,NA
1141,0.083050653,0.011233362,0.001533266,2019,State,urban/rural,Education,statesector,0,Tamil Nadu,NA,NA,NA,Higher,NA,NA
1142,0.191922486,0.037588689,0.037588689,2019,State,urban/rural,Education,statesector,0,Tamil Nadu,NA,NA,NA,NA,NA,NA
1143,0.225037798,0.062673055,0.001313425,2019,State,urban/rural,Education,statesector,1,Tamil Nadu,NA,NA,NA,No education / Preschool,NA,NA
1144,0.156497285,0.040651698,0.002867744,2019,State,urban/rural,Education,statesector,1,Tamil Nadu,NA,NA,NA,Primary,NA,NA
1145,0.049815055,0.010701634,0,2019,State,urban/rural,Education,statesector,1,Tamil Nadu,NA,NA,NA,Secondary,NA,NA
1146,0.023008648,0.000536953,0,2019,State,urban/rural,Education,statesector,1,Tamil Nadu,NA,NA,NA,Higher,NA,NA
1147,0.042233646,0,0,2019,State,urban/rural,Education,statesector,1,Tamil Nadu,NA,NA,NA,NA,NA,NA
1296,0.150205761,0.032362714,0.002116721,2019,State,All,Gender,state,99,Tamil Nadu,NA,NA,NA,NA,1,NA
1297,0.233000547,0.06619101,0.002628686,2019,State,All,Gender,state,99,Tamil Nadu,NA,NA,NA,NA,2,NA
1298,0.107035652,0,0,2019,State,All,Gender,state,99,Tamil Nadu,NA,NA,NA,NA,NA,NA
1479,0.218785137,0.046113018,0.003355675,2019,State,urban/rural,Gender,statesector,0,Tamil Nadu,NA,NA,NA,NA,1,NA
1480,0.288244039,0.083557725,0.004153402,2019,State,urban/rural,Gender,statesector,0,Tamil Nadu,NA,NA,NA,NA,2,NA
1481,0.104390822,0,0,2019,State,urban/rural,Gender,statesector,0,Tamil Nadu,NA,NA,NA,NA,NA,NA
1482,0.074271776,0.017137794,0.0007449,2019,State,urban/rural,Gender,statesector,1,Tamil Nadu,NA,NA,NA,NA,1,NA
1483,0.160051987,0.04325841,0.000615312,2019,State,urban/rural,Gender,statesector,1,Tamil Nadu,NA,NA,NA,NA,2,NA
1484,0.110520989,0,0,2019,State,urban/rural,Gender,statesector,1,Tamil Nadu,NA,NA,NA,NA,NA,NA
1647,0.537319064,0.190968379,0.002551068,2019,State,All,HH Size,state,99,Tamil Nadu,NA,NA,NA,NA,NA,1
1648,0.162887156,0.045307565,0.001974019,2019,State,All,HH Size,state,99,Tamil Nadu,NA,NA,NA,NA,NA,2 to 3
1649,0.13834241,0.026121728,0.002121785,2019,State,All,HH Size,state,99,Tamil Nadu,NA,NA,NA,NA,NA,4 to 6
1650,0.225919589,0.03951076,0.003832998,2019,State,All,HH Size,state,99,Tamil Nadu,NA,NA,NA,NA,NA,7+
1909,0.680556118,0.269917428,0.003826763,2019,State,urban/rural,HH Size,statesector,0,Tamil Nadu,NA,NA,NA,NA,NA,1
1910,0.237331405,0.069878712,0.003038632,2019,State,urban/rural,HH Size,statesector,0,Tamil Nadu,NA,NA,NA,NA,NA,2 to 3
1911,0.193183303,0.03309365,0.003355705,2019,State,urban/rural,HH Size,statesector,0,Tamil Nadu,NA,NA,NA,NA,NA,4 to 6
1912,0.298963815,0.040497229,0.006312039,2019,State,urban/rural,HH Size,statesector,0,Tamil Nadu,NA,NA,NA,NA,NA,7+
1913,0.346480936,0.085782707,0.000851431,2019,State,urban/rural,HH Size,statesector,1,Tamil Nadu,NA,NA,NA,NA,NA,1
1914,0.080624059,0.018155724,0.000797591,2019,State,urban/rural,HH Size,statesector,1,Tamil Nadu,NA,NA,NA,NA,NA,2 to 3
1915,0.077281006,0.018358994,0.000747903,2019,State,urban/rural,HH Size,statesector,1,Tamil Nadu,NA,NA,NA,NA,NA,4 to 6
1916,0.112981401,0.037985522,0,2019,State,urban/rural,HH Size,statesector,1,Tamil Nadu,NA,NA,NA,NA,NA,7+
1989,0.24652575,0.07299795,0.005731182,2015,State,All,All Households,state,99,Tamil Nadu,NA,NA,NA,NA,NA,NA
2053,0.339374542,0.115922488,0.009214104,2015,State,urban/rural,All Households,statesector,0,Tamil Nadu,NA,NA,NA,NA,NA,NA
2054,0.154738262,0.030564062,0.002288072,2015,State,urban/rural,All Households,statesector,1,Tamil Nadu,NA,NA,NA,NA,NA,NA
2208,0.38026157,0.125414386,0.019219059,2015,State,All,Age,state,99,Tamil Nadu,NA,NA,15 to 29,NA,NA,NA
2209,0.233528331,0.06788265,0.007167527,2015,State,All,Age,state,99,Tamil Nadu,NA,NA,30 to 45,NA,NA,NA
2210,0.228950396,0.061412252,0.00319605,2015,State,All,Age,state,99,Tamil Nadu,NA,NA,45 to 64,NA,NA,NA
2211,0.287076652,0.104239754,0.003561454,2015,State,All,Age,state,99,Tamil Nadu,NA,NA,65+,NA,NA,NA
2212,0,0,0,2015,State,All,Age,state,99,Tamil Nadu,NA,NA,NA,NA,NA,NA
2482,0.485235125,0.189548805,0.027583076,2015,State,urban/rural,Age,statesector,0,Tamil Nadu,NA,NA,15 to 29,NA,NA,NA
2483,0.315452278,0.105020881,0.01186818,2015,State,urban/rural,Age,statesector,0,Tamil Nadu,NA,NA,30 to 45,NA,NA,NA
2484,0.325077623,0.102806106,0.005330153,2015,State,urban/rural,Age,statesector,0,Tamil Nadu,NA,NA,45 to 64,NA,NA,NA
2485,0.39228034,0.15618965,0.005079017,2015,State,urban/rural,Age,statesector,0,Tamil Nadu,NA,NA,65+,NA,NA,NA
2486,0.273039103,0.059905984,0.010675853,2015,State,urban/rural,Age,statesector,1,Tamil Nadu,NA,NA,15 to 29,NA,NA,NA
2487,0.150773898,0.030367935,0.002419223,2015,State,urban/rural,Age,statesector,1,Tamil Nadu,NA,NA,30 to 45,NA,NA,NA
2488,0.140898153,0.023495611,0.001241219,2015,State,urban/rural,Age,statesector,1,Tamil Nadu,NA,NA,45 to 64,NA,NA,NA
2489,0.164310619,0.043617502,0.001790554,2015,State,urban/rural,Age,statesector,1,Tamil Nadu,NA,NA,65+,NA,NA,NA
2490,0,0,0,2015,State,urban/rural,Age,statesector,1,Tamil Nadu,NA,NA,NA,NA,NA,NA
2692,0.407666147,0.148138642,0.014094654,2015,State,All,Education,state,99,Tamil Nadu,NA,NA,NA,No education / Preschool,NA,NA
2693,0.281532973,0.095792815,0.009358734,2015,State,All,Education,state,99,Tamil Nadu,NA,NA,NA,Primary,NA,NA
2694,0.181439713,0.038854912,0.001170837,2015,State,All,Education,state,99,Tamil Nadu,NA,NA,NA,Secondary,NA,NA
2695,0.119747274,0.017320398,0.000445514,2015,State,All,Education,state,99,Tamil Nadu,NA,NA,NA,Higher,NA,NA
2696,0.347866058,0.069797039,0,2015,State,All,Education,state,99,Tamil Nadu,NA,NA,NA,NA,NA,NA
3010,0.483233571,0.194977522,0.018945688,2015,State,urban/rural,Education,statesector,0,Tamil Nadu,NA,NA,NA,No education / Preschool,NA,NA
3011,0.361929953,0.141992137,0.013640621,2015,State,urban/rural,Education,statesector,0,Tamil Nadu,NA,NA,NA,Primary,NA,NA
3012,0.255387872,0.064022504,0.002034667,2015,State,urban/rural,Education,statesector,0,Tamil Nadu,NA,NA,NA,Secondary,NA,NA
3013,0.209104419,0.039917331,0.000813867,2015,State,urban/rural,Education,statesector,0,Tamil Nadu,NA,NA,NA,Higher,NA,NA
3014,0.313760012,0.087254658,0,2015,State,urban/rural,Education,statesector,0,Tamil Nadu,NA,NA,NA,NA,NA,NA
3015,0.290841371,0.075727209,0.006595108,2015,State,urban/rural,Education,statesector,1,Tamil Nadu,NA,NA,NA,No education / Preschool,NA,NA
3016,0.192346975,0.044542983,0.00460875,2015,State,urban/rural,Education,statesector,1,Tamil Nadu,NA,NA,NA,Primary,NA,NA
3017,0.114268817,0.015993902,0.000386177,2015,State,urban/rural,Education,statesector,1,Tamil Nadu,NA,NA,NA,Secondary,NA,NA
3018,0.075458124,0.006120412,0.000262943,2015,State,urban/rural,Education,statesector,1,Tamil Nadu,NA,NA,NA,Higher,NA,NA
3019,0.388877898,0.048804596,0,2015,State,urban/rural,Education,statesector,1,Tamil Nadu,NA,NA,NA,NA,NA,NA
3134,0.237903222,0.067097746,0.005107928,2015,State,All,Gender,state,99,Tamil Nadu,NA,NA,NA,NA,1,NA
3135,0.307548702,0.114754602,0.01014205,2015,State,All,Gender,state,99,Tamil Nadu,NA,NA,NA,NA,2,NA
3262,0.330265164,0.106551871,0.007956853,2015,State,urban/rural,Gender,statesector,0,Tamil Nadu,NA,NA,NA,NA,1,NA
3263,0.40071103,0.179017961,0.017679596,2015,State,urban/rural,Gender,statesector,0,Tamil Nadu,NA,NA,NA,NA,2,NA
3264,0.147730634,0.028578855,0.002326535,2015,State,urban/rural,Gender,statesector,1,Tamil Nadu,NA,NA,NA,NA,1,NA
3265,0.206934407,0.045350865,0.002001581,2015,State,urban/rural,Gender,statesector,1,Tamil Nadu,NA,NA,NA,NA,2,NA
3414,0.62970984,0.343280196,0.005904686,2015,State,All,HH Size,state,99,Tamil Nadu,NA,NA,NA,NA,NA,1
3415,0.227454379,0.082208268,0.005316012,2015,State,All,HH Size,state,99,Tamil Nadu,NA,NA,NA,NA,NA,2 to 3
3416,0.225278705,0.060612213,0.005926475,2015,State,All,HH Size,state,99,Tamil Nadu,NA,NA,NA,NA,NA,4 to 6
3417,0.378106564,0.096316278,0.0054426,2015,State,All,HH Size,state,99,Tamil Nadu,NA,NA,NA,NA,NA,7+
3670,0.788408101,0.492586136,0.009729727,2015,State,urban/rural,HH Size,statesector,0,Tamil Nadu,NA,NA,NA,NA,NA,1
3671,0.336236954,0.144114941,0.00989309,2015,State,urban/rural,HH Size,statesector,0,Tamil Nadu,NA,NA,NA,NA,NA,2 to 3
3672,0.309536397,0.097155742,0.009621413,2015,State,urban/rural,HH Size,statesector,0,Tamil Nadu,NA,NA,NA,NA,NA,4 to 6
3673,0.45644325,0.12067432,0.00560545,2015,State,urban/rural,HH Size,statesector,0,Tamil Nadu,NA,NA,NA,NA,NA,7+
3674,0.437231839,0.162193641,0.001265463,2015,State,urban/rural,HH Size,statesector,1,Tamil Nadu,NA,NA,NA,NA,NA,1
3675,0.132919565,0.028409792,0.001338416,2015,State,urban/rural,HH Size,statesector,1,Tamil Nadu,NA,NA,NA,NA,NA,2 to 3
3676,0.14217566,0.024569465,0.00228217,2015,State,urban/rural,HH Size,statesector,1,Tamil Nadu,NA,NA,NA,NA,NA,4 to 6
3677,0.274410963,0.064073123,0.005227033,2015,State,urban/rural,HH Size,statesector,1,Tamil Nadu,NA,NA,NA,NA,NA,7+
35,0.237331942,0.067780487,0.008136611,2019,State,All,All Households,state,99,Telangana,NA,NA,NA,NA,NA,NA
102,0.298143089,0.088028349,0.010582929,2019,State,urban/rural,All Households,statesector,0,Telangana,NA,NA,NA,NA,NA,NA
103,0.119937077,0.028692333,0.003414035,2019,State,urban/rural,All Households,statesector,1,Telangana,NA,NA,NA,NA,NA,NA
282,0.382132083,0.117887817,0.018423915,2019,State,All,Age,state,99,Telangana,NA,NA,15 to 29,NA,NA,NA
283,0.214246392,0.069838993,0.011485807,2019,State,All,Age,state,99,Telangana,NA,NA,30 to 45,NA,NA,NA
284,0.211774558,0.049953118,0.004637388,2019,State,All,Age,state,99,Telangana,NA,NA,45 to 64,NA,NA,NA
285,0.307018816,0.087496355,0.004137019,2019,State,All,Age,state,99,Telangana,NA,NA,65+,NA,NA,NA
286,0.230554685,0.067501761,0,2019,State,All,Age,state,99,Telangana,NA,NA,NA,NA,NA,NA
602,0.445635974,0.140516818,0.025687851,2019,State,urban/rural,Age,statesector,0,Telangana,NA,NA,15 to 29,NA,NA,NA
603,0.26635012,0.088162079,0.014276411,2019,State,urban/rural,Age,statesector,0,Telangana,NA,NA,30 to 45,NA,NA,NA
604,0.269834816,0.06801495,0.006304671,2019,State,urban/rural,Age,statesector,0,Telangana,NA,NA,45 to 64,NA,NA,NA
605,0.391001761,0.115422241,0.00555447,2019,State,urban/rural,Age,statesector,0,Telangana,NA,NA,65+,NA,NA,NA
606,0.256731987,0.029334189,0,2019,State,urban/rural,Age,statesector,0,Telangana,NA,NA,NA,NA,NA,NA
607,0.239584744,0.067092426,0.002118536,2019,State,urban/rural,Age,statesector,1,Telangana,NA,NA,15 to 29,NA,NA,NA
608,0.114800386,0.034867272,0.006159615,2019,State,urban/rural,Age,statesector,1,Telangana,NA,NA,30 to 45,NA,NA,NA
609,0.103203386,0.016177967,0.001519613,2019,State,urban/rural,Age,statesector,1,Telangana,NA,NA,45 to 64,NA,NA,NA
610,0.135930657,0.030606367,0.001249419,2019,State,urban/rural,Age,statesector,1,Telangana,NA,NA,65+,NA,NA,NA
611,0.164220184,0.164220184,0,2019,State,urban/rural,Age,statesector,1,Telangana,NA,NA,NA,NA,NA,NA
821,0.351433426,0.119084567,0.015519034,2019,State,All,Education,state,99,Telangana,NA,NA,NA,No education / Preschool,NA,NA
822,0.290137887,0.089189097,0.011153704,2019,State,All,Education,state,99,Telangana,NA,NA,NA,Primary,NA,NA
823,0.129712701,0.016773529,0.000637626,2019,State,All,Education,state,99,Telangana,NA,NA,NA,Secondary,NA,NA
824,0.074031584,0.005483278,0,2019,State,All,Education,state,99,Telangana,NA,NA,NA,Higher,NA,NA
825,0.296976835,0.20440957,0,2019,State,All,Education,state,99,Telangana,NA,NA,NA,NA,NA,NA
1148,0.386830151,0.133506015,0.016636124,2019,State,urban/rural,Education,statesector,0,Telangana,NA,NA,NA,No education / Preschool,NA,NA
1149,0.326616198,0.102317795,0.014811397,2019,State,urban/rural,Education,statesector,0,Telangana,NA,NA,NA,Primary,NA,NA
1150,0.170213833,0.021987373,0.000829097,2019,State,urban/rural,Education,statesector,0,Telangana,NA,NA,NA,Secondary,NA,NA
1151,0.138404563,0.007538598,0,2019,State,urban/rural,Education,statesector,0,Telangana,NA,NA,NA,Higher,NA,NA
1152,0.322384506,0.212101236,0,2019,State,urban/rural,Education,statesector,0,Telangana,NA,NA,NA,NA,NA,NA
1153,0.228821322,0.069129497,0.011649502,2019,State,urban/rural,Education,statesector,1,Telangana,NA,NA,NA,No education / Preschool,NA,NA
1154,0.178901553,0.049154665,0,2019,State,urban/rural,Education,statesector,1,Telangana,NA,NA,NA,Primary,NA,NA
1155,0.075105995,0.009743832,0.00037947,2019,State,urban/rural,Education,statesector,1,Telangana,NA,NA,NA,Secondary,NA,NA
1156,0.039008506,0.00436505,0,2019,State,urban/rural,Education,statesector,1,Telangana,NA,NA,NA,Higher,NA,NA
1157,0.164220184,0.164220184,0,2019,State,urban/rural,Education,statesector,1,Telangana,NA,NA,NA,NA,NA,NA
1299,0.227367446,0.063896634,0.007862411,2019,State,All,Gender,state,99,Telangana,NA,NA,NA,NA,1,NA
1300,0.295661986,0.090509139,0.009763751,2019,State,All,Gender,state,99,Telangana,NA,NA,NA,NA,2,NA
1301,0.230554685,0.067501761,0,2019,State,All,Gender,state,99,Telangana,NA,NA,NA,NA,NA,NA
1485,0.285476774,0.082585126,0.010209303,2019,State,urban/rural,Gender,statesector,0,Telangana,NA,NA,NA,NA,1,NA
1486,0.373402059,0.120494939,0.012831457,2019,State,urban/rural,Gender,statesector,0,Telangana,NA,NA,NA,NA,2,NA
1487,0.256731987,0.029334189,0,2019,State,urban/rural,Gender,statesector,0,Telangana,NA,NA,NA,NA,NA,NA
1488,0.114551201,0.027613899,0.003306041,2019,State,urban/rural,Gender,statesector,1,Telangana,NA,NA,NA,NA,1,NA
1489,0.150552973,0.034537893,0.004037597,2019,State,urban/rural,Gender,statesector,1,Telangana,NA,NA,NA,NA,2,NA
1490,0.164220184,0.164220184,0,2019,State,urban/rural,Gender,statesector,1,Telangana,NA,NA,NA,NA,NA,NA
1651,0.643763781,0.232422501,0.006391447,2019,State,All,HH Size,state,99,Telangana,NA,NA,NA,NA,NA,1
1652,0.248921156,0.068016797,0.005648247,2019,State,All,HH Size,state,99,Telangana,NA,NA,NA,NA,NA,2 to 3
1653,0.206922695,0.059246901,0.009085945,2019,State,All,HH Size,state,99,Telangana,NA,NA,NA,NA,NA,4 to 6
1654,0.282754809,0.078081921,0.010211211,2019,State,All,HH Size,state,99,Telangana,NA,NA,NA,NA,NA,7+
1917,0.735624135,0.281085402,0.00847048,2019,State,urban/rural,HH Size,statesector,0,Telangana,NA,NA,NA,NA,NA,1
1918,0.313959539,0.088094316,0.007789214,2019,State,urban/rural,HH Size,statesector,0,Telangana,NA,NA,NA,NA,NA,2 to 3
1919,0.258209199,0.07749559,0.011660289,2019,State,urban/rural,HH Size,statesector,0,Telangana,NA,NA,NA,NA,NA,4 to 6
1920,0.362224251,0.097336344,0.013623575,2019,State,urban/rural,HH Size,statesector,0,Telangana,NA,NA,NA,NA,NA,7+
1921,0.361363024,0.082821108,0,2019,State,urban/rural,HH Size,statesector,1,Telangana,NA,NA,NA,NA,NA,1
1922,0.104208067,0.023343481,0.000884507,2019,State,urban/rural,HH Size,statesector,1,Telangana,NA,NA,NA,NA,NA,2 to 3
1923,0.112472445,0.025639748,0.004344981,2019,State,urban/rural,HH Size,statesector,1,Telangana,NA,NA,NA,NA,NA,4 to 6
1924,0.158117369,0.047883887,0.004859364,2019,State,urban/rural,HH Size,statesector,1,Telangana,NA,NA,NA,NA,NA,7+
1990,0.386335462,0.174963817,0.035228066,2015,State,All,All Households,state,99,Telangana,NA,NA,NA,NA,NA,NA
2055,0.517479122,0.264656276,0.05396447,2015,State,urban/rural,All Households,statesector,0,Telangana,NA,NA,NA,NA,NA,NA
2056,0.215270057,0.057967879,0.010788072,2015,State,urban/rural,All Households,statesector,1,Telangana,NA,NA,NA,NA,NA,NA
2213,0.535360396,0.26330483,0.074598074,2015,State,All,Age,state,99,Telangana,NA,NA,15 to 29,NA,NA,NA
2214,0.361937553,0.159742489,0.039970618,2015,State,All,Age,state,99,Telangana,NA,NA,30 to 45,NA,NA,NA
2215,0.335394591,0.136314541,0.022200029,2015,State,All,Age,state,99,Telangana,NA,NA,45 to 64,NA,NA,NA
2216,0.48009932,0.252479285,0.02279786,2015,State,All,Age,state,99,Telangana,NA,NA,65+,NA,NA,NA
2217,1,1,0,2015,State,All,Age,state,99,Telangana,NA,NA,NA,NA,NA,NA
2491,0.645737171,0.344510347,0.101846352,2015,State,urban/rural,Age,statesector,0,Telangana,NA,NA,15 to 29,NA,NA,NA
2492,0.49282828,0.242607489,0.063310295,2015,State,urban/rural,Age,statesector,0,Telangana,NA,NA,30 to 45,NA,NA,NA
2493,0.461385846,0.223772407,0.035575565,2015,State,urban/rural,Age,statesector,0,Telangana,NA,NA,45 to 64,NA,NA,NA
2494,0.611632526,0.353061646,0.033796426,2015,State,urban/rural,Age,statesector,0,Telangana,NA,NA,65+,NA,NA,NA
2495,1,1,0,2015,State,urban/rural,Age,statesector,0,Telangana,NA,NA,NA,NA,NA,NA
2496,0.365772218,0.138536766,0.032732517,2015,State,urban/rural,Age,statesector,1,Telangana,NA,NA,15 to 29,NA,NA,NA
2497,0.206185475,0.061138127,0.012197806,2015,State,urban/rural,Age,statesector,1,Telangana,NA,NA,30 to 45,NA,NA,NA
2498,0.181151181,0.029245161,0.005825173,2015,State,urban/rural,Age,statesector,1,Telangana,NA,NA,45 to 64,NA,NA,NA
2499,0.237746209,0.067153849,0.002532736,2015,State,urban/rural,Age,statesector,1,Telangana,NA,NA,65+,NA,NA,NA
2697,0.554124117,0.291120738,0.066395052,2015,State,All,Education,state,99,Telangana,NA,NA,NA,No education / Preschool,NA,NA
2698,0.441920817,0.230965182,0.053222939,2015,State,All,Education,state,99,Telangana,NA,NA,NA,Primary,NA,NA
2699,0.256733388,0.071704946,0.003810304,2015,State,All,Education,state,99,Telangana,NA,NA,NA,Secondary,NA,NA
2700,0.15140529,0.024386641,0.001379869,2015,State,All,Education,state,99,Telangana,NA,NA,NA,Higher,NA,NA
2701,0.48161611,0.212543592,0.024361758,2015,State,All,Education,state,99,Telangana,NA,NA,NA,NA,NA,NA
3020,0.635168612,0.363355249,0.082915887,2015,State,urban/rural,Education,statesector,0,Telangana,NA,NA,NA,No education / Preschool,NA,NA
3021,0.564582467,0.315215498,0.078318834,2015,State,urban/rural,Education,statesector,0,Telangana,NA,NA,NA,Primary,NA,NA
3022,0.36634168,0.128100172,0.005940349,2015,State,urban/rural,Education,statesector,0,Telangana,NA,NA,NA,Secondary,NA,NA
3023,0.259837955,0.062734477,0.002987567,2015,State,urban/rural,Education,statesector,0,Telangana,NA,NA,NA,Higher,NA,NA
3024,0.865894675,0.375912309,0.048826426,2015,State,urban/rural,Education,statesector,0,Telangana,NA,NA,NA,NA,NA,NA
3025,0.366596818,0.123978809,0.028167814,2015,State,urban/rural,Education,statesector,1,Telangana,NA,NA,NA,No education / Preschool,NA,NA
3026,0.264225245,0.108914718,0.016867407,2015,State,urban/rural,Education,statesector,1,Telangana,NA,NA,NA,Primary,NA,NA
3027,0.150034234,0.016806535,0.001736793,2015,State,urban/rural,Education,statesector,1,Telangana,NA,NA,NA,Secondary,NA,NA
3028,0.099648938,0.00608271,0.000612493,2015,State,urban/rural,Education,statesector,1,Telangana,NA,NA,NA,Higher,NA,NA
3029,0.098954007,0.049862105,0,2015,State,urban/rural,Education,statesector,1,Telangana,NA,NA,NA,NA,NA,NA
3136,0.376666695,0.166272238,0.033680744,2015,State,All,Gender,state,99,Telangana,NA,NA,NA,NA,1,NA
3137,0.458857328,0.240156129,0.046833951,2015,State,All,Gender,state,99,Telangana,NA,NA,NA,NA,2,NA
3266,0.510986269,0.255072981,0.051359098,2015,State,urban/rural,Gender,statesector,0,Telangana,NA,NA,NA,NA,1,NA
3267,0.565302849,0.335242569,0.073154479,2015,State,urban/rural,Gender,statesector,0,Telangana,NA,NA,NA,NA,2,NA
3268,0.202325344,0.051012475,0.010734958,2015,State,urban/rural,Gender,statesector,1,Telangana,NA,NA,NA,NA,1,NA
3269,0.314730972,0.111409873,0.011196174,2015,State,urban/rural,Gender,statesector,1,Telangana,NA,NA,NA,NA,2,NA
3418,0.775646687,0.51398015,0.0186373,2015,State,All,HH Size,state,99,Telangana,NA,NA,NA,NA,NA,1
3419,0.401901811,0.204301625,0.030620623,2015,State,All,HH Size,state,99,Telangana,NA,NA,NA,NA,NA,2 to 3
3420,0.367513031,0.157960445,0.037159126,2015,State,All,HH Size,state,99,Telangana,NA,NA,NA,NA,NA,4 to 6
3421,0.407536983,0.171959668,0.035400648,2015,State,All,HH Size,state,99,Telangana,NA,NA,NA,NA,NA,7+
3678,0.880454063,0.666216016,0.0270009,2015,State,urban/rural,HH Size,statesector,0,Telangana,NA,NA,NA,NA,NA,1
3679,0.547230959,0.30469811,0.044690657,2015,State,urban/rural,HH Size,statesector,0,Telangana,NA,NA,NA,NA,NA,2 to 3
3680,0.480465084,0.235612005,0.057118338,2015,State,urban/rural,HH Size,statesector,0,Telangana,NA,NA,NA,NA,NA,4 to 6
3681,0.597006977,0.283230036,0.058307867,2015,State,urban/rural,HH Size,statesector,0,Telangana,NA,NA,NA,NA,NA,7+
3682,0.54209584,0.174740389,0,2015,State,urban/rural,HH Size,statesector,1,Telangana,NA,NA,NA,NA,NA,1
3683,0.196460694,0.062378488,0.010730852,2015,State,urban/rural,HH Size,statesector,1,Telangana,NA,NA,NA,NA,NA,2 to 3
3684,0.219563425,0.056249004,0.011015674,2015,State,urban/rural,HH Size,statesector,1,Telangana,NA,NA,NA,NA,NA,4 to 6
3685,0.202700883,0.051665224,0.01063564,2015,State,urban/rural,HH Size,statesector,1,Telangana,NA,NA,NA,NA,NA,7+
